,SN,0,1,2,3,4,5,6
492,SN2006ge,-14.129149,-4.9354544,5.2383246,3.045906,-1.9771562,-5.3794627,0.6161208
493,SN2006gk,6.229124,4.354913,3.3672745,-2.4556475,-3.1362193,-2.2640126,12.403153
494,SN2006gl,-13.364434,-0.71799237,2.3991563,-3.6754975,0.72043645,4.4236784,9.3777485
495,SN2006go,-8.0547085,-1.1756877,-4.2260065,-5.8778505,4.0523243,-3.6691303,0.48405975
496,SN2006gp,-1.91133,1.5607009,4.902795,-4.327129,-4.1262717,-6.715998,4.0856395
497,SN2006gu,-7.793439,2.9249635,5.8783636,5.1684113,-2.1362703,10.040105,6.9853926
498,SN2006hj,-11.951283,8.371264,-0.42686328,3.2648184,-3.203505,8.749286,9.41796
499,SN2006hk,-11.147145,-2.0073857,-4.241995,1.813212,-0.28616074,6.9428687,13.125873
500,SN2006hm,-3.429965,-2.54612,-2.0745783,-9.854807,6.124214,-4.424003,11.493076
501,SN2006hw,-14.356746,1.7250848,-9.106273,1.2126595,1.7932185,10.1130705,1.8415191
502,SN2006jg,-10.41338,-3.9010327,5.378501,-3.959055,7.311927,-5.4421854,-6.618025
503,SN2006jz,-8.561667,-0.74480844,-11.500799,1.1090353,5.353357,2.4466276,8.849283
504,SN2006kd,-6.767596,11.316262,-7.484291,2.5148554,-2.6770167,7.786356,2.006475
505,SN2006ks,-8.352781,9.697887,6.3253074,-5.475293,2.1274881,0.32863295,0.11215837
506,SN2006ll,-3.2980108,0.3859468,-11.728087,-7.627277,-5.074769,-4.027197,4.647129
507,SN2006lq,-8.989444,9.989433,2.4237657,-3.220749,-3.0674744,-3.191455,6.0494103
508,SN2006mz,-12.063086,-4.9329343,-1.0198833,3.1174886,0.40134445,-11.596861,6.367529
509,SN2006nc,-8.07762,-4.635541,1.8258495,7.3358674,2.2825503,14.67399,-0.9381853
510,SN2006np,-12.270561,-5.3452506,-8.809732,-2.4650877,0.18054222,12.358767,-0.36294776
511,SN2006nt,-15.817998,-0.084972695,-9.623986,4.094539,7.2063227,-0.31148124,3.9152977
512,SN2006nw,-12.577759,-4.93279,-4.2586846,5.512015,0.51555026,13.402356,2.5023346
513,SN2006op,-7.4388156,-0.85547054,2.070741,-8.278345,0.8828567,-0.23462015,6.196383
514,SN2006oz,-4.115992,-4.0545964,-1.6941606,-0.50523746,-5.051417,10.713813,0.35793445
515,SN2006ph,-10.233473,-0.9386945,-6.010312,5.113252,5.8887897,1.2484523,6.3197775
516,SN2006pj,-9.763291,4.197161,-2.0160828,-2.680064,5.7623596,1.3876637,5.781414
517,SN2006pm,-12.4239435,-0.95253724,-1.840858,3.836366,9.854707,2.4986134,0.62489927
518,SN2006pn,-10.247761,-0.5532093,2.004139,2.8302925,1.7903447,7.763876,4.496702
519,SN2006po,-12.574247,0.6823794,7.054317,1.5319362,-5.055354,-4.961936,-2.7428727
520,SN2006pr,-6.4085507,-6.588974,-1.4100462,2.446755,1.5033041,12.138378,3.7639444
521,SN2006pu,-1.4184407,-6.6235576,-2.1879141,1.6178291,-4.52062,5.51793,5.657176
522,SN2006qd,-9.428893,5.4722285,2.5587378,-0.85359526,8.41162,5.8872685,9.837539
523,SN2006qh,-9.909524,-1.4834902,0.20210424,-1.0401946,-0.22557724,-0.85069716,6.950005
524,SN2006sw,-9.548142,0.7990564,-4.0260615,-1.6477442,-0.9128332,9.1581,0.5276765
525,SN2006sx,-7.750955,3.521111,1.7797494,-4.5126023,-1.9024105,6.0171585,4.660809
526,SN2007fr,4.104892,4.5971675,-9.284899,-6.2627187,-3.0465863,2.0056703,1.0429875
527,SN2007gl,0.05507418,-2.6768177,-0.066551305,-12.167105,-8.729647,-7.067196,4.5548863
528,SN2007hy,-6.907239,3.287028,-4.114276,-0.88376796,-3.056548,4.1666613,7.1352625
529,SN2007jb,-12.906449,3.5020137,2.264227,4.564065,-0.725769,-3.978778,4.1806836
530,SN2007jj,-7.6609273,3.4139814,-1.9113481,-2.6218204,0.66071665,12.079461,6.365159
531,SN2007jv,-0.7926103,-10.510281,-6.5410886,-3.789328,-5.4911137,9.631931,1.7869331
532,SN2007kb,-14.7373495,-3.8452823,-2.408763,6.699881,-6.253426,0.15275735,2.2071044
533,SN2007kp,-10.149126,0.026458843,-1.7624003,4.6258698,4.9221144,9.428038,11.807664
534,SN2007la,-12.457546,-4.5744963,-4.1099615,1.350858,2.0622075,8.42528,-3.1506736
535,SN2007lf,-1.0308075,5.3329353,8.434102,0.02402957,3.7482984,-8.25253,7.152524
536,SN2007lm,-15.364879,-4.1613207,-2.870483,-9.581334,2.4904027,-0.38264224,2.5682876
537,SN2007ls,-15.31679,1.9312773,3.6284451,3.0231373,-2.5117216,7.228698,0.68645924
538,SN2007lu,-6.4510913,-6.8426914,1.4929507,-7.7838244,6.1812935,6.906092,4.971794
539,SN2007mf,-8.250376,-0.85273165,11.563373,5.789557,1.9057735,5.0733404,9.7872095
540,SN2007mg,-6.407705,0.84480584,-9.087298,3.2834668,1.0246046,10.869908,9.587185
541,SN2007mu,-15.711844,-2.3739552,3.4650154,0.5595541,-1.5630581,-6.922106,10.478534
542,SN2007nx,-4.9324536,4.9967093,4.079404,4.63697,11.33288,7.6904387,5.3621035
543,SN2007oa,-14.227645,1.6963563,1.833003,-6.0185485,-0.42749763,-6.8105664,12.1232195
544,SN2007oy,0.7718493,14.087441,1.6328293,-2.9571538,-2.3901234,-4.5537434,10.262197
545,SN2007pf,0.13757117,-6.778624,3.8064783,6.259404,-0.4457897,13.704059,6.755806
546,SN2007pg,-2.414697,-11.964411,-2.568445,5.3331194,1.6964616,12.8702,6.046887
547,SN2007pr,-11.033626,5.8422785,7.740598,-7.87621,2.7051456,-7.3577666,3.5100393
548,SN2007ps,-7.039079,9.214433,-11.144883,4.5999036,0.6122671,1.218934,6.4423337
549,SN2007py,-6.790937,5.9761424,-0.5187487,-6.0878396,-0.74680847,-1.5578227,1.2932018
550,SN2007qa,-10.410756,-9.08155,-2.6710129,7.0960617,-1.1074009,6.5638366,2.014155
551,SN2007qd,-6.8833847,-5.286867,-2.6649373,-2.578181,-3.4982994,9.144015,7.109984
552,SN2007qj,-15.165472,-2.6496465,-1.7050884,0.6665731,4.203874,7.415209,4.7479987
553,SN2007qs,-12.307299,4.103775,-5.936608,0.28455013,-0.90480673,9.999278,8.13296
554,SN2007qu,-9.600035,1.2067664,-4.61403,1.8399613,6.571141,9.738426,3.250553
555,SN2007rg,-11.351631,6.811239,-5.6151967,-0.028155334,-0.28953058,2.5520775,3.9769394
556,SN2007rn,-9.499276,-0.619059,0.37733364,8.451822,5.0653496,0.7182294,2.6746285
557,SN2007rq,-9.870766,3.613266,4.2985077,-4.5599155,6.170062,7.4861093,1.8859593
558,SN2007sl,-4.778009,-13.827456,-0.51688,-0.12385457,-0.3888918,9.697167,4.444036
559,SN2007tt,0.080881186,7.282206,2.9360185,-5.1012907,-4.4479184,-4.195368,10.2690735
560,SDSS-II SN 10480,-3.6240919,14.717053,2.4423485,-3.4967675,-2.8246372,-10.216382,3.5111156
561,SDSS-II SN 13147,-0.32101756,3.944582,-4.425082,-13.050897,2.7679389,-8.857963,10.126156
562,SDSS-II SN 13483,-5.5013475,7.085964,0.5193634,5.735004,0.9104894,-6.5403767,-0.77616864
563,SDSS-II SN 13820,-11.992843,7.760616,-5.904124,-3.1466942,5.0294156,8.240329,6.107526
564,SDSS-II SN 1385,-10.058054,2.5224504,-4.8963175,9.647687,2.1789513,-3.076071,-0.27651727
565,SDSS-II SN 13991,-0.7137594,-0.4338668,0.12763369,-9.396253,-10.465576,2.2790608,1.2095779
566,SDSS-II SN 14121,1.517105,5.922833,-4.9186063,5.8977957,5.284583,5.956853,10.53653
567,SDSS-II SN 14262,-1.1562456,-4.1838546,-12.497661,3.7686217,2.8711474,0.6304251,5.179705
568,SDSS-II SN 14415,-4.8466096,-2.6029553,9.864808,6.853694,-1.0720974,-4.864273,-4.265331
569,SDSS-II SN 14635,-8.104543,-6.138223,3.6262445,7.4522614,-6.692335,0.53340477,8.220891
570,SDSS-II SN 14833,-3.4239712,0.100904346,-5.7794075,10.126219,-4.034333,-4.163903,-2.2198734
571,SDSS-II SN 15268,-0.9835023,-6.798571,-0.47005615,6.530305,4.727064,-4.0016065,9.143301
572,SDSS-II SN 15358,-2.9900124,-3.9402416,5.946314,-3.9394689,-4.7177634,2.8313065,1.5759687
573,SDSS-II SN 15360,-8.605606,0.40949523,-5.117585,-0.17899272,-10.077348,-1.5042926,0.6496747
574,SDSS-II SN 15418,-5.046476,-7.1230364,-6.819753,0.3127816,-6.618234,-9.290671,0.49786967
575,SDSS-II SN 15814,-3.747169,3.0665722,-7.697731,-3.3631277,5.5162005,-1.5990753,12.562555
576,SDSS-II SN 16103,-10.06381,1.6011575,9.408087,-0.9701643,7.844565,3.345207,3.838479
577,SDSS-II SN 17317,-9.327825,-2.153379,4.051812,2.0724409,-3.5396671,-8.182062,8.045163
578,SDSS-II SN 17337,-11.951561,-5.6203256,-1.6501914,4.4453998,2.1467395,-0.87326866,1.3356317
579,SDSS-II SN 17585,-6.6802454,-7.105517,-7.0821877,3.2836888,-9.068242,4.7470694,-2.2919862
580,SDSS-II SN 17925,-12.017953,4.7576447,-8.137945,3.9978771,-0.59723914,-2.1500971,6.535228
581,SDSS-II SN 17958,-2.6538,-2.4933498,2.585884,-9.304571,-2.9413817,10.511682,4.135953
582,SDSS-II SN 18266,-1.2437067,1.3098532,-2.5722501,12.078238,10.320766,4.7520356,6.645977
583,SDSS-II SN 18360,-8.006909,-6.2643323,-2.9312737,0.74094594,3.6640937,-7.857906,-0.1166471
584,SDSS-II SN 18585,7.184962,7.6503024,-7.2447577,-2.2789857,2.8374414,9.610722,0.55636233
585,SDSS-II SN 18589,10.772791,2.7525089,-3.2214627,-0.6540476,1.7149154,-0.9813291,12.591727
586,SDSS-II SN 18718,-2.2520823,6.617366,-4.931698,-5.5991025,1.7334324,-11.236958,2.1141503
587,SDSS-II SN 18836,-4.701816,7.069637,-6.3905306,-4.7333536,1.4093577,-13.577564,10.555793
588,SDSS-II SN 18914,0.3382172,9.115714,-7.906804,2.4290967,-3.9499686,8.69823,-3.8271935
589,SDSS-II SN 18970,-2.3630757,6.6726832,-1.083417,11.269676,-3.5782459,3.69886,-2.3881178
590,SDSS-II SN 18986,-3.5950558,0.83752817,-5.048352,6.1063633,-7.9662027,6.4053593,1.4729184
591,SDSS-II SN 18993,-7.1152697,3.436965,-10.633262,0.15336284,-7.2421927,-7.8407016,-1.0708618
592,SDSS-II SN 19052,-2.0415576,2.7419233,3.3071532,-6.388261,3.5356565,2.3884544,3.7044904
593,SDSS-II SN 19212,1.9059913,-1.0112879,4.262034,6.381854,-0.75206494,1.210172,13.30026
594,SDSS-II SN 19465,-15.4267435,-6.65397,-3.1144733,-1.6476022,4.6130886,-5.383536,5.0997715
595,SDSS-II SN 19582,-9.254157,3.1017468,-2.0656934,-6.142735,1.8105946,-12.45493,-1.6018192
596,SDSS-II SN 19751,-13.10661,3.57179,1.4553857,2.43513,7.9848456,11.144521,2.2709908
597,SDSS-II SN 19848,-10.598753,11.221223,-5.3273625,4.922802,-1.5856227,0.27854186,2.753862
598,SDSS-II SN 20324,-7.7200747,-6.479899,-6.5817122,2.8100314,8.10318,0.5494512,3.1734698
599,SDSS-II SN 20408,-8.657074,-10.9704485,-5.9262924,-1.0623063,-0.8553417,-3.417767,6.221647
600,SDSS-II SN 2128,-5.5986824,6.3384857,-6.357193,-4.191353,2.665679,-5.4815454,-3.0807097
601,SDSS-II SN 21874,-6.041687,5.966685,-3.909118,-3.541817,-4.425651,-7.6443295,-2.006901
602,SDSS-II SN 2401,-9.878091,1.55289,-2.852533,2.6517086,4.6000676,-10.441116,-3.7810977
603,SDSS-II SN 2620,-7.8378253,-3.1929398,5.789657,5.946519,-1.3605226,2.7719703,3.6385045
604,SDSS-II SN 2621,-13.831049,-1.0666939,-0.20939845,-4.1152253,-4.14791,1.107815,1.73273
605,SDSS-II SN 3294,-5.4095154,2.7329037,9.5643215,11.000108,-3.5289164,3.613463,1.5253807
606,SDSS-II SN 4062,-8.085992,-0.40978968,-0.9464741,1.6227046,-11.608952,6.152932,0.71044886
607,SDSS-II SN 6136,-3.5458062,0.2787216,-3.9851506,-7.3764734,-4.481821,-13.764809,-0.7356214
608,SDSS-II SN 6889,-9.4166765,-1.7899486,5.65493,-1.5119573,-4.852736,6.5930376,5.8477163
609,SDSS-II SN 706,-6.2822366,-2.6833632,-2.1624331,-10.744532,-3.5719216,2.894504,5.049742
610,SDSS-II SN 7762,-2.7637694,2.875104,-5.5114093,-4.6860347,10.085184,-6.416422,-2.8723347
611,SDSS-II SN 8092,-7.4980893,5.973944,-0.13083895,7.2685294,1.69309,-15.146522,0.3333114
612,SDSS-II SN 9132,2.8626232,1.2460524,-9.691535,-6.044543,10.445301,1.544467,6.297473
613,SN2005fb,-12.054496,0.024834748,-1.9942895,9.505661,8.65495,6.793366,7.566498
614,SN2005ga,-9.838902,-9.111849,-2.0049367,6.445222,1.056215,9.938712,8.990514
615,SN2005gd,-7.8132653,-9.4157,-0.7017116,8.045813,7.379272,11.040836,3.7665303
616,SN2005gp,-18.100912,-0.15491138,-0.82601523,-2.2188327,8.222158,1.4515142,1.100747
617,SN2005hs,-6.6987305,11.506124,9.592445,-3.556535,3.0585792,-4.105418,7.127412
618,SN2005hz,-3.4588525,10.355713,-7.563302,-0.28067356,5.2687063,8.2216425,2.4861424
619,SN2005ij,-10.230842,-4.764516,-7.804281,4.7796597,-2.4321437,7.8406034,5.378204
620,SN2005kp,-7.070645,-4.8559685,4.3460135,4.5116315,-0.9519335,15.511186,5.1954293
621,SN2006eb,-8.909583,-10.392375,1.1169062,2.1206882,1.751466,7.2752156,0.93148637
622,SN2006fn,-6.175912,4.2353415,0.88006365,1.7763634,1.8669975,6.139629,1.029747
623,SN2006gv,-7.1762195,6.3932047,-7.500326,-0.104168445,0.9051905,8.24548,-1.6995162
624,SN2006ki,-5.2420406,10.5564785,-3.9988284,2.722975,0.37650535,9.659565,11.008887
625,SN2006kw,-13.494467,0.2296629,-5.0868216,9.302441,-0.018699126,6.0051208,1.1453153
626,SN2007ia,2.845304,4.3265576,-6.7908874,-2.5934465,5.04682,3.3713768,5.7414484
627,SN2007lw,-4.7518163,2.0679271,5.635718,-1.9411238,-4.5492883,5.446226,13.613436
628,SN2007nz,-5.002026,-5.575683,-6.0624337,-7.3243423,-8.343953,-4.1066203,1.1035066
629,SN2007ol,-2.0893738,-12.626959,-1.1653591,11.274244,0.15179422,13.668592,1.270153
630,SN2007sh,-3.4478104,-9.75745,3.8385015,7.4612455,-0.5932131,10.786551,2.2671657
631,SN2008am,-6.223829,3.01384,8.379463,-0.07066226,3.3469455,-10.255928,-4.078393
632,SDSS-II SN 1115,2.9039633,7.2000246,-1.8078218,2.235839,5.148605,-11.582389,1.190435
633,SDSS-II SN 12852,6.1794305,2.2311344,-6.995545,-11.148237,-8.181876,-4.9137297,0.25663406
634,SDSS-II SN 13058,3.552942,1.6798327,-2.097262,-0.3922632,5.6194973,-4.238249,1.311308
635,SDSS-II SN 13329,13.111984,3.3996933,4.511496,-6.363569,2.6858032,-0.99752706,-0.9417562
636,SDSS-II SN 13339,6.3024487,5.3929825,-0.12544064,-2.6288464,7.1180887,3.7821274,0.45012254
637,SDSS-II SN 1378,6.3192058,9.045662,2.271491,-5.105483,-0.5278638,0.20036148,2.3073833
638,SDSS-II SN 13839,7.405924,4.320169,2.8410363,-7.281482,-1.0415696,10.693305,4.010987
639,SDSS-II SN 13971,2.1253638,-12.622137,-4.720133,-5.195586,3.5708828,-3.0731993,3.401352
640,SDSS-II SN 14231,7.0423117,-7.3771005,-2.4579678,-8.45741,2.4651012,1.4608376,0.3123778
641,SDSS-II SN 14933,1.234003,-0.09514734,0.27111098,2.1086912,7.66992,-10.0841,-3.2599137
642,SDSS-II SN 15448,2.8781655,-9.8033695,3.980554,-0.54534614,2.7815685,-6.2377534,5.857563
643,SDSS-II SN 15454,0.6269948,8.229745,-2.022967,-6.9172516,-10.65185,-0.2612073,-1.8773701
644,SDSS-II SN 15942,1.5926157,1.590136,-0.737904,-14.9592495,0.858201,3.182304,-4.181383
645,SDSS-II SN 16739,8.313412,5.813899,3.724592,2.0004961,1.9067506,3.8451288,-4.903856
646,SDSS-II SN 17272,3.3034892,-6.1361785,0.96075577,1.1539956,6.586738,9.040086,3.8585362
647,SDSS-II SN 17373,-1.212905,-5.6582003,5.621132,-4.019643,11.58413,8.381867,0.82908374
648,SDSS-II SN 1782,0.7074781,-8.303516,18.611525,0.14242828,-0.25521043,0.7078596,-0.52554244
649,SDSS-II SN 18824,0.20099439,8.973023,-6.703437,-12.061379,-3.6713855,-1.4609983,-2.5572968
650,SDSS-II SN 18979,1.7397034,-6.1321416,3.9997125,-9.329359,6.8357415,2.283362,0.9029492
651,SDSS-II SN 18990,6.134883,8.230601,-8.774553,1.9731207,-1.2435561,-7.8607516,4.4885077
652,SDSS-II SN 19042,-1.7096286,2.9493494,2.7177942,0.38834885,8.991096,4.355101,-4.6972103
653,SDSS-II SN 19065,3.2022767,7.467403,-5.701844,-7.5497556,-7.96625,-8.953273,-5.877368
654,SDSS-II SN 19137,5.0298533,-4.655792,4.18935,-7.733941,5.337692,-5.231584,3.7212985
655,SDSS-II SN 1919,-2.8209467,-1.1385273,-0.366429,17.870987,-2.1379902,0.5139867,-0.21750458
656,SDSS-II SN 19640,6.611708,0.6245879,-7.9591274,-4.5053034,5.4057865,-5.6113715,2.8729122
657,SDSS-II SN 19778,16.151394,0.09175365,2.7812474,-3.1779358,0.6955665,-3.3871648,5.7844224
658,SDSS-II SN 20603,-4.168221,-2.5279703,1.6276295,-13.468017,0.08401613,-5.047256,-5.857747
659,SDSS-II SN 20874,9.468285,5.254859,-2.20264,-7.839246,-1.5032983,-2.324929,-1.0659579
660,SDSS-II SN 2118,-0.78198797,-6.152773,-11.097136,3.2611938,7.231173,4.4568095,-2.4225721
661,SDSS-II SN 21402,1.6921707,7.886869,1.6605053,-6.437526,-4.943543,-4.4937434,-2.0695398
662,SDSS-II SN 2766,2.4195852,-6.891533,-9.634811,-0.09400805,1.1517863,12.493003,-5.116859
663,SDSS-II SN 3050,0.708966,-1.0530151,-6.651638,-3.6911564,4.98773,1.4993498,-3.3860407
664,SDSS-II SN 5392,5.183268,-6.388123,2.467181,-9.207309,-0.3694181,-1.9716278,6.7613215
665,SDSS-II SN 5669,-1.4535685,2.493713,-5.712494,3.1400297,5.937504,0.2881082,-4.911656
666,SDSS-II SN 5806,5.5064282,3.923983,-7.485297,8.898841,6.166652,2.2012012,2.1373208
667,SDSS-II SN 8280,1.6972001,0.4326551,12.684191,-7.019237,5.283946,-2.2783012,-0.934585
668,SDSS-II SN 9562,7.544242,0.8616267,0.10303088,-3.4569223,1.1027591,-2.491913,4.1690726
669,SN2005ed,-5.3940244,4.143542,-2.4297044,1.7270969,15.234048,0.85440737,-2.7031956
670,SN2005fa,8.542023,-6.855233,2.8052003,3.4860353,3.8728235,2.0131917,9.43505
671,SN2005fm,6.272139,-7.0920277,-3.5296352,13.12729,5.164556,10.793176,-2.6690907
672,SN2005hj,0.7929745,2.1773863,1.7398533,12.445253,-1.1668843,15.094106,-5.2453213
673,SN2005hl,3.05816,7.240485,1.2195004,-5.694425,-11.412106,-10.7329235,-2.6944394
674,SN2005hn,5.652327,-0.2517698,-3.9047902,-2.8272235,-2.6942236,11.674822,-0.40576255
675,SN2005hr,9.172126,-4.9543467,-1.4696447,3.5862327,2.2637434,16.740463,2.2440112
676,SN2005jp,-2.9382062,7.0107512,-0.8911065,-4.579332,0.45374867,-0.6745976,-9.8371
677,SN2005ld,4.7515073,-7.2239594,-2.4758916,8.663905,-0.113353655,9.707197,0.3220393
678,SN2005le,2.9529505,-5.437611,7.318314,-2.944379,1.4709823,-2.8827472,-12.58943
679,SN2006V,-0.6823024,10.722208,5.1185007,-8.498831,-5.2560287,-1.2296988,-5.9257264
680,SN2006au,5.4441376,3.7743063,-1.4905722,-3.1500165,-14.75885,-6.6143527,0.54494
681,SN2006fd,4.6156526,-4.419315,-7.117652,-4.6557193,-3.569863,5.1761985,4.9665494
682,SN2006fy,-0.7360822,-8.037904,-3.2100983,11.116182,0.010494548,8.903555,-4.892698
683,SN2006hl,8.468305,-5.848748,3.1341863,9.5747595,-1.323284,13.037692,1.2977823
684,SN2006ht,6.172491,-1.9396157,-13.409434,-0.7923587,-2.6175497,3.906958,4.1219435
685,SN2006hx,4.1042657,0.80957997,-1.6191205,1.6914511,1.8649898,18.99489,-4.5469356
686,SN2006ji,9.148164,-4.97366,4.3181477,8.953253,-2.2678633,4.7531104,6.214634
687,SN2006lc,1.2494906,8.976003,-1.0692039,-11.175493,3.5839336,-3.2435284,-5.247053
688,SN2006oa,2.2316542,2.4120758,-3.0963833,12.685003,4.592114,11.525191,-0.8163092
689,SN2006ob,-0.24220362,1.9190826,-5.3636136,5.684401,7.527249,10.438947,-3.909464
690,SN2006oc,10.047985,8.223636,3.0144227,-7.664898,-6.906431,-1.9969548,-0.14840451
691,SN2006oj,0.114767626,-6.9236755,9.575362,2.2466595,6.157388,9.970826,3.7019444
692,SN2006ps,0.25291526,1.4154705,-3.8985033,6.303114,-0.04710957,11.640594,-1.8954679
693,SN2006qq,3.8808932,-0.68008024,0.47438723,-6.811558,-1.8008531,3.2936318,1.6357685
694,SN2007gt,-0.4479242,11.114843,-3.6902003,0.8907747,5.0727243,-8.466756,-6.1578183
695,SN2007ht,8.121107,11.3626375,-1.5419765,-7.654788,5.161449,-1.6042957,-1.5523362
696,SN2007hx,8.447266,-12.05581,-2.9099545,4.737526,0.80962116,13.832194,2.2947972
697,SN2007ic,6.117564,2.0933228,-4.380528,3.8696694,2.9070053,12.907549,3.9230018
698,SN2007jk,14.7053995,-5.0863404,-0.87696886,6.0785456,2.1848512,-2.621157,-0.96398616
699,SN2007kl,7.849563,6.4245305,-2.5408614,5.3922815,4.2178717,1.153243,-5.49211
700,SN2007lg,0.39053097,-7.588001,-1.4020852,1.9979317,10.677304,7.3782835,-3.4902325
701,SN2007ma,4.5541325,-5.985689,-0.9587252,2.9675314,-4.1565137,12.1691265,-0.35588568
702,SN2007mb,3.7118633,2.5724158,3.4192073,5.9848895,1.7509551,-0.27811244,-7.6193337
703,SN2007nd,6.0084577,7.1851745,0.43128416,0.76898855,-3.025593,7.3245697,-7.0052953
704,SN2007nf,3.4504623,5.823361,0.06645911,-5.9768414,3.079896,0.2952261,-3.9392264
705,SN2007px,6.18567,-2.7038088,-7.155675,3.106791,-0.90164876,12.375784,0.503101
706,SN2007pz,8.8803835,-2.2451131,-4.858386,0.48482555,-0.7428308,4.35501,5.7335887
707,SN2007ql,7.6083574,-6.219755,4.6628466,3.9212928,3.351677,5.359606,1.7712471
708,SN2007qt,3.402381,-5.2234693,-3.0397344,-3.200798,0.6590058,3.39025,-8.323121
709,SN2007ra,4.998295,-2.5133944,0.12472737,1.0964407,2.0920532,11.350084,-0.7404684
710,SN2007se,5.483455,-1.0650151,-5.5054455,-5.368142,-14.274543,6.7202053,8.128003
711,SN2008J,5.1477284,-0.86384296,-0.81759465,-4.952869,1.5256907,-19.851452,-0.25446716
712,SN2013bh,-8.143237,1.4033588,-2.3123417,8.052186,10.148132,10.150781,-2.4879386
713,SDSS-II SN 16142,2.2077498,-4.5836754,-7.132405,0.36595705,13.239932,-0.30120033,3.8315568
714,SDSS-II SN 18321,8.706195,-0.40897942,3.425494,-7.6436315,11.016783,3.862352,0.4849978
715,SDSS-II SN 2632,11.476296,1.2221489,-2.8118181,-10.253304,-1.4585812,-0.50710636,5.634132
716,SDSS-II SN 6075,-2.255061,6.1500154,2.7368112,-0.119651765,-1.3320591,-9.011774,-8.357202
717,SN2005fr,11.453678,10.400033,-1.0448889,3.9566267,1.1014599,7.981682,-6.97788
718,SN2005gf,0.6344754,-3.6150808,-9.7977,-0.76888406,1.4960195,1.3207872,-10.778862
719,SN2005if,7.2205606,-1.8568124,-8.434344,-2.124327,3.0695298,8.500057,4.7582464
720,SN2007kw,4.3757334,-2.491658,8.093796,-8.641154,2.3066988,3.669007,3.8496792
721,SN2007lz,3.2567415,2.5597053,3.6899529,1.1616012,9.702255,10.128767,-0.22507711
722,SDSS-II SN 10299,4.670477,3.0011086,7.4867134,-2.9971101,-3.1234453,-0.12299561,-12.447382
723,SDSS-II SN 11092,6.0961595,0.2457648,-4.9901485,-3.8721735,-8.852037,-0.14028864,-12.714561
724,SDSS-II SN 1164,-1.4387287,-0.99881333,10.006368,1.9785472,10.544803,-3.6288335,-3.3972442
725,SDSS-II SN 13131,2.4433103,-4.7337966,-8.2926035,1.2469711,9.651461,-4.405285,-4.6105895
726,SDSS-II SN 13413,-1.2194821,-1.2567216,-7.785858,8.924926,4.778584,-6.956831,-3.9082177
727,SDSS-II SN 14137,8.136723,1.3946961,0.07209033,4.754628,-3.319227,-5.0294056,-1.3158818
728,SDSS-II SN 14304,9.168476,6.0833235,-7.0310664,1.893992,-3.7863946,-1.9523103,-3.214607
729,SDSS-II SN 14455,10.075815,3.2399201,-3.8759792,8.074314,-4.5976524,-7.923579,-6.305174
730,SDSS-II SN 14470,10.385385,-2.0226555,12.8240385,2.0997467,5.73042,0.6096344,0.97536725
731,SDSS-II SN 14499,2.3426638,0.9331667,-5.3822775,3.9465947,-7.8821626,-9.2080145,-3.012511
732,SDSS-II SN 15696,0.6491286,-4.113525,-14.101186,3.2356286,-1.2969605,-3.304328,-3.541805
733,SDSS-II SN 16172,7.0150275,-2.9793065,-0.88403994,-7.920475,-5.3194838,-5.2917438,-0.7197142
734,SDSS-II SN 16199,-1.3796871,-2.6771793,-0.8459559,-3.055763,-0.082067244,-8.774828,-14.371496
735,SDSS-II SN 1631,0.23838417,-6.1680574,2.4664543,5.731145,3.8192356,-7.59824,-7.361827
736,SDSS-II SN 16433,8.397739,0.34574616,-2.3893282,9.091752,2.3326504,-6.052929,0.9232753
737,SDSS-II SN 16603,2.571333,-5.2160277,-0.6834118,5.88868,-6.242534,4.1643353,-2.7917938
738,SDSS-II SN 17703,-0.47260895,-1.7636472,-3.9966705,13.974267,3.8526325,1.4997648,-6.217294
739,SDSS-II SN 17739,6.66966,-5.4758763,-7.640733,4.0624876,2.2576747,-6.440019,-1.0999382
740,SDSS-II SN 17777,2.9805646,-5.6278768,-0.88531977,7.137282,-2.1970184,-4.9571786,-2.7773416
741,SDSS-II SN 17910,3.3619392,-3.2918916,-2.2373822,7.1597576,4.4903383,-2.4924974,-4.1718025
742,SDSS-II SN 18324,7.0978613,-11.994767,4.173217,-8.484365,-1.3727863,0.75595117,-6.1934795
743,SDSS-II SN 18447,8.468779,-1.8801571,-3.4453814,4.259523,-3.0574439,0.60842866,-7.85307
744,SDSS-II SN 18733,8.047089,0.1986852,-5.282113,1.5660505,0.36155355,-6.2089014,-5.116956
745,SDSS-II SN 18831,6.6243534,0.6276286,-5.30082,6.042201,0.2617666,-12.556916,-0.7078498
746,SDSS-II SN 18978,4.187199,10.481015,2.365892,9.645297,0.7175297,5.4822645,-5.255999
747,SDSS-II SN 1903,11.63305,-0.49243268,-4.8806343,4.5847163,-7.590537,-4.743086,1.1324342
748,SDSS-II SN 19319,-3.1064498,-10.965566,6.6300936,-1.0792338,-2.9396064,-2.5306294,-4.667133
749,SDSS-II SN 19332,-1.412426,-7.687164,-6.8657846,4.257047,-0.054216176,-10.038844,-4.8722754
750,SDSS-II SN 19769,3.1327171,-1.3883957,-4.8196483,-11.206034,-6.9342866,-1.3315136,-6.840598
751,SDSS-II SN 20046,9.4479,3.6850922,6.3645654,-5.8128324,-3.4600117,3.524384,-5.462468
