,SN,0,1
1185,SDSS-II SN 20435,-50.898026,-0.4825892
1186,SDSS-II SN 2050,-48.547436,3.0186164
1187,SDSS-II SN 20517,9.833144,-22.102825
1188,SDSS-II SN 20542,-0.12148581,-2.2664495
1189,SDSS-II SN 2060,-53.031624,-7.2356315
1190,SDSS-II SN 20947,0.061853867,-3.1461356
1191,SDSS-II SN 20965,-1.3139043,-18.024752
1192,SDSS-II SN 21478,-18.889591,-36.55185
1193,SDSS-II SN 2551,-15.277357,-23.649986
1194,SDSS-II SN 3543,-48.795586,2.0188246
1195,SDSS-II SN 3669,-49.7308,-11.454349
1196,SDSS-II SN 3945,-46.60312,3.1510317
1197,SDSS-II SN 4229,-4.8667064,-16.606596
1198,SDSS-II SN 4638,-45.263603,2.4663079
1199,SDSS-II SN 5403,10.477247,-16.961117
1200,SDSS-II SN 7654,-56.57385,-1.8995957
1201,SDSS-II SN 7699,-53.90332,-7.644072
1202,SDSS-II SN 7794,-16.466295,-29.276508
1203,SDSS-II SN 7839,-3.3746464,-21.25906
1204,SDSS-II SN 8062,-55.07447,-5.7060285
1205,SDSS-II SN 919,-49.670254,-6.4602475
1206,SDSS-II SN 9268,-52.823814,-2.6732225
1207,SN2006ew,0.18480094,40.03756
1208,SN2007my,-49.37879,-3.1335654
1209,SN2007oq,-26.279568,-25.98465
1210,SN2007qk,-17.220354,-28.832851
1211,SDSS-II SN 14589,-49.25257,-7.5668383
1212,SN2005fd,24.81858,-1.6545695
1213,SDSS-II SN 13314,-0.011583329,-25.52761
1214,SDSS-II SN 13476,-8.610831,-16.447195
1215,SDSS-II SN 13477,-17.905273,-31.291988
1216,SDSS-II SN 13896,3.826901,15.896683
1217,SDSS-II SN 15569,-3.9907112,-15.214328
1218,SDSS-II SN 15900,-3.907852,-0.8787632
1219,SDSS-II SN 17829,-20.337704,-21.830265
1220,SDSS-II SN 18291,-18.475191,-29.536417
1221,SDSS-II SN 19034,-12.191045,-34.769997
1222,SDSS-II SN 19308,-7.528666,-15.254468
1223,SDSS-II SN 20334,-3.972499,-18.64752
1224,SDSS-II SN 20771,-17.855413,-24.287264
1225,SDSS-II SN 4059,-4.8808403,-19.27827
1226,SDSS-II SN 4110,-21.845127,-19.711714
1227,SDSS-II SN 6433,5.3602996,11.984773
1228,SDSS-II SN 789,-20.197666,-31.620022
1229,SN2005gx,1.469952,15.490206
1230,SN2006hh,5.933509,16.466642
1231,SN2006hs,7.4386497,11.4774065
1232,SN2006kt,13.10226,-14.226698
1233,SN2006mu,5.590608,10.884828
1234,SN2006ng,4.7793646,11.976616
1235,SN2007ka,-26.958748,34.933735
1236,SN2007ko,14.591113,-15.471435
1237,SN2006gb,10.951119,-15.901295
1238,SDSS-II SN 13145,-24.716589,-30.758379
1239,SDSS-II SN 13496,-12.884927,-27.428703
1240,SDSS-II SN 1367,-2.210179,-24.169386
1241,SDSS-II SN 13729,-3.500877,-11.69414
1242,SDSS-II SN 13742,-6.7643533,-21.056019
1243,SDSS-II SN 14469,-22.980797,-4.7828674
1244,SDSS-II SN 14639,-10.764627,-32.872314
1245,SDSS-II SN 14751,29.030022,-39.141804
1246,SDSS-II SN 14827,-3.599322,-16.348152
1247,SDSS-II SN 15258,1.6706983,33.965965
1248,SDSS-II SN 15303,-3.9339612,0.30814505
1249,SDSS-II SN 16472,-28.307152,-25.119837
1250,SDSS-II SN 17292,48.568703,25.801718
1251,SDSS-II SN 17781,-6.487029,32.078964
1252,SDSS-II SN 17996,-11.45108,-33.020485
1253,SDSS-II SN 18111,-0.5045527,-20.104366
1254,SDSS-II SN 19346,-1.0951871,-15.859312
1255,SDSS-II SN 19438,18.216814,2.175817
1256,SDSS-II SN 2527,-5.230117,-25.293715
1257,SDSS-II SN 3112,-17.666056,-27.862185
1258,SDSS-II SN 3957,1.3103998,-5.3396416
1259,SDSS-II SN 4465,11.253695,-49.143543
1260,SDSS-II SN 5943,3.7508185,29.95629
1261,SDSS-II SN 6635,5.2685137,-26.541039
1262,SDSS-II SN 6877,-27.305225,-27.628817
1263,SDSS-II SN 7003,-7.9301753,-0.3327446
1264,SN2006hi,-3.5991375,-20.190725
1265,SN2006nh,34.79174,8.764811
1266,SN2006pz,-3.7688763,-17.305984
1267,SN2006sv,-11.0372505,35.08214
1268,SN2007mx,-18.40488,-36.999214
1269,SN2007sg,-15.769662,15.328181
1270,SN2007sk,-8.597078,2.8339357
1271,SDSS-II SN 19487,-10.955274,-20.781452
1272,SDSS-II SN 20932,-17.056131,-27.562162
1273,SDSS-II SN 7575,-5.7333555,-23.6178
