,SN,0,1,2,3,4,5
567,SDSS-II SN 14262,-7.788778,9.033318,-7.455643,-1.4471817,0.032017395,15.573001
568,SDSS-II SN 14415,5.707429,11.5190325,-3.9939666,-11.438886,2.9163947,4.246649
569,SDSS-II SN 14635,-3.9865243,1.5793647,-16.89545,-2.120514,6.0699854,-9.721408
570,SDSS-II SN 14833,-1.380992,-1.5031184,-8.811634,-11.875458,9.094867,-0.036474667
571,SDSS-II SN 15268,-8.356513,0.335555,-13.553401,-4.0620255,13.9763,0.036086466
572,SDSS-II SN 15358,-4.591604,-10.243396,7.6813374,-4.4527273,3.1710114,-4.0553994
573,SDSS-II SN 15360,5.3184733,-1.4526689,-3.1708236,-8.640818,4.245609,-14.367144
574,SDSS-II SN 15418,-6.7173176,1.3032995,3.181819,18.595232,4.7858725,-1.1413631
575,SDSS-II SN 15814,-14.797039,-4.112477,4.7037754,-2.7232955,1.9608687,-5.9311113
576,SDSS-II SN 16103,-9.13288,13.389797,-16.887417,1.6833205,-3.456471,-0.6211359
577,SDSS-II SN 17317,-36.684723,20.324081,36.926266,41.671383,28.161673,-21.911558
578,SDSS-II SN 17337,-11.517473,-0.22246979,-2.295376,-1.7242422,1.0054216,1.9706032
579,SDSS-II SN 17585,-3.9135387,-9.409017,0.7245829,6.1210814,0.3928231,-4.841738
580,SDSS-II SN 17925,-13.62422,5.070705,-3.4192982,-8.489713,-10.095935,-15.328577
581,SDSS-II SN 17958,-15.6802635,-4.577618,-6.7251043,-11.86244,6.5305004,8.742325
582,SDSS-II SN 18266,0.07168258,-12.480489,-13.47472,-15.445618,-6.1287627,-0.73595667
583,SDSS-II SN 18360,-3.141491,2.0263557,2.8365035,-4.7897253,3.5339756,-8.356904
584,SDSS-II SN 18585,-9.828697,-12.469049,-0.5628298,2.1584044,10.710256,-9.647394
585,SDSS-II SN 18589,-2.498246,-1.9152457,7.500021,14.448903,-9.780562,-5.936696
586,SDSS-II SN 18718,-3.922912,9.464061,12.825549,2.7827976,3.1274915,-12.385964
587,SDSS-II SN 18836,-6.0801024,20.850801,6.289403,2.3870327,6.7175436,-10.249008
588,SDSS-II SN 18914,-4.748792,-12.093751,-3.7312157,-2.7963853,2.8772776,-15.493282
589,SDSS-II SN 18970,-5.933295,-5.7122436,-4.951934,-9.89353,-2.613167,-10.8678055
590,SDSS-II SN 18986,-0.76878685,-8.387977,-8.028096,-7.9221387,4.5162616,-6.4620175
591,SDSS-II SN 18993,-2.320057,-9.7568,12.570076,-9.858357,10.67244,-2.5219715
592,SDSS-II SN 19052,-10.328689,2.6909194,-0.9719719,12.872606,-4.4024043,1.5818387
593,SDSS-II SN 19212,-5.6525435,5.050608,-14.387479,-11.817427,1.204347,8.418843
594,SDSS-II SN 19465,-22.194073,2.892862,-1.9570652,-0.3275059,4.112528,-7.3722887
595,SDSS-II SN 19582,-3.2956166,8.599989,10.595116,-7.249282,8.986287,-13.436225
596,SDSS-II SN 19751,2.0670872,-2.2846942,-9.060591,10.868192,-11.780903,-10.443281
597,SDSS-II SN 19848,-8.504625,4.4601746,-1.7480129,-0.93956566,-10.993615,-17.22622
598,SDSS-II SN 20324,-13.051659,5.202813,-7.268036,-15.347532,-0.060304366,1.2342564
599,SDSS-II SN 20408,-2.713821,2.4239228,-11.2022505,5.893709,8.363439,-12.481483
600,SDSS-II SN 2128,3.304501,5.1690426,6.1494865,-3.2354214,4.657261,-13.406784
601,SDSS-II SN 21874,-4.842292,-2.5348635,-4.877586,-6.858269,-13.181322,-36.07952
602,SDSS-II SN 2401,-2.272398,3.3692565,3.4695358,-12.934163,11.800771,-12.09124
603,SDSS-II SN 2620,-9.088545,-3.617065,-17.03311,-4.727243,5.878688,-5.1565337
604,SDSS-II SN 2621,-9.061393,9.384029,-12.988082,1.4104737,3.7376883,-11.70376
605,SDSS-II SN 3294,-14.564266,1.2681416,-9.148402,-4.8183246,1.9839039,11.445383
606,SDSS-II SN 4062,-6.6965146,-10.298759,-2.245551,-10.231816,8.503071,-6.3823
607,SDSS-II SN 6136,-0.4615371,8.493823,16.504726,-4.481666,4.6305013,-7.965714
608,SDSS-II SN 6889,-5.467616,2.915428,-14.914329,5.6941214,-2.209869,-9.643622
609,SDSS-II SN 706,-8.151346,7.0994096,-3.355819,5.7468085,9.895474,-1.120542
610,SDSS-II SN 7762,0.6430731,0.8386167,8.264783,3.9105217,-0.87824667,-15.168569
611,SDSS-II SN 8092,-7.21249,2.892435,-0.029532317,-15.1668215,16.467953,-2.469155
612,SDSS-II SN 9132,-9.837396,2.210722,1.6769402,12.343871,-14.5391655,1.863337
613,SN2005fb,-18.809652,-1.1770301,-8.458682,-12.771406,-9.359213,0.8206461
614,SN2005ga,-4.8321633,-17.773504,-14.483422,2.7628882,-6.760093,-5.115497
615,SN2005gd,-1.5910819,-20.039997,-7.012106,2.6860185,-10.39986,-5.565527
616,SN2005gp,-19.011042,6.1501727,-0.045713272,-6.191899,-9.0032425,-0.18837462
617,SN2005hs,0.76603764,16.442066,-4.0762553,-1.9461128,-0.40625983,-3.5024452
618,SN2005hz,-0.4644366,6.0719895,-6.0073442,4.131822,-14.354399,-11.272408
619,SN2005ij,-11.477856,-12.789126,-12.957907,-0.9391284,-10.792023,-8.017191
620,SN2005kp,-7.021855,-17.199396,-10.869256,-1.391428,-9.979907,6.417838
621,SN2006eb,-6.782587,-19.024836,-7.622845,-5.2712655,-4.7223353,-6.3637013
622,SN2006fn,-9.582609,-0.9149266,-8.007289,-2.8991709,-6.155916,-3.8132753
623,SN2006gv,-5.355292,-0.70800936,-4.737099,5.57924,-15.842205,-10.710957
624,SN2006ki,-18.29886,-5.841814,-2.5008702,-6.46233,-8.20891,-7.667737
625,SN2006kw,-9.723429,-11.328718,-18.10821,-4.366215,-15.657556,2.0776622
626,SN2007ia,-3.379271,5.4368577,2.9510453,10.551926,-11.632225,4.8824306
627,SN2007lw,-8.538027,5.4690866,-18.190577,-6.6730757,-2.7879426,-10.967449
628,SN2007nz,-9.080348,-2.3893707,8.681773,14.80174,0.8779973,-6.7440677
629,SN2007ol,-10.319034,-21.53944,-2.3335974,3.7469316,-1.7424297,6.879945
630,SN2007sh,-8.733494,-14.565363,-4.5580416,3.3943083,-5.406877,5.9078283
631,SN2008am,-4.3351183,-0.63807964,6.268718,-9.573383,9.324598,-1.7755557
632,SDSS-II SN 1115,2.7865822,10.725065,5.7782917,1.6003984,-1.159159,-7.7360587
633,SDSS-II SN 12852,-5.323991,1.1910126,9.9435215,14.123552,6.2885804,9.308624
634,SDSS-II SN 13058,1.8189656,4.8824553,2.2236555,2.864563,5.012962,-3.5458598
635,SDSS-II SN 13329,11.574877,2.4078357,12.16569,6.7699533,-8.105137,12.16023
636,SDSS-II SN 13339,1.9994596,5.605456,-0.3767133,4.3377028,-3.8107731,2.7637994
637,SDSS-II SN 1378,6.787782,12.1614065,-4.318617,3.6287315,1.4019576,3.349232
638,SDSS-II SN 13839,3.1243849,-0.09800741,-10.286573,-3.589757,13.107449,9.305151
639,SDSS-II SN 13971,9.832267,2.7447636,8.470232,5.1638317,-16.19944,-1.7570946
640,SDSS-II SN 14231,11.219714,-2.742282,-1.8132652,10.699286,7.0037994,-2.8714166
641,SDSS-II SN 14933,7.40688,6.4441714,11.364997,-5.9050946,-6.0506015,-4.490884
642,SDSS-II SN 15448,-8.370135,-10.336766,3.4061894,-1.0010186,15.493276,0.1666675
643,SDSS-II SN 15454,-1.1473235,3.2435355,3.8170094,6.181434,13.886612,-6.173899
644,SDSS-II SN 15942,-3.0171998,-3.318844,10.426355,-2.287336,16.679762,1.3745509
645,SDSS-II SN 16739,5.0527315,-3.546441,3.8549054,1.4852355,4.636773,15.305211
646,SDSS-II SN 17272,1.2716326,-12.142884,-9.801259,4.2422543,4.135888,5.118684
647,SDSS-II SN 17373,-3.4167602,-3.228652,-9.973541,17.746687,1.5356075,1.316026
648,SDSS-II SN 1782,1.3934946,-10.686796,7.113229,-12.169278,-4.739368,3.7944875
649,SDSS-II SN 18824,0.5919382,10.100364,-1.6053106,4.01382,13.498979,-13.827239
650,SDSS-II SN 18979,3.4984047,-12.249334,1.907555,3.898424,3.075705,-16.015078
651,SDSS-II SN 18990,2.2943716,-0.8553603,-2.988657,15.85505,-3.1483297,-11.392277
652,SDSS-II SN 19042,5.71187,-5.461916,0.9545274,-11.255945,-8.577573,2.0297313
653,SDSS-II SN 19065,-0.67975706,9.731754,8.812096,11.67805,13.112218,-1.8161176
654,SDSS-II SN 19137,-2.3561747,-0.8018118,16.574741,-1.1778107,-6.579827,0.064131446
655,SDSS-II SN 1919,-1.3258086,-2.5754411,-8.073704,-13.375978,-16.575546,3.4096797
656,SDSS-II SN 19640,4.8259764,1.7994127,11.537566,4.4190335,-9.841179,-7.4239483
657,SDSS-II SN 19778,9.604608,10.057425,1.2854176,6.731899,7.570773,10.861545
658,SDSS-II SN 20603,5.099661,11.784849,6.453629,-12.778369,0.0037540018,7.317438
659,SDSS-II SN 20874,2.469505,4.9520307,4.5880413,9.874119,9.337864,5.965689
660,SDSS-II SN 2118,1.0028994,2.755245,-13.805548,9.414526,-5.3551064,9.537842
661,SDSS-II SN 21402,3.0631437,7.294484,-0.4994682,8.462682,9.871782,-7.0409307
662,SDSS-II SN 2766,3.317909,-8.142124,-3.8019586,-0.8358194,-16.974073,-2.5462198
663,SDSS-II SN 3050,5.071124,-1.6018535,2.495009,8.765291,-0.8156167,-2.1586032
664,SDSS-II SN 5392,-1.2893186,-2.422357,14.524402,-0.15906891,-12.667068,-4.8345904
665,SDSS-II SN 5669,3.3931487,5.1564407,-6.218144,-1.6614859,-8.014022,-1.6197616
666,SDSS-II SN 5806,6.241771,3.5574324,-5.141126,-10.515131,-12.733259,3.5094614
667,SDSS-II SN 8280,-0.19172151,-8.830832,15.516106,0.7324163,-0.106773764,-7.209033
668,SDSS-II SN 9562,-0.21306413,3.142215,7.160675,5.0549936,-0.27003905,0.825873
669,SN2005ed,9.882492,1.9021603,-19.90508,5.1658435,-0.22370659,1.0388695
670,SN2005fa,-0.5834179,-13.286561,6.6511574,4.189154,0.76101816,20.520588
671,SN2005fm,13.73553,-14.423694,-17.288374,0.9633181,-7.5785494,4.391265
672,SN2005hj,2.5399847,-14.389205,-17.189463,5.2239566,-11.627413,3.0907536
673,SN2005hl,-3.1402209,11.472514,8.733351,11.663837,9.088994,6.3165164
674,SN2005hn,3.510105,-11.120501,-7.13408,4.478929,-2.4999807,-2.9536154
675,SN2005hr,5.470227,-11.1054,-4.383967,1.8683758,-14.277435,6.6814623
676,SN2005jp,0.8544172,9.712798,1.7479005,2.0687096,-3.6749108,11.251052
677,SN2005ld,9.089281,-12.2501,-13.691293,-4.424862,-6.9413047,4.8563867
678,SN2005le,2.3310866,-7.2944164,3.5766826,-0.6432928,18.233131,6.9187975
679,SN2006V,1.2861552,9.308822,-6.6297097,8.797899,12.092617,-3.2402618
680,SN2006au,3.5100982,15.09324,4.0535717,8.514888,9.402125,5.316296
681,SN2006fd,0.67766464,-10.44905,3.9994376,8.068258,-18.704504,-2.8570259
682,SN2006fy,12.768413,-12.727129,-14.712677,-6.3207355,-1.0009013,0.85771126
683,SN2006hl,8.039406,-10.720648,-10.632547,-0.42176172,-7.2526336,11.374834
684,SN2006ht,10.474438,-4.5808754,0.92495626,0.99253523,-11.105365,-15.42103
685,SN2006hx,4.1906176,-5.2769156,-10.560714,9.12544,-13.4594555,7.0906267
686,SN2006ji,4.2330875,-6.613719,-10.126772,-9.316518,4.1051216,12.479689
687,SN2006lc,-0.16963167,7.6023946,10.746973,-1.5612906,18.509033,6.8487697
688,SN2006oa,2.8875272,-8.588463,-20.833105,4.6120944,-2.2759142,2.1049626
689,SN2006ob,5.1303196,-2.738605,-16.20514,5.010945,-1.789131,-2.2776597
690,SN2006oc,0.4726731,0.31436202,4.890997,9.412334,11.569077,12.7179985
691,SN2006oj,0.58408225,-9.778894,1.7379131,-4.4257064,0.5240114,2.0437973
692,SN2006ps,3.3077357,-3.8526368,-14.738784,3.8211505,-6.0086374,5.36904
693,SN2006qq,-1.781889,1.5570334,-2.9112651,6.0590105,6.008183,2.7680693
694,SN2007gt,4.671418,18.804827,5.9462056,4.051088,-10.743358,-2.6751955
695,SN2007ht,1.8139322,9.130884,13.034451,0.4180478,-13.780213,0.51964104
696,SN2007hx,-0.41955933,-11.817405,-2.0738614,7.049596,-12.893437,3.6665301
697,SN2007ic,5.409401,-5.7428727,-12.018984,5.1979175,-9.7682705,-2.733051
698,SN2007jk,6.0654416,-6.0339055,7.283382,9.513556,-4.6732802,9.896909
699,SN2007kl,7.7677727,-9.596901,11.705031,-5.210862,-8.307428,2.5085278
700,SN2007lg,4.1247168,-13.151755,-11.358969,-5.7807198,7.201775,1.8048482
701,SN2007ma,3.8763814,-11.607236,-8.848812,-5.8886895,-8.546455,2.1267114
702,SN2007mb,6.562864,-2.8711474,7.0219855,6.374527,-1.6210601,17.221472
703,SN2007nd,10.264347,-4.3954115,1.842018,-3.8313487,6.389094,12.4290085
704,SN2007nf,1.5300446,6.8169227,0.62043995,3.0732305,4.885887,6.350848
705,SN2007px,4.113468,-11.804043,-8.385871,1.4829522,-9.705875,-1.6239203
706,SN2007pz,3.1114228,-7.6369753,2.1233268,9.194986,-11.900099,-0.17065723
707,SN2007ql,8.601177,-6.7518573,-5.9534044,-3.5609682,0.16921829,10.753916
708,SN2007qt,3.6701078,-9.16401,0.64819396,9.752373,4.5482664,0.7067938
709,SN2007ra,4.158359,-11.896074,-8.447294,-1.6417025,-1.3966461,2.455621
710,SN2007se,-7.4454856,-17.096184,-21.96208,-8.5935135,-19.048487,10.64832
711,SN2008J,3.876709,8.573528,20.456123,5.663758,1.2366962,-6.65947
712,SN2013bh,2.625977,1.2561591,-21.68697,1.734367,-12.712647,1.8743134
713,SDSS-II SN 16142,4.92714,2.0127757,-17.23181,2.7413595,0.9884385,-8.0332365
714,SDSS-II SN 18321,-1.3835164,-5.75375,0.9395473,16.994986,3.4843278,4.9755898
715,SDSS-II SN 2632,-3.247122,-1.5571035,-3.1463513,10.199852,18.65655,-0.7191463
716,SDSS-II SN 6075,7.838897,5.639936,-0.93776673,-0.7452896,13.909345,-8.747546
717,SN2005fr,-3.9759214,-15.159854,11.543184,1.4042926,3.155945,7.159328
718,SN2005gf,9.721253,-7.9726386,-8.976833,-2.6180704,10.622929,-3.8387659
719,SN2005if,8.539978,-7.066823,1.2328025,5.821853,-16.718445,0.513631
720,SN2007kw,8.963584,-11.124331,3.0538495,-2.3934793,5.7649145,-14.668986
721,SN2007lz,11.956395,-4.35944,-4.560145,-14.469757,-7.1233697,6.0856767
722,SDSS-II SN 10299,1.9067118,0.29832214,2.047455,-0.684842,12.723352,13.4128685
723,SDSS-II SN 11092,17.573948,-1.0504189,2.3091843,15.703196,-2.2646277,-0.36792174
724,SDSS-II SN 1164,9.519564,0.23947817,1.6663235,-1.8821611,-14.141699,5.611171
725,SDSS-II SN 13131,4.5695996,-3.4167566,-10.1799345,-5.2934623,17.5564,-0.31797427
726,SDSS-II SN 13413,10.731151,7.602947,-10.173124,4.1065984,6.051663,-7.7276306
727,SDSS-II SN 14137,4.2035375,-1.6172811,10.895427,1.6891732,-3.1431415,4.96775
728,SDSS-II SN 14304,15.620303,-1.8312873,10.202283,3.579782,-0.776911,-9.26778
729,SDSS-II SN 14455,1.6926482,-4.4269433,16.554764,10.260187,-2.0439808,3.1845834
730,SDSS-II SN 14470,3.334206,1.1130484,-8.336146,3.9775898,-3.0006356,16.893553
731,SDSS-II SN 14499,10.539939,-2.5147443,4.023059,3.5126934,7.5574,-11.959674
732,SDSS-II SN 15696,6.00215,-2.7692502,-8.589996,-0.9681863,11.353142,-13.530887
733,SDSS-II SN 16172,6.268048,-2.1779454,15.101168,1.0157689,5.0707507,-1.7994751
734,SDSS-II SN 16199,19.29257,8.883886,1.2193607,-3.70163,1.8386203,-0.105074555
735,SDSS-II SN 1631,10.43952,7.223011,1.5807234,-4.9733696,-2.280799,4.0728498
736,SDSS-II SN 16433,6.540219,3.9429395,7.0410194,-0.5062294,-6.8315344,7.1463327
737,SDSS-II SN 16603,6.104593,-2.2933419,-5.660461,3.5022037,-3.7487533,1.9128449
738,SDSS-II SN 17703,8.032069,-0.58864623,-2.9342482,-5.79191,-20.693867,0.33397946
739,SDSS-II SN 17739,10.74359,3.6859934,-1.9305792,2.6494203,3.6014984,-1.1734581
740,SDSS-II SN 17777,6.6873956,-1.6554804,5.532729,-2.4400651,-7.648069,-0.9723125
741,SDSS-II SN 17910,5.7521405,-2.0741193,2.0378027,-3.3325665,-7.991054,-8.294416
742,SDSS-II SN 18324,8.485108,-7.5436583,8.159223,14.617162,3.8032138,-9.463148
743,SDSS-II SN 18447,14.982008,-5.9570723,0.4044617,4.9180026,-4.5134997,2.1619902
744,SDSS-II SN 18733,13.003392,1.3449152,6.4905906,3.3046596,3.2175822,-2.0367415
745,SDSS-II SN 18831,12.36294,5.8006015,8.136706,4.391653,-4.6743965,-3.798409
746,SDSS-II SN 18978,-2.3391645,-0.43169883,-5.3296533,9.664878,-10.337498,12.862029
747,SDSS-II SN 1903,4.5118165,-1.6684948,9.7775345,12.746384,-12.863522,5.0882506
748,SDSS-II SN 19319,10.367395,0.80635417,1.4832954,1.2377388,-3.0565507,-6.9097347
749,SDSS-II SN 19332,9.4371805,16.794859,-3.143258,-8.218158,-4.7382336,-0.3652552
750,SDSS-II SN 19769,4.9068804,-5.3184967,11.846547,1.4246043,14.278002,-6.066059
751,SDSS-II SN 20046,-3.5590885,-1.6427984,9.653252,1.9341489,6.7154913,15.311912
752,SDSS-II SN 20104,-6.920434,-8.379464,14.208393,8.674265,1.1419402,7.964933
753,SDSS-II SN 20295,10.000937,2.7247968,2.349883,-3.6133502,8.242669,-0.58833563
754,SDSS-II SN 20925,9.406235,8.108903,-3.0442905,-4.355659,-2.332097,-4.822784
755,SDSS-II SN 2468,8.150357,5.2323403,-3.4818132,-3.3954403,13.267561,2.800531
756,SDSS-II SN 2734,12.682709,5.816556,-8.305623,0.42337433,0.86070746,8.341864
757,SDSS-II SN 3118,-4.0589485,-6.836376,-3.54449,-0.43308985,-0.6807948,15.31914
758,SDSS-II SN 3205,7.512229,-14.537853,7.4518967,-1.8466715,9.8251095,8.493367
759,SDSS-II SN 3508,4.769785,-0.6253821,11.555483,16.25515,0.6347781,12.415123
760,SDSS-II SN 4322,12.67935,2.8882372,-10.124846,-3.7621129,-11.552456,1.1575661
761,SDSS-II SN 5339,14.538547,13.679695,2.6601017,5.8626256,-1.7459998,-7.4980626
762,SDSS-II SN 5858,0.046776652,0.14256649,-1.9218274,-0.63535386,-22.381222,-4.891561
763,SDSS-II SN 5877,-0.63227934,5.443011,16.201761,7.7498183,-6.700962,2.4399877
764,SDSS-II SN 6282,1.1492926,-9.292838,3.4649515,4.061574,11.693631,-9.524817
765,SDSS-II SN 7017,12.983593,0.46292585,4.2364497,-10.372907,4.908764,6.479658
766,SDSS-II SN 7099,-4.942921,-5.543777,3.2788959,-9.677518,6.9711924,13.380339
767,SDSS-II SN 7357,5.8876195,1.9108013,11.5391655,10.089361,-2.512869,5.358334
768,SDSS-II SN 7417,4.369477,2.9669864,-12.823882,-4.1975174,0.799214,9.307345
769,SDSS-II SN 7802,2.2283204,-2.2992952,5.36006,-3.3175194,-13.351578,4.4466896
770,SDSS-II SN 7864,9.997336,-4.204289,-10.611035,5.898246,5.671016,-9.895535
771,SDSS-II SN 8555,5.8536706,-9.432762,-0.6373026,3.8062153,13.857919,-0.19680358
772,SDSS-II SN 13629,0.050344184,8.10143,-4.469905,-1.6589234,19.51876,1.4269524
773,SN2005ei,16.191912,-12.998481,12.989316,6.231628,4.4470725,7.4077473
774,SN2005em,14.895783,-7.1096835,6.734447,13.171259,7.8662724,4.227972
775,SN2005gb,10.822356,-8.32086,-9.356685,7.406978,1.1948283,8.000692
776,SN2005hk,11.991638,-8.290347,6.5247107,4.8567905,12.481777,4.6667995
777,SN2005hv,4.865793,-0.1996686,-4.9796352,18.428999,-4.9695716,6.1583614
778,SN2005hy,6.5670075,-23.092987,-10.559404,-5.809445,0.47339758,6.7572336
779,SN2005ir,8.786451,-14.827163,-0.19612217,6.2414036,-7.727728,3.266395
780,SN2005jr,-0.7240335,-2.3360019,-2.3703306,2.442929,-16.033213,10.919745
781,SN2005kj,10.839324,3.6323442,-6.9969993,-9.119772,-2.7940867,3.996739
782,SN2005kr,10.74044,0.9819057,7.6729484,2.7478087,16.59432,-3.5394576
783,SN2006eq,17.40395,-8.20592,6.5653505,0.33228374,11.058778,11.369077
784,SN2006fc,8.6240835,-11.007435,5.9439197,-5.603756,0.27614003,-4.622987
785,SN2006fh,9.87683,-3.3243868,3.4681091,19.437874,-3.0731192,1.5304841
786,SN2006fm,13.2319,-8.185069,-12.417539,7.0605826,-9.409443,4.5406833
787,SN2006fz,11.909215,-5.3739004,-6.135206,10.580105,-6.3255935,-3.9336295
788,SN2006gn,4.4533095,-15.723516,0.8758027,13.990155,-1.7485515,5.119547
789,SN2006iz,-2.1370137,-10.895175,-0.3164877,-1.84379,-11.093629,10.989825
790,SN2006jq,7.3656363,-20.809391,-11.090473,3.1673791,-4.1384377,4.131565
791,SN2006jt,8.504751,-14.976053,-11.028045,10.836613,-6.850828,2.600144
792,SN2006ls,12.463983,-13.202307,-6.753011,8.6318245,-11.668043,2.5652
793,SN2006mn,1.7200923,12.400224,12.338645,11.295025,-8.190275,3.9082313
794,SN2006mw,17.842651,7.143324,10.006892,13.299747,2.19823,-6.910354
795,SN2006ne,17.615145,8.145171,2.555393,8.961753,1.4878503,-0.12183467
796,SN2006pl,6.289605,1.4750005,-7.418508,7.0290794,-2.0196295,-3.2715652
797,SN2006pp,-66.22254,1.418107,68.44149,14.094367,-64.585106,-35.14609
798,SN2007hz,2.5470393,-22.378775,-9.657932,-1.7047292,-4.7696104,8.057688
799,SN2007ix,-8.308229,-16.444374,2.5216804,0.9071825,7.877297,8.378572
800,SN2007jd,14.168944,-11.220068,1.2410458,-9.18355,-5.473961,-0.58981085
801,SN2007jg,10.243475,-11.070774,-0.41028315,7.517844,4.4524,10.424861
802,SN2007jo,3.0941136,-2.0562131,0.21781693,-0.29150334,-1.6084532,8.574359
803,SN2007jt,2.5932271,-19.803297,-1.7312716,-4.0475135,0.20456013,12.559557
804,SN2007ju,4.6843643,-17.098053,-5.3238144,8.732229,-7.813179,8.684376
805,SN2007ks,14.149059,-6.9989004,-11.373345,10.546384,-1.1445917,-4.545363
806,SN2007lq,-5.2106957,-11.799714,-10.389468,-1.4690005,2.4230635,15.614525
807,SN2007mh,11.064986,-17.024149,-5.1156754,-8.215372,-1.1305006,4.4423623
808,SN2007mi,11.991839,-4.2863426,-9.275266,4.1357017,-2.9447553,-8.102484
809,SN2007mm,19.679619,-3.4718661,11.8002405,-1.2075548,9.072073,-1.1406744
810,SN2007mn,11.268585,-17.503714,-7.4384394,5.664077,-4.993564,14.064345
811,SN2007oi,4.9525204,-6.636116,16.318,-7.9166303,-0.75176054,-1.3720242
812,SN2007pt,14.363943,-13.497211,2.6899533,-4.5960193,-1.8996199,-5.8608823
813,SN2007pu,14.061313,-12.307305,-3.7479386,5.689418,-2.6207206,8.060766
814,SN2007pv,12.17233,-1.052458,7.490143,-8.553032,-0.28324673,16.404076
815,SN2007qi,-4.773805,-1.0189586,-0.9954509,0.54548985,3.94669,12.1208315
816,SN2007rk,4.137145,1.6821964,17.9758,-5.2644124,3.9370017,0.7369948
817,SN2008ax,12.253146,2.1553185,14.692572,3.0961578,13.498324,1.4026413
818,SN2009N,0.22625114,3.054976,22.815323,-2.673407,0.5167886,4.9458995
819,SN2010gx,9.989784,4.543119,-13.784753,-14.15966,-8.220902,1.7117361
820,SDSS-II SN 10559,11.767008,-4.648883,7.805612,-4.902095,7.842813,-4.187293
821,SDSS-II SN 18399,9.261249,-3.4937608,6.268663,-9.17468,-5.9696393,-9.306894
822,SN2005gw,3.7119095,-14.772875,12.289644,-4.653631,-2.3069682,14.490755
823,SN2005ht,9.082376,-9.863824,1.6353604,-4.587264,6.0689335,3.2740364
824,SN2005ii,9.840707,-4.8502507,-2.516183,-0.48617244,14.680103,6.1291046
825,SN2005ja,10.215617,2.521565,10.379231,-8.014082,-5.0509367,9.511103
826,SN2005jc,0.53617173,2.1490512,-8.308109,-8.0436125,-2.3354814,18.804495
827,SN2005jn,10.10685,2.4566998,1.0836737,4.567377,-5.979865,14.706178
828,SN2005js,17.539495,1.8165547,6.161226,-3.4396927,6.392946,-3.0503244
829,SN2005jw,4.5811224,3.177154,6.8468733,16.786108,-0.010733205,-7.092807
830,SN2005mi,0.32676455,-3.587778,-4.065381,9.589385,-4.632764,1.8656619
831,SN2007lj,-2.9217875,2.784991,-6.904467,2.8023922,7.4401317,13.309779
832,SN2007pi,4.475578,3.5382326,12.304111,-7.373683,8.311818,2.3260794
833,SDSS-II SN 10054,7.3918157,9.512126,5.9915543,-7.5647554,5.255061,8.32997
834,SDSS-II SN 10113,10.465623,-3.3274472,15.403961,5.9519944,-2.658788,9.460983
835,SDSS-II SN 1024,-3.2540088,-3.8147688,1.6349087,1.0148962,8.576449,2.1748278
836,SDSS-II SN 10324,13.18688,-3.0466554,-1.1940868,4.6912704,10.461134,-0.8217877
837,SDSS-II SN 1109,9.5843115,6.721649,9.928859,-9.939652,2.301299,1.8502885
838,SDSS-II SN 1113,1.5179869,-6.333898,3.1953127,-9.099879,-15.150326,-1.0380571
839,SDSS-II SN 12804,10.578563,-12.938412,-9.605901,-0.009311576,2.7784226,0.71191007
840,SDSS-II SN 12895,-1.432243,-6.3639255,-15.676154,-0.41381904,0.35835636,8.537602
841,SDSS-II SN 12941,2.9950073,-1.0127573,14.799569,-5.559861,-5.253088,9.052129
842,SDSS-II SN 12978,2.1345873,-19.211214,3.1088233,-2.4503345,3.804329,5.330498
843,SDSS-II SN 13009,9.267173,-15.361597,9.564991,-9.720431,2.102251,3.9505887
844,SDSS-II SN 10345,-9.269464,-7.9055595,17.867188,0.20666178,-2.5442157,-1.803778
845,SDSS-II SN 13016,8.041017,-5.4194345,5.558098,1.5752428,-8.072682,11.965543
846,SDSS-II SN 13027,11.84378,3.4739408,1.2339966,-8.655083,14.283364,-4.191384
847,SDSS-II SN 13144,5.1864667,-4.9701514,-3.1119337,-7.3821735,-0.4964726,3.2919278
848,SDSS-II SN 13269,5.908113,0.4251026,-5.708596,-3.1225696,-4.7717333,-9.304194
849,SDSS-II SN 13323,4.0926104,-1.1675935,-0.36526793,-1.2928916,18.736986,8.511958
850,SDSS-II SN 13411,17.637342,6.3300333,-1.6936045,-7.408823,-10.817165,1.3912872
851,SDSS-II SN 13491,10.2503805,10.664882,-2.1206987,0.57644105,3.1495254,-14.525218
852,SDSS-II SN 13566,7.7205563,11.708745,-6.22171,-4.0680094,-12.26883,6.2805862
853,SDSS-II SN 13589,5.8675427,0.884658,-1.9097906,0.50604606,-13.257409,-5.311169
854,SDSS-II SN 13689,-1.7877172,-12.015337,3.323105,1.9164574,-2.7741838,5.390622
855,SDSS-II SN 13703,5.8154984,-0.5473213,-2.0997941,11.596903,2.0895238,8.57717
856,SDSS-II SN 13768,4.950789,-7.8644648,6.5054708,-6.6992726,16.1723,5.4454837
857,SDSS-II SN 13842,9.583432,11.408926,9.410681,-1.9639858,0.0839076,-3.1065388
858,SDSS-II SN 13859,-2.0667336,1.9579847,14.772623,-3.1918879,-1.1806369,13.272078
859,SDSS-II SN 13909,-5.6852317,-7.9000125,-2.5958502,3.5031872,7.927338,10.612856
860,SDSS-II SN 1409,8.449775,1.5852116,-1.527013,6.994157,10.3487215,-11.690269
