0,1,2,3,4,5,6,7,8
SN2006X (gri),1.059361,0.8650405,-1.1114188,-1.0619172,1.2386144,-1.8233641,1.4165646,1.1280203
SN2006bt (gri),0.50511885,-0.31313112,-1.7140063,-1.3812511,-1.2017838,2.047755,0.7011463,-0.16318378
SN2006ej (gri),-0.0042015915,0.67627305,-1.583695,0.64462095,0.07993193,2.604853,-1.761213,0.9686252
SN2006ep (gri),0.2476441,0.54652524,-1.4894655,-0.47193098,1.8318723,-0.73360044,1.1425254,0.39851156
SN2006et (gri),1.0365368,0.6920281,-3.0037136,-1.7874296,-0.21922354,2.9093368,0.042089347,0.49878323
SN2006fo (gri),0.59378177,1.7726041,-0.5634113,-0.9447373,1.254371,-0.36049166,-0.022988161,-1.7568811
SN2006fw (gri),-0.56037515,-0.8100145,-0.17471524,-2.3714182,-1.9265873,0.22994679,-0.24830452,-0.18321383
SN2006gj (gri),-0.19518323,-0.7037311,-2.7922287,-0.43717992,1.0125668,0.7898895,1.043297,3.0232
SN2006gt (gri),-0.45643273,-0.23136334,-1.8839312,-0.9678523,0.3549289,1.9342705,1.1762902,2.0721343
SN2006hx (gri),1.0615261,-0.7687285,-3.626459,-1.0157743,0.47558275,1.7388293,0.7868503,2.0901072
SN2006is (gri),-0.39579332,1.4241267,-0.6334006,2.6440403,0.76693815,1.7249849,-2.244173,1.2297151
SN2006lc (gri),-0.22561856,-0.30417827,-1.1904784,0.72782356,0.8734984,-1.3033099,1.4776819,2.3684833
SN2006lu (gri),-0.4432701,1.332582,-0.18238433,1.9694175,0.08775589,1.9293023,-2.3462005,0.48339477
SN2006mr (gri),-0.89952624,-0.4175897,-2.5309694,-0.110290125,1.499573,-0.13375397,1.1892997,3.34179
SN2006ot (gri),-0.16571192,0.8879773,-1.1354935,1.1502423,0.14326486,2.3296587,-1.9409733,0.79980576
SN2007N (gri),-0.89604384,-0.41205043,-2.5212169,-0.12100569,1.514988,-0.15719537,1.208726,3.3335292
SN2007Y (gri),-0.898968,-0.6441511,-1.0104276,-0.9327218,-0.87993556,-0.004907363,1.9638379,1.112486
SN2007ai (gri),1.073941,1.1012111,-1.3652774,-1.2430716,-0.91049635,1.9007146,-0.51538026,0.3393997
SN2007ax (gri),-0.86554813,-0.41354337,-2.477676,-0.12230103,1.4391434,-0.10354484,1.19905,3.3125255
SN2007ca (gri),1.3981668,0.64357877,-2.4860775,-1.4056462,-0.9597214,2.2066674,0.25618392,1.1830697
SN2007hx (gri),0.8640344,0.52328736,-2.0447063,-1.507071,-0.46844754,1.7737592,0.7652548,0.55464506
SN2007if (gri),-0.41082498,1.3364593,-0.37497255,2.2283194,0.5065887,1.6963444,-2.256456,0.7625548
SN2007jg (gri),0.49218193,0.1378302,-2.9578884,-0.95563173,-0.49335596,3.3865757,-0.28160235,1.9728576
SN2007jh (gri),-0.16505744,-0.62830174,-2.4601586,-0.5296112,0.8008188,0.6760819,1.250926,2.8258824
SN2007le (gri),1.3076721,1.1652236,-2.4886937,-1.7100232,-0.40373012,2.4070501,0.09886793,0.8900599
SN2007mm (gri),-0.6252085,-0.14339711,-1.3619493,-0.20448928,0.4614194,0.18274218,1.3800844,3.2294273
SN2007nq (gri),0.29475224,0.07937594,-2.7153797,-0.8838834,0.110782236,2.9484673,0.04489538,2.3527694
SN2007on (gri),-0.115971416,-0.3007194,-2.8225884,-0.6763357,0.75346076,2.011044,0.60955036,2.9204242
SN2008C (gri),0.11903478,-1.0547233,-3.959795,-0.27807948,1.20294,1.4237577,0.28743,3.1512191
SN2008aq (gri),0.5447649,1.8230072,-1.0065169,-0.82361114,0.85901004,-0.42431498,0.44546264,-1.3877028
SN2008bc (gri),1.0776908,0.54550296,-3.2247217,-1.6202915,-0.0989322,2.8519747,0.0023273362,0.9445136
SN2008fp (gri),0.9527039,0.38842753,-2.4423265,-1.5721879,-0.059642218,1.1916145,1.4209431,1.097332
SN2008gc (gri),-0.09849005,0.20814396,1.7612889,-0.08260426,-0.07447898,0.7009622,-1.5139903,-1.6910478
SN2008gp (gri),0.6355069,0.052308958,-2.9348981,-1.04319,-0.742268,3.4279103,-0.35560626,1.5176815
SN2008hv (gri),0.2317303,-0.30821192,-3.8075893,-0.6172453,0.8070672,2.605368,-0.19930503,2.724122
SN2009K (gri),-0.99336404,0.7137774,1.6636028,0.9959668,-2.6846147,-1.1716526,1.1882293,1.8838774
SN2009Z (gri),0.34452662,1.6160408,-1.1938322,-1.0374575,0.25280035,-0.54570293,0.71995753,-1.3467565
SN2009cb (gri),-1.3346196,1.2498803,1.1296697,1.974354,-0.47309592,0.0048582708,-1.822632,-0.036760606
SN2009dc (gri),1.1475319,-0.4611958,-3.9056413,-1.2320402,0.4757198,2.7598853,-0.37884247,-0.09828008
SN2009dt (gri),1.0811187,0.82280594,0.10183192,-0.26490626,0.5827027,-2.1772137,1.4248576,-0.083949074
SN2009kz (gri),-0.8202399,1.0025399,1.8243996,-0.37221786,-0.17268552,-2.2110188,0.75817627,0.14339964
SN2010bb (gri),0.7026452,-0.13167499,-2.053211,-2.1703324,0.2138073,1.1317567,1.2280146,-0.9715664
SN2010bc (gri),0.054702748,0.87151843,-1.196365,-1.6276752,0.3496262,-0.72056204,0.86270636,-1.2378851
SN2010fb (gri),-0.79487187,0.17791627,-0.37673905,-0.6909003,2.3045228,-1.3247749,-1.8446996,-1.9624546
SN2010fc (gri),0.38497025,2.0829895,-0.519784,-1.1084523,1.178505,-0.26795438,-0.598037,-1.8765031
SN2010fe (gri),-0.0051027643,-0.011482933,1.7263315,-1.125168,-0.71708494,-2.0947776,0.9977868,0.21246417
SN2010fh (gri),-0.024025116,-0.08145454,0.8617388,0.87614065,-2.3848147,-1.0204918,1.1838127,1.9332309
SN2010fm (gri),-0.5023052,0.98836535,-1.0244473,-1.2837231,0.44990292,-1.3251675,-0.09068469,-1.548938
SN2010fo (gri),0.36684078,1.4387442,-1.829371,-0.73043674,1.1122147,-0.109815694,0.75178957,-0.23044059
SN2010fq (gri),0.14030789,0.9819946,1.202275,-0.9283157,-0.71932393,0.2118649,-1.6697183,-2.9009595
SN2010fs (gri),0.19058286,-2.5695717,-0.36388633,-0.33855894,-0.9204521,-0.6771862,1.3652871,2.2149248
SN2011jq (gri),-0.4366881,-0.51732385,-2.1639137,-0.33243954,0.78426844,0.5801858,1.2132043,3.1076114
SN2012aw (gri),2.0390067,1.1323115,1.0341034,-0.8763652,3.047153,0.028672945,-2.5112271,-5.3524265
SN2013ab (gri),1.8320963,-0.49468035,-0.80319667,-1.7372744,3.2195952,0.86445755,-0.43548134,-3.7016659
SN2013am (gri),0.46703002,0.8918768,0.45504647,-1.6090811,3.6924477,0.20891148,-1.5061462,-4.8987484
SN2013cs (gri),-1.9584408,-0.750606,-2.5721176,0.6746229,-0.9510882,1.926359,-0.67546964,3.4246924
SN2013cv (gri),1.2266424,0.32413667,-4.2982287,-1.3305538,0.16920179,2.7391617,-0.38309747,1.9272254
SN2013ej (gri),1.5464967,0.53901166,0.69850266,-1.3712316,0.90886843,1.5758,-0.7262081,-2.746297
SN2014cy (gri),1.5546342,-0.0500273,-0.42095184,-1.7163113,3.4484425,0.5800159,-1.0854046,-4.613083
SN2014dw (gri),1.3540508,0.6091307,1.8944105,-0.84068686,0.7889323,1.099327,-1.28022,-3.2388756
SN2015M (gri),1.1016681,-1.161571,-4.2641177,-0.79817873,0.4218581,2.322131,0.16117483,1.9185966
SN2016H (gri),-0.7980171,0.6032594,-1.6090242,-0.6107466,-1.7345304,3.2685864,-0.48387283,0.5060398
SN2016J (gri),-0.6380156,0.41694885,-1.9990228,-0.5944367,-2.012685,3.2784104,-0.15652378,0.6081547
SN2016K (gri),0.40826714,-0.6024647,-2.9827447,-0.70621693,0.19948359,2.3984385,0.39319304,2.647454
SN2016W (gri),0.47170466,-0.92124796,-2.6116467,-0.79946005,-0.24056095,2.2953928,0.7696798,2.280388
SN2016aew (gri),0.14181891,-0.9482499,-3.6858563,-0.3249616,0.90552217,1.8976567,0.17395076,3.0839288
SN2016afk (gri),0.52489775,0.43811128,-2.4235213,-1.2188902,-1.0567126,3.0177724,0.004672303,0.13178577
SN2016ai (gri),0.762413,0.32719964,-1.6785306,-1.4551203,-1.0030011,2.086132,0.36509308,-0.15719886
SN2016ajl (gri),0.82595336,-0.46273327,-3.2984893,-1.0252492,0.29707077,2.1625698,0.5801319,2.1510847
SN2016alt (gri),0.31841603,0.5451846,1.2722291,-0.8365678,-0.6013034,0.5872169,-1.5465153,-2.710681
SN2016aqt (gri),-0.54644835,0.52819693,-0.19204229,-0.3619201,-1.6989328,2.3945494,-1.6119016,-0.48795223
SN2016arc (gri),-0.30438462,-0.79271746,-1.3933773,0.17899683,-0.42188326,0.6745032,1.1276692,3.4269948
SN2016axw (gri),0.10555728,0.29789624,-2.0629938,-0.48623812,-1.0590404,3.318334,-1.3535174,0.5235137
SN2016ayg (gri),-0.5572108,0.5806716,-2.905173,-0.58453035,-1.8749489,3.5615902,0.14137305,0.9363741
SN2016baq (gri),0.10849284,-1.0333186,-3.8272583,-0.27859262,1.0776151,1.5686603,0.26527733,3.1480181
SN2016bew (gri),0.2164543,0.71249616,-2.3683832,-1.2014469,-1.2621716,2.8958938,0.8352827,-0.25555533
SN2016bkw (gri),0.23258589,0.52365094,-2.437265,-0.70700693,-0.4187095,3.327366,-1.2846192,0.3311587
SN2016blh (gri),0.6473023,-0.62413657,-2.4695995,-0.9062382,0.13180473,0.5395958,1.5358157,2.0134425
SN2016blj (gri),0.013782143,0.61110777,-0.9185754,-0.65856797,-0.9462789,2.4147577,-1.7357893,-0.31729743
SN2016bln (gri),1.1162572,0.8188194,-3.2465832,-2.0019708,-0.30629286,3.2170658,-0.03456097,0.32150707
SN2016bmc (gri),-0.60746026,1.311576,0.8987747,2.4990828,0.9538695,-0.14824477,-1.8174704,1.081133
SN2016bmh (gri),-0.07054819,0.6152401,-2.6634274,-0.8978404,-1.6652704,3.4105916,0.06977863,0.5405508
SN2016ccj (gri),1.0879714,-0.29724824,-3.8237042,-1.2725128,0.49307355,2.8196673,-0.39635202,-0.0020763122
SN2016cck (gri),0.95631546,-0.6771213,-2.8986747,-0.93329453,0.12464866,0.7848985,1.3971344,2.1974854
SN2016cob (gri),0.10778561,0.6028851,-1.8021913,0.09109636,-0.11596082,2.80719,-1.6738033,0.7958375
SN2016cuv (gri),-0.47515953,1.3645571,-0.3848193,2.3770065,0.49619055,1.7089707,-2.2838311,0.777218
SN2016cvv (gri),1.2083291,0.18953255,-3.5580344,-1.6481558,0.71571314,2.5396285,0.11862081,0.5775686
SN2016cvw (gri),0.057361815,-1.0353489,-3.852186,-0.25710082,1.1484895,1.4546182,0.29325384,3.1848884
SN2016drl (gri),-1.8442017,-0.50465816,0.5963163,1.2289956,-2.6025069,0.6485581,-0.7259746,1.7075913
SN2016enx (gri),0.72301716,0.10555158,-1.66769,-1.3339456,-1.2559671,2.288492,0.19380087,-0.095848985
SN2016eqb (gri),0.25264394,-1.1711135,-3.624727,-0.24772912,0.74390733,1.9246584,0.16840105,3.1385317
SN2016esh (gri),-0.1642004,0.61162865,-0.094686896,-0.3105121,-1.0876627,2.1397276,-2.0398867,-0.7665422
SN2016fbo (gri),-0.32043824,1.4265475,-0.928482,2.8900895,1.1056374,1.716086,-2.1881416,1.5642595
SN2016fff (gri),-0.538055,1.0735092,0.069372945,1.327225,-0.4551459,1.997656,-2.2435176,-0.24097729
SN2016ffh (gri),-0.27965125,0.6534,-0.095901966,-0.2727885,-1.2816138,2.3019466,-1.9868863,-0.64591056
SN2016gfr (gri),-0.034425724,0.69466203,-2.8304737,-0.9073336,-1.4956079,3.4598858,0.06362877,0.4272281
SN2016glp (gri),1.1072855,0.6601864,-1.9228204,-1.5163431,-0.6421448,1.2172751,1.11459,0.32529658
SN2016gmg (gri),0.42411757,-0.9213157,-2.5155835,-0.82819307,-0.3189201,2.3494365,0.796797,2.1925883
SN2016gou (gri),-0.7190737,0.50040966,-1.7756306,-0.57471216,-1.9202083,3.2770526,-0.33639872,0.57576424
SN2016gsn (gri),0.79916245,0.012742656,-2.7692003,-1.2308447,-1.1780913,3.4166164,-0.33954832,0.11085229
SN2016gsu (gri),-0.31000122,0.57512975,0.061808523,-0.24495636,-1.2825283,2.1286383,-1.9620292,-0.7569769
SN2016hgw (gri),0.2027613,-0.7618192,-1.9984093,-0.5416327,-0.09325433,1.0185415,1.426404,2.7567782
SN2016hns (gri),0.69899595,-0.032963146,-2.9742427,-1.0242794,-0.99125487,3.785703,-0.39735976,2.1399572
SN2016hot (gri),-0.24318394,0.48990756,1.2857282,0.29113922,0.08803118,1.1957916,-2.3414721,-1.7946681
SN2016hpw (gri),0.33140293,0.65461695,-2.7562475,-1.1241549,-1.6617761,3.4113352,0.109368116,0.7457088
SN2016hvl (gri),1.4127736,0.7373373,-1.5852042,-1.3260026,-1.2664162,1.0938118,0.9690105,-0.17270751
SN2016ick (gri),0.7693304,-0.22771598,-2.9618347,-1.0530566,-1.1364999,3.744575,-0.48229742,1.6565479
SN2016ija (gri),-0.7961975,-0.67204046,0.8846501,1.0706317,3.995292,-1.6984582,0.1325095,-0.20878324
SN2016ixf (gri),-0.37554723,1.4218061,-0.7242211,2.713487,0.8627871,1.7259414,-2.2260532,1.324355
SN2016jem (gri),-0.5115926,1.5298691,-0.35035026,2.09389,-0.339178,2.3743227,-2.3920875,1.0876689
SN2016ys (gri),0.13294853,0.66563064,-0.85187197,-0.7335214,-0.86845636,2.1931143,-1.7995226,-0.4075999
SN2017awz (gri),0.44232133,0.57411045,-2.9054205,-0.89376444,-0.7525792,3.5206668,-0.68750054,0.0024318942
SN2017azk (gri),0.048837658,0.59351885,-1.6649221,-1.360398,0.10207758,2.5743632,0.42218092,0.53976786
SN2017cfb (gri),-0.08959757,0.17510422,-1.9737927,-0.29173273,-1.3607764,3.3730233,-1.3056873,0.74435455
SN2017cgr (gri),-0.5049016,1.355746,-0.18470128,2.0867777,0.12795633,1.8428886,-2.3290524,0.550371
SN2017cii (gri),-0.37607196,1.3172717,-0.04018815,1.4389598,-0.38247216,2.1986802,-2.377243,0.33767357
SN2017cjv (gri),0.03656214,-1.0219337,-3.711684,-0.2303274,0.97971773,1.7437909,0.18446252,3.2191854
SN2017cpu (gri),-0.11076359,-0.53850436,-2.1577404,0.0446991,-0.54698724,2.9092333,-0.7683137,2.3834226
SN2017hn (gri),-0.15392973,0.66810924,0.11171886,-0.10374024,-0.9871129,2.130179,-2.1437485,-0.81762165
SN2017jl (gri),0.6997649,-0.107417494,-2.5386066,-1.029544,-1.3965671,3.5253131,-0.5618533,0.8482814
SN2017lc (gri),-0.3398917,1.4782441,-0.16534929,1.7016792,-0.2850538,2.308361,-2.4600015,0.73556167
SN2017lv (gri),-0.5096533,1.4172843,-0.3268949,2.3846347,0.3542981,1.7595994,-2.2991161,0.870711
SN2017me (gri),-0.29372075,0.60714036,-0.13556683,-0.4615535,-1.4588373,2.4041042,-1.9210587,-0.7027305
SN2017mf (gri),-0.52156246,1.254657,0.96815854,2.5806015,1.1685444,-0.388544,-1.6985703,1.1323179
SN2017ns (gri),0.6821261,-0.88914853,-2.1239114,-1.0346146,-0.9161013,1.8977703,1.3945044,1.8695786
SN2017nw (gri),-0.10925671,1.1853418,0.22501922,1.4500996,0.11206954,1.9742476,-2.4692717,-0.23101969
SN2017oz (gri),0.33641592,0.08819965,-3.5098224,-0.89358294,-0.8946813,3.7433598,-0.30428106,1.7913429
SN2017ya (gri),-0.51449436,1.5459132,-0.36879534,2.216263,-0.20642756,2.2832928,-2.3857188,1.1512378
SN2017yh (gri),-0.68682814,0.594535,-2.9425566,-0.5240223,-1.983046,3.586978,0.21010372,0.98642826
SN2017yk (gri),-0.7467225,-0.2672645,-0.28738365,-1.1858653,-2.140279,1.6205783,-0.74568194,-0.5140393
SNLS-03D1ar (gri),-0.49022973,0.2460177,0.005721318,0.80836374,2.999431,-1.8527392,0.7597189,1.375604
SNLS-03D1au (gri),-0.12579969,0.9152381,0.5879784,0.1314613,1.4209652,-2.9072292,0.42146263,-0.29141653
SNLS-03D1aw (gri),-0.036547776,0.9388609,0.65000916,0.8605298,3.097362,-2.713227,0.5398619,0.722889
SNLS-03D1cm (gri),-0.702983,-0.5057219,1.0665646,1.2886524,3.687619,-1.7911226,0.1463202,0.119815074
SNLS-03D1co (gri),-0.08423404,0.8379741,0.7304224,1.0491288,3.3641918,-2.4037333,0.20136228,0.79382
SNLS-03D3ce (gri),2.7287354,0.92499197,1.3622192,-0.82620186,3.1031218,-0.22605316,-1.0225681,-3.7809136
SNLS-03D4dh (gri),-0.2209541,0.5688777,0.64646715,0.7075044,2.522413,-2.7256162,0.93323606,0.5792695
SNLS-03D4dy (gri),-0.09390594,0.7577525,0.3455621,0.2875689,2.2203982,-2.767738,0.8725761,0.1828749
SNLS-03D4gf (gri),-0.15334316,0.7275808,0.71591264,0.7286257,2.7377405,-3.310379,1.5439917,0.78299534
SNLS-03D4gg (gri),-0.8127522,0.47634944,0.9167627,2.421282,0.48344436,-2.8149993,0.4314418,2.3505216
SNLS-04D1dc (gri),-0.5406235,0.96855384,-1.6945788,-0.7609426,0.42810386,-1.5112951,0.6132484,-0.51883256
SNLS-04D1hx (gri),-0.2620409,0.5015873,0.78924125,0.82886094,2.6660845,-2.7597055,0.95110357,0.63151604
SNLS-04D1hy (gri),-0.77619964,-0.5926727,1.1524476,1.776809,3.150029,-1.7040385,0.34038112,1.0943613
SNLS-04D1jg (gri),-0.14895567,0.65905344,0.1306695,0.36055484,2.3341985,-2.6082134,0.9992385,0.5575016
SNLS-04D1kj (gri),-0.12178247,0.657236,0.7148278,0.57286865,2.204472,-2.9742615,0.99665755,0.5317601
SNLS-04D1ks (gri),-0.78875756,-0.6185552,1.1906229,1.8977396,3.0670207,-1.6438777,0.28315067,1.2044895
SNLS-04D1ln (gri),0.990866,0.77661145,0.42823517,-1.0541545,3.3685586,-0.7866587,-0.9674315,-3.4867973
SNLS-04D1oh (gri),-0.19053705,0.6209512,0.5987816,0.74193066,2.6005852,-2.9130971,1.2567122,0.89994776
SNLS-04D1pg (gri),-0.2536607,0.7508363,0.6593457,0.38131636,1.5834872,-2.966538,0.6542163,-0.008039759
SNLS-04D1sk (gri),-0.43668744,-0.18927279,1.6202774,2.1437888,1.8500258,-1.7990173,-0.04998337,0.83255845
SNLS-04D2ac (gri),-0.6564141,1.0096077,-0.7381149,0.36429596,0.60757506,-2.5569992,-0.1403052,-0.56336904
SNLS-04D2cf (gri),-1.023024,0.7199268,0.4784375,1.4557381,0.4375618,-2.4930422,-0.066967584,0.5897624
SNLS-04D2gb (gri),-0.66007847,0.24513392,0.06162017,0.24683335,1.6166399,-1.7992357,1.5477273,2.2182148
SNLS-04D2mc (gri),-0.3116472,0.46528885,-0.64386,0.20340699,2.4009855,-1.89349,1.0413008,1.1494826
SNLS-04D2mh (gri),-0.14874002,0.7006437,0.9753299,1.0220405,2.930223,-2.636245,0.4104738,0.38868457
SNLS-04D2mj (gri),-0.15356511,0.73191535,1.0283548,0.8248119,2.8012407,-2.836949,0.48432603,-0.10781486
SNLS-04D3bf (gri),-0.36292225,1.1204709,1.2177858,2.3241334,1.2639219,-0.71558213,-1.4936,0.88086104
SNLS-04D3cp (gri),-0.7674374,-0.54080987,1.0608053,1.5872234,3.2169738,-1.8382782,0.5167007,1.0319736
SNLS-04D3cy (gri),-0.25946894,0.50582796,0.6119711,0.8518547,2.6903777,-2.6339235,1.0209745,1.0007963
SNLS-04D3do (gri),-0.40404993,0.36229518,0.0853389,0.68009275,2.7064888,-2.1205647,0.99123955,1.3509185
SNLS-04D3ez (gri),-0.27721992,0.45566615,-1.1649207,-0.41813523,1.4748579,-1.8757684,0.9972121,0.18655355
SNLS-04D3fk (gri),-0.16844119,0.6342116,-0.8206417,-0.08905091,2.0589337,-2.0981593,0.92593694,0.4800493
SNLS-04D3fq (gri),-0.7677294,-0.5384209,1.0657005,1.68043,3.1475172,-1.7793221,0.47261402,1.1716636
SNLS-04D3gt (gri),-0.36197203,0.3936276,0.5307903,0.9065369,2.7553072,-2.4702961,0.97122014,1.0921818
SNLS-04D3hn (gri),-0.40032682,0.34996763,0.21835539,0.7535814,2.7661104,-2.1997182,0.9759494,1.2730954
SNLS-04D4bq (gri),-0.13989611,0.76141214,0.8042945,0.7162739,2.9084592,-2.7803612,0.53530616,0.11567628
SNLS-04D4fu (gri),1.2218422,0.3347214,-0.085487336,-1.4952524,3.5818841,-0.026656037,-1.0831678,-4.2313995
SNLS-04D4gg (gri),-0.113891974,0.8668936,-0.32973695,0.0020807204,1.9017525,-2.4820423,0.61518,0.025935104
SNLS-04D4gz (gri),-0.41050088,0.6186214,-0.52816844,0.37767425,2.425781,-2.094485,0.69144255,0.6956943
SNLS-04D4ht (gri),-0.5160406,0.57721156,-0.61301553,0.5369948,2.6893387,-1.930702,0.55104667,0.80249566
SNLS-04D4hu (gri),-0.5034677,0.041076247,0.79836977,1.2395808,3.050412,-2.1753817,0.7293003,1.2058201
SNLS-04D4ib (gri),-0.57402825,-0.0054967636,1.0182714,0.84763765,2.0050826,-2.6143653,1.2632562,0.38439655
SNLS-04D4im (gri),-0.33013526,0.24433476,1.0629613,1.4772482,3.6181498,-1.8247787,-0.12660825,0.91378117
SNLS-04D4jr (gri),0.056380033,0.6438541,0.92260337,-0.45783973,0.4140271,-2.6796625,1.1831164,-0.31661066
SNLS-05D1by (gri),-0.46195993,-0.06681626,1.1288412,1.4282565,3.589473,-1.8000128,-0.0674555,0.5025954
SNLS-05D1dn (gri),-0.15860428,0.7475146,0.78896403,0.620664,2.3984926,-2.802669,0.54992604,0.02235222
SNLS-05D1dx (gri),-0.14747016,0.6998186,0.62806046,0.6153506,2.5646887,-2.7888136,0.8088125,0.4115518
SNLS-05D1ee (gri),-0.38203695,0.38462424,0.36954904,0.7920151,2.684761,-2.3992486,1.0812925,1.2881328
SNLS-05D1hm (gri),-0.21675482,0.5138338,1.0769234,1.1266611,3.1756814,-2.3943894,0.2115116,0.34484836
SNLS-05D1if (gri),-0.5910958,-0.118997514,0.77715844,1.4475049,3.4031632,-1.6905864,0.33491543,1.3445514
SNLS-05D1ix (gri),0.35127696,0.57075614,0.26870516,-0.13205948,1.0868001,-2.7026942,1.4518845,0.17426851
SNLS-05D1kl (gri),-0.83003706,0.47580707,0.9055592,2.4322011,0.50675315,-2.8094742,0.41962525,2.3600368
SNLS-05D2ab (gri),-0.6041527,0.8495604,-0.7562081,-0.31388244,0.6931144,-2.1689475,0.16085187,-0.630857
SNLS-05D2ac (gri),-0.09429759,0.98714626,0.61475974,0.20862289,1.4320215,-3.0492449,0.3801955,-0.2597722
SNLS-05D2ah (gri),-0.34920916,1.1962703,-1.2717648,-1.1792519,-0.114828594,-0.98053515,0.07402024,-1.374928
SNLS-05D2bk (gri),0.8950753,0.010365416,-1.6560218,-1.218894,2.4209082,0.4172234,0.41335446,-0.8741461
SNLS-05D2bt (gri),-0.30349514,0.44998625,0.7391253,0.5620733,2.5075066,-2.702571,0.9349464,0.14531632
SNLS-05D2bv (gri),0.19662985,0.9033516,-0.27841526,-0.33723852,1.4932859,-2.7391908,0.89361095,0.05376407
SNLS-05D2cb (gri),-0.29102376,0.36573797,0.7778511,0.6271607,1.9484307,-2.8311348,1.2151576,0.48392323
SNLS-05D2dw (gri),0.38512546,0.15334941,-0.28371093,-0.22268157,1.1550906,-2.2118337,1.8987799,0.30105284
SNLS-05D2eb (gri),-0.20689875,0.7769026,0.8626724,-0.1663847,0.97981167,-2.8065903,0.5089711,-0.47120863
SNLS-05D2mp (gri),0.078825094,0.7710491,-1.5545573,-0.44842932,1.7406195,-2.3513398,1.4268268,-0.5432531
SNLS-05D3cf (gri),-0.54189664,0.92013043,0.14675933,0.42425695,0.9296321,-2.8772233,0.12837371,-0.17795561
SNLS-05D3ci (gri),-0.10944972,0.87889796,0.92496747,0.7817908,3.0047462,-3.0184693,0.6211859,-0.034184895
SNLS-05D3dd (gri),0.09698458,0.9288503,0.12852043,0.03281457,1.7914097,-2.94547,0.84616685,0.22849955
SNLS-05D3gv (gri),-0.7116115,-0.4103802,1.0425668,1.7597541,3.0810728,-1.8052356,0.46989033,1.4540762
SNLS-05D3gy (gri),-0.17821063,0.33602858,1.2980545,1.2484913,3.2811623,-2.0456173,-0.25015295,-0.081301086
SNLS-05D3hq (gri),-0.1822044,0.5646173,-1.2851176,-0.50563675,1.5021602,-1.9620312,0.9684692,-0.047627352
SNLS-05D3hs (gri),-0.052238576,0.9390249,0.3634271,0.27752623,2.6952417,-2.8258638,0.5459216,-0.08513957
SNLS-05D3ht (gri),-0.79047465,-0.6152032,1.122964,1.7006824,3.2478578,-1.7138032,0.36221728,0.9993855
SNLS-05D3jb (gri),-0.3778902,0.18148212,1.0935632,1.459476,3.459144,-2.0308087,0.21484098,1.120948
SNLS-05D3jh (gri),-0.5200522,0.02715097,0.6925002,1.305118,3.1203067,-1.9319805,0.5567424,1.3496804
SNLS-05D3jk (gri),-0.3774423,0.30005628,1.0685072,0.9800143,3.0051177,-2.4612708,0.52398306,0.21687445
SNLS-05D3jq (gri),0.009933918,0.9005382,0.7921594,0.26302856,1.8023593,-2.7296026,0.32073325,-0.45855847
SNLS-05D3jr (gri),-0.20184262,0.6850662,-0.6362734,-0.005917766,2.0515962,-2.2325494,0.8588475,0.4379004
SNLS-05D3kt (gri),-0.40784627,0.11931854,1.1991532,1.248586,3.0177548,-2.7855742,1.1441984,1.356235
SNLS-05D3lb (gri),-0.38739702,0.19708662,1.0331566,1.1162688,2.7383292,-2.697215,1.0708574,1.0547025
SNLS-05D3lr (gri),-0.4943874,-0.014341548,1.0900217,1.3594254,3.18688,-2.4306695,0.90732753,1.4140998
SNLS-05D3mn (gri),-0.5117712,-0.24446769,1.5527059,2.1846259,1.9887305,-1.7091594,-0.07275886,0.959522
SNLS-05D4av (gri),-0.17925313,0.7224329,0.91345656,0.8324176,2.873526,-2.8486915,0.61536145,0.13177563
SNLS-05D4ay (gri),-0.5272837,0.13753057,0.113800436,1.0271276,3.3593588,-1.5920674,0.48032537,1.5196594
SNLS-05D4be (gri),0.14957455,0.86608404,-0.34688726,-0.27344242,1.5232238,-2.58547,0.888352,-0.0038650897
SNLS-05D4bf (gri),-0.19353372,0.63970786,0.71729976,0.8119656,2.7187564,-2.955509,1.1626865,0.7515903
SNLS-05D4bi (gri),-0.4288519,-0.18980196,1.5678433,1.9639795,1.9889767,-1.875081,0.062962264,0.6875796
SNLS-05D4bm (gri),0.06375378,0.6734821,-0.9525294,-0.42469075,1.7262937,-2.1922476,1.0426964,0.22149983
SNLS-05D4cn (gri),-0.40937427,0.15584767,0.823426,1.3459042,3.6350267,-1.7445462,0.0103947595,0.9702629
SNLS-05D4cq (gri),-0.6657426,-0.32516354,0.9999415,1.4724773,3.1703775,-1.947304,0.54776436,1.0355662
SNLS-05D4cw (gri),-0.1550702,0.54854095,-1.246373,-0.5432689,1.4647226,-1.8222176,0.9475812,0.10909474
SNLS-05D4dt (gri),-0.096343756,0.55435455,-0.67066514,-0.017139945,2.1292396,-2.0777886,1.120196,0.84248626
SNLS-05D4ef (gri),-0.46640763,0.27266023,0.13156372,0.7569375,2.7381365,-2.0347779,1.0264133,1.5643135
SNLS-05D4ej (gri),-0.24839003,0.33740318,0.5004023,0.5801721,2.1110432,-2.6336455,1.3258075,0.7506361
SNLS-05D4ek (gri),-0.22953185,0.5378613,0.694672,0.7423823,2.5166607,-2.7893455,1.0391065,0.66797477
SNLS-05D4fe (gri),-0.7091713,-0.51271313,1.1348526,1.4993588,3.5135155,-1.7487074,0.18177035,0.5097318
