0,1,2,3,4,5,6,7
PS1-13bni (gri),-0.1965074,-2.721162,2.640869,-2.862471,1.1752862,-3.5719268,-4.232963
PS1-13gt (gri),-0.19417122,-1.813561,1.7528306,-0.6555352,-2.0786145,-2.2606335,-1.4960676
PS1-13or (gri),1.2066224,-2.7385597,1.9941198,-1.2572845,-1.6983318,-2.5144577,-3.0844276
PS1-13wr (gri),-0.43769524,-2.768313,2.7873077,-1.3227663,-1.7373401,-1.8163408,-3.271833
PS15adh (gri),-1.9443415,0.72495157,0.20376405,-2.0910466,2.1037767,0.2542179,-1.2235816
PS15aii (gri),-2.7172935,2.821237,0.7187222,1.9433614,2.5634422,1.5744344,-1.4930685
PS15aoq (gri),-2.4019947,2.7114353,-0.8887101,0.7409001,2.6810186,0.14228879,0.42954564
PS15bif (gri),-0.58170843,0.83496803,-0.53709793,-2.0347805,2.136747,-0.06582693,-0.014697314
PS15bjg (gri),-1.7910223,3.5274398,-0.81131744,1.440717,2.0449526,0.563195,2.7898345
PS15bwh (gri),-2.586566,2.3263066,-0.14524023,-0.9593038,2.572557,-0.06323044,-1.199003
PS15cfn (gri),-1.7131948,1.9711645,0.49323317,-0.89679456,3.5415487,1.0188805,-2.3358266
PS15cku (gri),-1.9443761,1.4813641,-0.24358283,-1.7937313,2.356275,-0.79450583,-1.0654237
PS15cms (gri),-2.0905948,2.2097335,-0.35520178,-0.9429171,2.4073524,0.9181786,-1.6832511
PS15cut (gri),-2.1694157,1.7144765,-1.6268395,-0.43305844,1.3770306,1.6308284,0.14851852
PS15cze (gri),-1.0445995,1.5670073,0.034950238,0.9679364,0.23998411,2.757236,-0.6013035
PS15mt (gri),-1.9790154,2.290186,-0.5664937,-1.1962732,2.8679976,-0.39416665,-0.50799215
PS17yt (gri),-3.8404527,2.5765467,0.4023501,0.121661685,2.4918933,0.122024015,-1.4767115
PSN J01534240+2956107 (gri),-1.8316774,2.620615,-1.200306,-1.2471775,2.7955027,1.0326699,-0.81237507
PSN J20435314+1230304 (gri),-2.2233582,1.9988753,-0.7431732,2.0905797,0.8379574,1.7621869,0.64504516
PSN J23102264+0735202 (gri),-0.51707053,1.5564498,-0.5419818,-1.0947763,1.9034971,1.3190395,-1.5992361
PTF10aagc (gri),-2.6619205,2.3362286,-0.6947629,1.8041985,2.2386892,1.2186964,1.0428936
PTF10bfz (gri),0.57213414,-0.6197618,0.34484512,-1.8746312,1.2943214,-2.5214262,-0.7482946
PTF10fqs (gri),-0.31425473,-2.3077605,2.1574368,-1.2212018,-1.699058,-1.4216236,-3.074295
PTF11dec (gri),-1.6772895,2.9681742,-0.64480764,-0.50588894,0.9748671,0.808366,-2.1206536
PTF11kmb (gri),-1.931808,1.3471031,-0.6168689,2.2304626,-0.8154304,1.9597293,1.4021755
PTF12csy (gri),-0.9599058,-3.8110313,3.6340244,-2.2128758,-0.3788517,-2.896968,-4.398872
PTF12gty (gri),0.5860888,-2.253318,1.7993678,-2.1184425,-1.0012063,-2.847367,-2.79638
PTF12mxx (gri),1.6388687,-1.1972342,0.43981954,-1.415767,1.4432534,-2.1106997,-1.0435307
PTF13cjq (gri),0.94452727,-1.4030002,0.035634134,-2.5800872,0.69332397,-1.7237347,-1.3395293
PTF13ehe (gri),-0.54974127,-3.6451235,3.0989914,-2.2164762,0.8258909,-3.4376826,-4.6884036
SN2003fi (gri),1.7103881,-1.8648288,-0.49253613,-0.40334204,-1.2680027,-0.060017742,1.8823243
SN2003fk (gri),1.1066325,-0.6045195,1.103577,1.3065288,-2.4660745,1.3338524,1.1406707
SN2003fn (gri),0.27049693,-1.3506628,1.5564356,2.178274,-3.852341,-0.37931913,0.7922089
SN2003fp (gri),0.51137686,-1.5607257,0.5392063,1.2470791,-3.499231,0.6307135,0.5550419
SN2003ha (gri),-0.5522147,-0.406956,1.1614438,-1.6816577,-1.2554299,1.3158898,-0.8490865
SN2004eo (gri),-2.690835,2.321402,-0.24860314,0.59489876,1.5138048,1.5249132,-1.6088002
SN2004ew (gri),-0.06512238,0.608585,0.025741672,0.46052945,-1.8857595,-2.8082478,1.215653
SN2004ex (gri),-0.54629534,-0.13663782,0.48626402,-0.87251294,-1.7737741,1.147227,-1.8355309
SN2004ey (gri),-2.716937,2.7934804,-0.44722944,-0.13961886,2.4592602,0.6355589,-1.5001415
SN2004ff (gri),-1.2550282,0.8577836,0.8178639,1.0427073,-1.7347764,1.4442576,-1.0409461
SN2004gc (gri),-1.5398736,2.5569003,-0.6840588,-0.6937957,0.66788936,0.31050232,-1.0948606
SN2004gt (gri),0.21358566,-0.7479696,0.30358827,1.41841,-2.0700734,1.71977,-0.33857465
SN2004gu (gri),-1.4875863,1.4213296,-0.2590702,-1.7845154,2.1252003,-0.7595928,-0.6677723
SN2004gv (gri),0.56621647,-0.016267758,-0.02263016,-0.022490837,-0.67232245,2.6223075,-1.1481189
SN2005A (gri),0.37162274,-1.3083798,-1.760457,1.0996528,-2.0348003,1.1328714,-0.2500093
SN2005M (gri),-2.6785135,1.663682,-0.48257896,-1.2502184,2.114829,-0.17646632,-1.5496637
SN2005Q (gri),1.5308985,-0.49976677,-1.5952486,-1.5267881,0.5498939,-0.29090536,2.9323838
SN2005W (gri),-1.4612311,3.0730355,-1.2932297,0.95377594,2.4224896,0.67247146,2.1840236
SN2005ag (gri),-1.8791426,1.5917469,-0.28680065,-1.5500522,2.0942,-0.5616843,-0.9325522
SN2005be (gri),-1.4814861,2.2808375,-0.26130146,-0.3335096,0.03172537,-3.3933408,0.95348775
SN2005bj (gri),0.07924671,-0.79542714,1.1161901,-1.3573635,1.1261003,1.5857873,1.0836505
SN2005el (gri),-3.557704,2.8999214,0.10891447,1.9390799,1.9401041,1.0471227,-0.49080527
SN2005eq (gri),-1.0600309,1.0172552,-0.244319,-2.0614076,1.9388041,-1.1628416,-0.42015976
SN2005iq (gri),-3.5534472,3.0819867,-0.34664148,1.2254058,2.3007205,0.70341116,-0.59631914
SN2005kc (gri),-1.3543408,2.1707716,-1.1310848,1.1094112,1.8660591,2.1719978,-0.33147287
SN2005ke (gri),-2.1869972,1.966051,-0.07741596,2.5358982,-0.064653695,1.9281931,0.9571203
SN2005ki (gri),-3.655773,2.903701,0.08746152,1.8377256,1.9586957,0.97214675,-0.5188325
SN2005mc (gri),-2.5144022,2.1197262,-0.28394356,2.4769073,0.5452603,1.8308717,0.72801244
SN2006D (gri),-3.5756567,2.7792852,-0.12079101,2.0106921,1.6513945,1.1745692,-0.30747208
SN2006T (gri),-1.2218028,0.7737365,0.8066727,0.9390939,-1.794711,1.4199594,-1.0467277
SN2006X (gri),-0.9680202,-0.34748903,-0.25778288,1.3070399,-2.6063213,2.0236518,-1.0916555
SN2006bt (gri),-0.67247325,1.4667515,-0.49080226,-0.80076236,2.0096111,1.6704568,-1.3041321
SN2006ej (gri),-2.2055168,2.33909,-0.12734875,-0.4468308,1.5653644,-1.5455061,0.024497183
SN2006ep (gri),-1.1272415,0.6669099,0.83831644,1.0217811,-1.8401114,1.4650043,-0.8673071
SN2006et (gri),-2.4117036,2.5947134,-0.24121633,-0.4651416,1.9339502,1.070359,-2.331101
SN2006fo (gri),-0.6296984,-0.45157665,0.73763233,-1.4166602,-1.6591837,0.07939081,-2.2025828
SN2006fw (gri),-0.15534383,-0.2345977,0.7278469,-1.6399801,1.8200189,1.2297376,0.9024981
SN2006gj (gri),-2.4589002,2.1769323,0.012869455,2.5375707,0.570863,1.8925889,0.48614243
SN2006gt (gri),-2.4600377,1.6548718,-0.9465038,0.8949712,1.0112158,1.9546738,0.025678841
SN2006hx (gri),-2.3514283,2.6774225,0.26246038,2.0031776,1.7194021,1.9096175,-1.2494127
SN2006is (gri),-1.6295238,2.506252,-0.16199967,-0.059229746,-0.10766653,-3.4502125,0.9693542
SN2006lc (gri),-0.40346432,1.1292154,-0.10501923,2.617266,-1.3868058,1.416228,1.0267789
SN2006lu (gri),-1.273727,1.8074199,-0.31664973,-0.8747043,0.47259536,-3.1970346,0.749979
SN2006mr (gri),-2.3077106,2.1722403,0.31778565,2.8431773,-0.44760492,1.8852329,1.3426734
SN2006ot (gri),-1.8877193,2.1752706,-0.13794988,-0.5495931,1.1571637,-2.134098,0.31261826
SN2007N (gri),-2.3044467,2.1532583,0.32507497,2.846259,-0.47476,1.8994528,1.3375592
SN2007Y (gri),-0.16090065,0.79879934,-0.6075305,0.36154526,0.29387054,2.8204186,0.80179214
SN2007ai (gri),-1.0036912,2.3333788,-0.42585853,-1.1614416,0.97720486,0.15958284,-1.4584672
SN2007ax (gri),-2.2721322,2.136079,0.2577899,2.7981896,-0.42171064,1.8846289,1.3122809
SN2007ca (gri),-1.389487,3.1117516,-0.60266495,-0.077925466,1.5076514,1.0687199,-1.7464304
SN2007hx (gri),-1.3409705,2.087302,-0.44962922,-0.3266537,1.0221189,1.5606036,-1.6271762
SN2007if (gri),-1.4026704,2.017705,-0.13183333,-0.4415536,0.116857216,-3.258854,0.8454121
SN2007jg (gri),-2.7962377,3.1062236,-0.83786136,0.4004686,2.5512083,0.6633352,-0.9711117
SN2007jh (gri),-2.1441066,1.9981873,-0.18990086,2.3114507,0.41674343,2.0225072,0.43627214
SN2007le (gri),-1.9558555,2.8914597,-0.5254808,-0.41196522,1.1824536,0.8597489,-2.1778853
SN2007mm (gri),-1.804741,1.4839728,-0.9328277,2.2090712,-0.29398233,1.8071018,1.3835195
SN2007nq (gri),-2.992243,2.779138,-0.8427938,0.8725963,1.9173714,0.8894521,-0.63423705
SN2007on (gri),-3.0987794,2.404403,-0.5042466,1.8414282,1.2482986,1.454414,0.00819931
SN2008C (gri),-3.158422,2.82613,0.64930975,2.9229467,1.5754478,1.4815688,0.1040771
SN2008aq (gri),-0.5311538,0.11447821,0.4482465,-1.2325189,-1.7379634,0.6036301,-1.9855961
SN2008bc (gri),-2.5641334,2.8125372,-0.17753457,-0.004694293,1.9610023,1.0421484,-2.1430945
SN2008fp (gri),-1.4427902,2.227288,-0.2956507,0.5051987,0.5156985,2.2256997,-1.5986347
SN2008gc (gri),0.86954397,-1.0362482,0.6337329,-1.929498,0.5022561,-1.931568,-0.32074863
SN2008gp (gri),-2.4863179,3.0134292,-0.7002533,0.09756215,2.785519,0.6513416,-1.1956093
SN2008hv (gri),-3.6227794,2.9784625,0.08941707,1.8121985,2.0498757,0.9187693,-0.5461829
SN2009K (gri),1.4554107,-0.31947592,-3.0123048,0.060294572,-0.9099688,0.63788974,2.7218456
SN2009Z (gri),-0.29762796,0.22281478,0.27249634,-1.4065399,-1.505133,1.1942412,-1.6767612
SN2009cb (gri),0.2534572,0.38952,-0.29776105,-1.1090405,-0.59211487,-2.672943,1.9836361
SN2009dc (gri),-2.5838914,2.0135992,1.1608967,0.20652102,2.7951312,1.0479423,-2.3820443
SN2009dt (gri),0.48748747,-1.1482049,-0.2280114,0.81425637,-2.2767642,1.0967413,-0.80667776
SN2009kz (gri),0.66326964,-1.9471856,-0.3147113,-0.34936425,-2.030101,0.53572184,1.5879098
SN2010bb (gri),-1.0335996,0.56901175,0.4434077,-0.68470705,0.87514377,2.3525758,-2.3854477
SN2010bc (gri),-0.4377788,-0.32470268,0.58422387,-1.1816703,-1.0826874,1.8371387,-1.4625165
SN2010fb (gri),-1.5755261,-1.648532,3.1284719,-1.3234583,-1.6932203,-0.45219564,-0.624718
SN2010fc (gri),-1.0123541,-0.55749124,0.66476357,-1.915268,-1.6646533,-0.2071634,-2.085049
SN2010fe (gri),1.0797573,-2.4461055,-0.5061982,0.09124311,-0.99194247,1.2810386,1.0103358
SN2010fh (gri),1.469213,-0.07762058,-2.684388,0.9686596,-0.30446336,0.86299413,1.7272955
SN2010fm (gri),-0.54398143,-0.57169145,1.2132212,-1.7574817,-1.5029852,1.2162914,-0.7565898
SN2010fo (gri),-1.2501168,0.9615198,0.503029,-0.2522572,-1.5288543,1.1591128,-1.5920833
SN2010fq (gri),0.7896482,-1.5670156,-0.4207922,-2.9578567,0.24111676,-1.4082711,-1.2765632
SN2010fs (gri),0.7026852,0.037243735,-0.5767765,2.5830486,1.3111252,2.2416434,1.3562187
SN2011jq (gri),-2.1538022,1.9217347,-0.4046194,2.3757188,0.22773331,1.882377,0.8799236
SN2012aw (gri),-0.6180514,-3.5353856,2.8155231,-2.1121619,-0.529006,-3.474313,-4.188411
SN2013ab (gri),-1.0325162,-2.1027243,2.9400277,-0.96901757,0.52464956,-0.29851007,-4.551427
SN2013am (gri),-0.9647223,-2.8088372,3.4121156,-2.8648024,-1.0081359,-1.6652123,-3.9873736
SN2013cs (gri),-1.826056,3.5324697,-0.8017509,1.3390468,2.2334895,0.581726,2.6516147
SN2013cv (gri),-3.1614268,3.651216,0.31475183,1.1106889,2.19619,0.82742536,-1.9712522
SN2013ej (gri),0.18636757,-1.0914913,0.7498533,-1.8294749,0.79925495,-1.1558467,-3.289257
SN2014cy (gri),-1.1161258,-2.714151,3.3354247,-1.698872,0.14813454,-1.0782338,-4.5509877
SN2014dw (gri),1.0225694,-1.6499248,0.8583842,-2.1345117,0.41353372,-2.2255278,-2.8501112
SN2015M (gri),-2.6959705,2.853289,0.6827345,2.042537,2.6840746,1.5649681,-1.3621265
SN2016H (gri),-1.7961197,2.0274353,-1.5102499,-1.6997095,2.6868112,0.33135074,-0.13793236
SN2016J (gri),-1.6655191,2.3779912,-1.4949882,-1.5961347,2.9326947,0.7778385,-0.20390448
SN2016K (gri),-2.7067401,2.7096448,-0.5548666,1.6802865,1.9615424,1.3570235,-0.40473086
SN2016W (gri),-2.084976,2.4243872,-0.7630975,1.4594674,2.121312,1.7638142,-0.42692915
SN2016aew (gri),-3.1729965,2.7980254,0.23781799,2.5503244,1.8547226,1.31375,0.03366962
SN2016afk (gri),-1.7849848,2.32688,-0.5631988,-1.1185441,2.4176505,0.99571514,-1.5486319
SN2016ai (gri),-0.90862757,1.7402608,-0.45998204,-1.0394593,1.6134958,1.2195848,-1.5978618
SN2016ajl (gri),-2.536603,2.7128775,-0.16050565,1.5726333,1.7908028,1.6091491,-1.0903962
SN2016alt (gri),0.8958069,-1.3933963,-0.039332386,-2.6484764,0.6458367,-1.503995,-1.3292447
SN2016aqt (gri),-0.68473506,0.88722706,-0.74093175,-2.219662,2.1969223,-0.9966483,0.12176265
SN2016arc (gri),-1.2239089,1.8345301,-1.5093632,2.344172,0.70723724,1.6026063,1.38736
SN2016axw (gri),-2.0475953,2.3225777,-0.4652863,-1.1184632,2.8316786,-0.38933468,-0.62630516
SN2016ayg (gri),-2.2183607,2.9656608,-1.4833559,-1.5467519,3.1511729,1.2570349,-0.46008587
SN2016baq (gri),-3.1302986,2.8083522,0.47944245,2.8017995,1.6626259,1.4333619,0.12048956
SN2016bew (gri),-1.643503,2.1788127,-0.91870534,-1.6253461,2.1876223,1.7831329,-1.5947503
SN2016bkw (gri),-2.5586374,2.2427251,-0.10491283,-1.0651243,2.5749676,-0.25241396,-1.0934987
SN2016blh (gri),-1.2376524,2.1032064,-0.15760191,1.8317572,0.55824137,2.3520367,-0.5308264
SN2016blj (gri),-1.3182635,1.2875087,-0.16083312,-1.8784541,1.9816698,-0.8689801,-0.55919343
SN2016bln (gri),-2.5828109,2.753737,-0.2329911,-0.69713855,2.1625042,1.0718797,-2.6627834
SN2016bmc (gri),-0.34250146,1.0611649,-0.21342573,0.26733845,-1.5668024,-3.0395281,1.4024724
SN2016bmh (gri),-2.028786,2.7641995,-1.1648301,-1.4174057,2.8658562,1.0997254,-0.9728916
SN2016ccj (gri),-2.688852,2.0694513,1.0283617,0.14056747,2.6858978,0.9859991,-2.3552227
SN2016cck (gri),-1.4524163,2.4628706,-0.08522734,2.0638413,0.8543966,2.2838676,-0.8150708
SN2016cob (gri),-2.3105555,2.2740793,-0.100165114,-0.6978962,1.904671,-1.094395,-0.33198437
SN2016cuv (gri),-1.3869969,2.1011074,-0.13119374,-0.44545135,0.10274144,-3.361087,0.9387715
SN2016cvv (gri),-2.796874,2.2864966,0.53546375,0.39887112,1.8390014,1.276474,-2.46576
SN2016cvw (gri),-3.1348412,2.8055363,0.54703605,2.8743315,1.568231,1.4620425,0.18416682
SN2016drl (gri),0.9380136,1.3071265,-1.9156374,-0.4125725,1.3628325,-0.3763612,2.9812064
SN2016enx (gri),-0.8193447,1.8113445,-0.4943733,-1.0417776,1.9902407,1.0901587,-1.409455
SN2016eqb (gri),-2.9929097,2.8040903,0.1625865,2.6475523,2.052975,1.3251684,0.08879558
SN2016esh (gri),-0.7241811,0.71232665,-0.20527376,-2.174048,1.8191347,-1.4668646,-0.27641818
SN2016fbo (gri),-1.8608857,2.863155,-0.050508954,0.33536908,-0.28819877,-3.5232294,0.99489003
SN2016fff (gri),-0.9216913,1.175306,-0.26421854,-1.465735,1.0463235,-2.7635865,0.637828
SN2016ffh (gri),-0.755547,0.8050598,-0.4274415,-2.207593,1.9550128,-1.440029,-0.15189986
SN2016gfr (gri),-2.2042294,2.7719953,-1.0286666,-1.4764057,2.8531005,1.1335658,-1.11633
SN2016glp (gri),-0.76968336,2.024543,-0.42989105,-0.33388227,0.59129024,1.8049513,-1.8181899
SN2016gmg (gri),-2.0334332,2.3611274,-0.83382106,1.3320545,2.159791,1.7913154,-0.4181319
SN2016gou (gri),-1.6937345,2.2158027,-1.525801,-1.6397574,2.82663,0.5264843,-0.13294424
SN2016gsn (gri),-1.804383,2.497245,-0.33580518,-0.90569603,3.1011178,0.7955145,-1.7467772
SN2016gsu (gri),-0.5766332,0.63739157,-0.36909437,-2.210881,1.8734885,-1.4478288,-0.08921757
SN2016hgw (gri),-1.560058,1.9688088,-0.98402303,2.0258863,0.86841244,2.1127784,0.23481242
SN2016hns (gri),-2.568824,3.4572196,-1.1411372,0.41532403,3.054262,0.54123986,-1.0540639
SN2016hot (gri),0.2534126,-0.5526744,0.5485992,-2.262375,0.6892761,-2.6982145,-0.37943375
SN2016hpw (gri),-1.9890158,3.0334275,-1.1648065,-1.1208279,2.7752101,1.1059191,-1.2762091
SN2016hvl (gri),0.022788836,1.9901184,-0.5748877,-0.7371811,0.69986683,1.513502,-1.9854428
SN2016ick (gri),-2.2910423,3.24638,-0.8658405,0.18320939,3.291045,0.54973996,-1.1872491
SN2016ija (gri),0.43307433,0.38450328,3.3297107,1.7842103,-3.6042469,-0.8581099,0.34184647
SN2016ixf (gri),-1.6977372,2.611974,-0.12762742,0.053878352,-0.15388314,-3.46834,0.97763574
SN2016jem (gri),-1.5358979,2.3673995,-0.94551605,-0.93260086,0.668992,-3.2093477,0.848365
SN2016ys (gri),-1.222754,1.2283448,-0.002498213,-1.9561754,1.7803757,-0.8948081,-0.64869463
SN2017awz (gri),-2.4765375,2.5240047,-0.12875536,-1.3182815,2.8482342,0.452686,-1.5405471
SN2017azk (gri),-2.3363552,1.5601791,-0.6690996,-0.74407583,1.217357,1.2118969,-1.1441888
SN2017cfb (gri),-1.9287457,2.4144747,-0.72379076,-1.0760055,3.0051513,-0.37456894,-0.27087358
SN2017cgr (gri),-1.2539256,1.858411,-0.3089259,-0.8092275,0.36728317,-3.2368777,0.8580038
SN2017cii (gri),-1.2432069,1.581864,-0.620192,-1.2904179,0.86821574,-2.8985927,0.5096378
SN2017cjv (gri),-3.1728504,2.8144956,0.30700064,2.7166436,1.7746158,1.3316413,0.21989428
SN2017cpu (gri),-2.3639174,2.6633377,-0.87362856,0.7574593,2.5692053,0.093148954,0.5255072
SN2017hn (gri),-0.64741755,0.6240795,-0.22199368,-2.1413846,1.7239909,-1.7617311,-0.24552873
SN2017jl (gri),-1.7837265,2.8033779,-0.71196824,-0.5254521,3.1973927,0.46424207,-1.231219
SN2017lc (gri),-1.4553717,1.9428563,-0.7986262,-1.1074185,0.71856415,-3.0883567,0.55065894
SN2017lv (gri),-1.3746439,2.1438255,-0.30116537,-0.50751495,0.12306793,-3.3606029,0.97557724
SN2017me (gri),-0.729685,0.78879154,-0.50087297,-2.3284714,2.133003,-1.2554494,-0.21487212
SN2017mf (gri),-0.25595206,1.0057112,-0.09015288,0.5037473,-1.8109361,-3.0027452,1.3814797
SN2017ns (gri),-1.1407574,2.2937703,-1.1051666,1.0936892,1.878591,2.3117774,-0.6167103
SN2017nw (gri),-1.0475358,1.0842513,-0.09542571,-1.211461,0.7107165,-3.18926,0.19369647
SN2017oz (gri),-2.9724429,3.418666,-0.72396547,0.18909849,3.2058635,0.79610187,-1.0625464
SN2017ya (gri),-1.5448736,2.4151726,-0.8834528,-0.812928,0.5336238,-3.277035,0.89705485
SN2017yh (gri),-2.2278519,3.0112681,-1.5899941,-1.6191925,3.2131405,1.340441,-0.34551218
SN2017yk (gri),-0.13544673,0.5207067,-0.34115234,-2.0504007,2.2610235,0.5429608,0.46396303
SNLS-03D1ar (gri),-0.6667335,0.30782595,1.5612056,2.2712357,-3.1422489,0.15338305,0.7704997
SNLS-03D1au (gri),0.21260071,-1.4826366,0.9814312,0.37541577,-3.090416,0.2894723,0.31009305
SNLS-03D1aw (gri),-0.39613247,-0.8950055,1.4687629,2.0195,-3.7449906,-0.39002505,0.45023805
SNLS-03D1cm (gri),0.48329332,0.28625917,2.8689022,1.9325197,-3.4753327,-0.9820649,0.5678899
SNLS-03D1co (gri),-0.49160755,-0.5856997,1.6768633,2.0963278,-3.692844,-0.82120806,0.46481746
SNLS-03D3ce (gri),0.27402002,-2.7694614,2.1001484,-0.6868056,-1.2027658,-2.445661,-4.389057
SNLS-03D4dh (gri),0.07351949,-0.8539431,1.3397952,1.8075398,-3.4352827,0.1468032,0.6040072
SNLS-03D4dy (gri),-0.07240111,-1.0846242,1.2488658,1.2969716,-3.2806478,0.42411545,0.24131942
SNLS-03D4gf (gri),0.16090165,-1.2476344,1.2589383,2.2885165,-3.943292,0.5616645,0.70402974
SNLS-03D4gg (gri),1.0828255,0.25353804,-0.64691746,2.372072,-2.7676973,-0.66267484,2.7621107
SNLS-04D1dc (gri),-0.73511183,0.24698892,0.8691126,-0.85951954,-1.8501865,1.7818353,-0.25721577
SNLS-04D1hx (gri),0.16798455,-0.82588744,1.429436,1.9529818,-3.5328956,0.04090029,0.68787265
SNLS-04D1hy (gri),0.5621881,0.6825685,2.0936027,2.4263284,-3.1226249,-0.9619506,1.210287
SNLS-04D1jg (gri),-0.26891112,-0.7691687,1.2143131,1.5833294,-3.245496,0.56322724,0.3593819
SNLS-04D1kj (gri),0.19562003,-1.0991917,1.0840915,1.6251242,-3.4932413,0.3088039,0.5986806
SNLS-04D1ks (gri),0.59026057,0.7751988,2.000716,2.4618292,-3.0397882,-1.0585098,1.2999157
SNLS-04D1ln (gri),-0.6486261,-2.5405667,2.8078208,-1.2738057,-1.5936697,-1.2768652,-3.240245
SNLS-04D1oh (gri),0.0065643685,-0.9026869,1.1977501,2.1536741,-3.6120868,0.385438,0.7353745
SNLS-04D1pg (gri),0.33022222,-1.3064137,1.0416805,0.7586173,-3.2285714,0.3444487,0.5624728
SNLS-04D1sk (gri),1.0739039,0.13732369,1.1498485,1.7937313,-2.4872806,-1.521657,1.3205389
SNLS-04D2ac (gri),-0.5286231,-0.47065866,1.0931332,-0.8858531,-2.8252635,0.57397443,0.6900336
SNLS-04D2cf (gri),0.851305,0.11034988,0.02081021,0.50888133,-2.7023718,-0.5945494,1.9097075
SNLS-04D2gb (gri),-0.7015126,-0.06500956,0.22748296,2.2526085,-2.391525,1.239634,1.6000131
SNLS-04D2mc (gri),-0.94944817,0.08896358,1.1590726,1.7916664,-2.8002121,0.94053364,0.4014811
SNLS-04D2mh (gri),0.054897457,-0.89979094,1.6306657,1.8047519,-3.595865,-0.62865305,0.5333001
SNLS-04D2mj (gri),0.27192482,-1.2499888,1.7560582,1.4716302,-3.6003222,-0.4736134,0.3524159
SNLS-04D3bf (gri),-0.017170472,0.5780077,0.08228492,0.5595583,-1.9661794,-2.7616992,1.199464
SNLS-04D3cp (gri),0.5065457,0.5445913,2.138363,2.427559,-3.2435555,-0.712986,1.1345996
SNLS-04D3cy (gri),-0.06354963,-0.6115536,1.2870935,2.1718457,-3.481993,0.13498725,0.78849727
SNLS-04D3do (gri),-0.5355065,-0.031122746,1.2921984,2.2209702,-3.1572444,0.3853457,0.8013202
SNLS-04D3ez (gri),-0.79334784,-0.20611732,1.1018515,0.62302583,-2.217236,1.5788076,-0.11292702
SNLS-04D3fk (gri),-0.889559,-0.30149502,1.1675285,1.1281537,-2.7133455,1.1078242,0.012571643
SNLS-04D3fq (gri),0.4841431,0.63152057,2.0314271,2.4788,-3.1704404,-0.7822853,1.2133974
SNLS-04D3gt (gri),-0.1217601,-0.37499648,1.3781672,2.208118,-3.4192722,0.11658793,0.85402316
SNLS-04D3hn (gri),-0.41581243,-0.1028396,1.3562415,2.2367594,-3.2362175,0.28724316,0.8095164
SNLS-04D4bq (gri),0.019830072,-1.0923587,1.7146382,1.5979562,-3.6241724,-0.32620835,0.30470508
SNLS-04D4fu (gri),-1.0070136,-2.688541,3.255351,-1.6366953,-0.6721379,-1.152481,-4.0579343
SNLS-04D4gg (gri),-0.54365295,-0.82298994,1.1830406,0.7257225,-2.9642627,0.69834673,0.009339218
SNLS-04D4gz (gri),-0.80648905,-0.071631655,1.4162095,1.3584456,-3.0429177,0.6400169,0.35071963
SNLS-04D4ht (gri),-0.94500035,0.20607199,1.6050617,1.4627442,-3.1116362,0.48449758,0.395287
SNLS-04D4hu (gri),0.06676385,0.054590262,1.6719717,2.4225912,-3.381875,-0.3413225,1.0037061
SNLS-04D4ib (gri),0.8894311,-0.72308487,1.3451877,1.7052766,-3.061515,0.3709525,0.98704726
SNLS-04D4im (gri),-0.18879062,0.120216176,2.0865405,2.3070693,-3.469298,-1.3933935,0.70962197
SNLS-04D4jr (gri),0.8255864,-1.8079652,0.17920722,0.2688603,-2.3698635,1.0455132,0.30383155
SNLS-05D1by (gri),0.15588893,0.14681274,2.4078856,2.088351,-3.4272408,-1.2982277,0.63271934
SNLS-05D1dn (gri),0.17204651,-1.1712673,1.460202,1.2739059,-3.424772,-0.14467292,0.38261247
SNLS-05D1dx (gri),-0.0004722802,-0.99324214,1.3823751,1.6591885,-3.4920664,0.07654631,0.45035404
SNLS-05D1ee (gri),-0.26789472,-0.27211955,1.2621993,2.2755938,-3.3393664,0.31763127,0.8944888
SNLS-05D1hm (gri),0.09188255,-0.6514404,1.9010849,1.8580207,-3.5516658,-0.90762335,0.5036305
SNLS-05D1if (gri),-0.13667277,0.5445364,1.9672287,2.5473437,-3.2467163,-0.80019397,0.99597883
SNLS-05D1ix (gri),0.33472648,-1.3056108,0.34871826,1.0802372,-2.6741533,1.1819223,0.0249112
SNLS-05D1kl (gri),1.067773,0.27472138,-0.6261673,2.3797634,-2.7719526,-0.6744869,2.772461
SNLS-05D2ab (gri),-0.40663236,-0.546677,1.118966,-0.7340234,-2.297566,1.0134184,0.20993342
SNLS-05D2ac (gri),0.21026827,-1.5286112,0.95241123,0.37492117,-3.241389,0.23042722,0.33674565
SNLS-05D2ah (gri),-0.4547286,-0.035627548,0.6878846,-1.8806248,-1.2677915,1.3102338,-0.7506782
SNLS-05D2bk (gri),-1.8568416,-0.3529467,1.947816,0.039513938,-0.011788117,0.9351917,-3.0067377
SNLS-05D2bt (gri),0.3100213,-0.9650302,1.5782703,1.5731845,-3.3274317,0.17209429,0.4381636
SNLS-05D2bv (gri),-0.3820399,-1.1855897,0.76614153,0.68558383,-2.911854,1.069465,-0.17271897
SNLS-05D2cb (gri),0.51046586,-0.96632427,1.077631,1.6182318,-3.233381,0.4976831,0.7703592
SNLS-05D2dw (gri),0.15231867,-0.8500732,0.4342636,1.4347262,-2.1821563,1.7242048,-0.18375102
SNLS-05D2eb (gri),0.53540874,-1.7281268,0.80779743,0.09642379,-2.734967,0.47264376,0.38728535
