Name,g',r',i',claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SDSS-II SN 7017,12,11,11,Ia,0.2684,SDSS-II SN 7017,0,0,0,0,0,0
SDSS-II SN 7024,4,6,5,Ia,0.339001,SDSS-II SN 7024,0,0,0,0,0,0
SDSS-II SN 703,6,4,5,Ia;Ia,0.337;0.342,SDSS-II SN 703,0,0,0,0,0,0
SDSS-II SN 7039,9,11,9,II,,SDSS-II SN 7039,0,0,0,0,0,0
SDSS-II SN 706,10,16,17,II,,SDSS-II SN 706,0,0,0,0,0,0
SDSS-II SN 7067,6,7,5,II,0.137359,SDSS-II SN 7067,0,0,0,0,0,0
SDSS-II SN 7099,9,9,9,Ia;Ia,0.218886,SDSS-II SN 7099,0,0,0,0,0,0
SDSS-II SN 7116,13,15,15,II,,SDSS-II SN 7116,0,0,0,0,0,0
SDSS-II SN 7119,5,6,4,Ia,,SDSS-II SN 7119,0,0,0,0,0,0
SDSS-II SN 7121,6,7,6,Ia;Ia,0.2545,SDSS-II SN 7121,0,0,0,0,0,0
SDSS-II SN 7123,8,8,6,II,,SDSS-II SN 7123,0,0,0,0,0,0
SDSS-II SN 716,18,21,22,II,0.324,SDSS-II SN 716,0,0,0,0,0,0
SDSS-II SN 7205,6,9,7,Ia,0.315,SDSS-II SN 7205,0,0,0,0,0,0
SDSS-II SN 7231,7,8,4,II,,SDSS-II SN 7231,0,0,0,0,0,0
SDSS-II SN 7233,7,9,7,II,,SDSS-II SN 7233,0,0,0,0,0,0
SDSS-II SN 7281,3,6,4,II,,SDSS-II SN 7281,0,0,0,0,0,0
SDSS-II SN 7304,8,10,9,Ia;Ia,0.256;0.269,SDSS-II SN 7304,0,0,0,0,0,0
SDSS-II SN 7306,8,9,9,II,0.11192,SDSS-II SN 7306,0,0,0,0,0,0
SDSS-II SN 7357,4,5,5,Ia;Ia,0.392;0.392;0.337;0.644;0.711,SDSS-II SN 7357,0,0,0,0,0,0
SDSS-II SN 7372,8,5,5,II,,SDSS-II SN 7372,0,0,0,0,0,0
SDSS-II SN 7374,6,6,7,Ia;Ia,0.345;0.495,SDSS-II SN 7374,0,0,0,0,0,0
SDSS-II SN 7413,6,7,6,Ia;Ia,0.372;0.321,SDSS-II SN 7413,0,0,0,0,0,0
SDSS-II SN 7417,9,8,8,II,0.355927,SDSS-II SN 7417,0,0,0,0,0,0
SDSS-II SN 7444,7,5,4,Ia;Ia,0.2499,SDSS-II SN 7444,0,0,0,0,0,0
SDSS-II SN 7499,5,6,5,Ia;Ia,0.352531,SDSS-II SN 7499,0,0,0,0,0,0
SDSS-II SN 7501,15,7,9,II,,SDSS-II SN 7501,0,0,0,0,0,0
SDSS-II SN 7515,4,6,4,II,,SDSS-II SN 7515,0,0,0,0,0,0
SDSS-II SN 7539,9,6,3,II,,SDSS-II SN 7539,0,0,0,0,0,0
SDSS-II SN 7550,5,5,3,Ia,0.16237,SDSS-II SN 7550,0,0,0,0,0,0
SDSS-II SN 7575,5,7,6,II,,SDSS-II SN 7575,0,0,0,0,0,0
SDSS-II SN 7636,4,4,3,Ia;Ia,0.396;0.449;0.378,SDSS-II SN 7636,0,0,0,0,0,0
SDSS-II SN 764,3,7,10,II,0.187068,SDSS-II SN 764,0,0,0,0,0,0
SDSS-II SN 7647,5,9,5,Ia,0.38666,SDSS-II SN 7647,0,0,0,0,0,0
SDSS-II SN 7654,6,9,6,Ia;Ia,0.388;0.406;0.348;0.606;0.631,SDSS-II SN 7654,0,0,0,0,0,0
SDSS-II SN 7670,11,14,8,II,,SDSS-II SN 7670,0,0,0,0,0,0
SDSS-II SN 7699,5,8,6,Ia;Ia,0.406559,SDSS-II SN 7699,0,0,0,0,0,0
SDSS-II SN 7701,5,7,8,Ia;Ia,0.3613,SDSS-II SN 7701,0,0,0,0,0,0
SDSS-II SN 7712,3,7,4,Ia,0.426,SDSS-II SN 7712,0,0,0,0,0,0
SDSS-II SN 7713,5,5,5,Ia;Ia,0.325;0.284,SDSS-II SN 7713,0,0,0,0,0,0
SDSS-II SN 7725,7,5,5,Ia,,SDSS-II SN 7725,0,0,0,0,0,0
SDSS-II SN 773,3,6,5,Ia,,SDSS-II SN 773,0,0,0,0,0,0
SDSS-II SN 7736,6,7,6,Ia;Ia,0.153;0.142,SDSS-II SN 7736,0,0,0,0,0,0
SDSS-II SN 7762,5,6,6,Ia;Ia,0.386;0.332,SDSS-II SN 7762,0,0,0,1,0,1
SDSS-II SN 7794,5,5,4,Ia,,SDSS-II SN 7794,0,0,0,0,0,0
SDSS-II SN 7802,4,5,4,Ia;Ia,0.407556,SDSS-II SN 7802,0,0,0,0,0,0
SDSS-II SN 7803,4,5,3,II;Ia,0.382;0.184;0.169,SDSS-II SN 7803,0,0,0,0,0,0
SDSS-II SN 7804,4,6,5,Ia;Ia,0.154;0.142;0.454;0.469,SDSS-II SN 7804,0,0,0,0,0,0
SDSS-II SN 7839,7,8,6,II,,SDSS-II SN 7839,0,0,0,0,0,0
SDSS-II SN 7851,6,7,6,II;Ia,0.571324,SDSS-II SN 7851,0,0,0,0,0,0
SDSS-II SN 7864,8,6,6,II,,SDSS-II SN 7864,0,0,0,0,0,0
SDSS-II SN 7882,7,8,6,Ia;Ia,0.335924,SDSS-II SN 7882,0,0,0,0,0,0
SDSS-II SN 789,9,4,3,II,,SDSS-II SN 789,0,0,0,0,0,0
SDSS-II SN 7923,4,4,5,Ib/c,,SDSS-II SN 7923,0,0,0,0,0,0
SDSS-II SN 7978,8,8,7,II,0.118381,SDSS-II SN 7978,0,0,0,0,0,0
SDSS-II SN 798,6,5,4,II,,SDSS-II SN 798,0,0,0,0,0,0
SDSS-II SN 801,10,6,5,II,,SDSS-II SN 801,0,0,0,0,0,0
SDSS-II SN 8018,8,7,7,II,0.19078,SDSS-II SN 8018,0,0,0,0,0,0
SDSS-II SN 8058,11,11,5,II,,SDSS-II SN 8058,0,0,0,0,0,0
SDSS-II SN 8062,4,6,6,Ia;Ia,0.554141,SDSS-II SN 8062,0,0,0,0,0,0
SDSS-II SN 8086,8,8,7,Ib/c,0.051919,SDSS-II SN 8086,0,0,0,0,0,0
SDSS-II SN 8092,8,11,8,Ia;Ia,0.329;0.275;0.245,SDSS-II SN 8092,0,0,0,0,0,0
SDSS-II SN 8114,5,5,3,Ia;Ia,0.3718,SDSS-II SN 8114,0,0,0,0,0,0
SDSS-II SN 8127,6,5,3,II,,SDSS-II SN 8127,0,0,0,0,0,0
SDSS-II SN 8165,6,8,7,Ia,0.319;0.319,SDSS-II SN 8165,0,0,0,0,0,0
SDSS-II SN 8190,9,10,8,II,,SDSS-II SN 8190,0,0,0,0,0,0
SDSS-II SN 822,7,7,4,Ia;Ia,0.237556,SDSS-II SN 822,0,0,0,0,0,0
SDSS-II SN 8226,5,6,3,Ia;Ia,0.429;0.507;0.417,SDSS-II SN 8226,0,0,0,0,0,0
SDSS-II SN 8236,7,7,6,II,0.193779,SDSS-II SN 8236,0,0,0,0,0,0
SDSS-II SN 8252,4,8,7,Ia;Ia,0.536;0.437;0.553,SDSS-II SN 8252,0,0,0,0,0,0
SDSS-II SN 8280,3,6,6,Ia;Ia,0.184833,SDSS-II SN 8280,0,0,0,0,0,0
SDSS-II SN 8297,9,9,10,Ia;Ia,0.255;0.157,SDSS-II SN 8297,0,0,0,0,0,0
SDSS-II SN 8378,12,12,4,II,,SDSS-II SN 8378,0,0,0,0,0,0
SDSS-II SN 841,6,6,6,Ia;Ia,0.2991,SDSS-II SN 841,0,0,0,0,0,0
SDSS-II SN 8457,5,8,4,II;Ia,0.572;0.463,SDSS-II SN 8457,0,0,0,0,0,0
SDSS-II SN 8513,4,5,7,Ia,,SDSS-II SN 8513,0,0,0,0,0,0
SDSS-II SN 8555,4,5,6,Ia;Ia,0.1977,SDSS-II SN 8555,0,0,0,0,0,0
SDSS-II SN 8569,5,4,5,II,0.08048,SDSS-II SN 8569,0,0,0,0,0,0
SDSS-II SN 8570,7,8,5,II,,SDSS-II SN 8570,0,0,0,0,0,0
SDSS-II SN 859,6,7,9,Ia;Ia,0.278296,SDSS-II SN 859,0,0,0,0,0,0
SDSS-II SN 8600,3,7,4,Ia;Ia,0.437935,SDSS-II SN 8600,0,0,0,0,0,0
SDSS-II SN 8605,13,10,9,II;Ia,0.316;0.278,SDSS-II SN 8605,0,0,0,0,0,0
SDSS-II SN 8672,11,12,4,II,,SDSS-II SN 8672,0,0,0,0,0,0
SDSS-II SN 8705,5,4,3,Ia;Ia,0.394218,SDSS-II SN 8705,0,0,0,0,0,0
SDSS-II SN 8721,8,7,4,II,,SDSS-II SN 8721,0,0,0,0,0,0
SDSS-II SN 8730,4,7,5,Ia,0.470738,SDSS-II SN 8730,0,0,0,0,0,0
SDSS-II SN 8742,7,6,3,Ia,0.214;0.214;0.321,SDSS-II SN 8742,0,0,0,0,0,0
SDSS-II SN 8744,7,6,3,II,0.395529,SDSS-II SN 8744,0,0,0,1,0,1
SDSS-II SN 9026,5,5,3,Ia,,SDSS-II SN 9026,0,0,0,0,0,0
SDSS-II SN 904,6,6,7,Ia;Ia,0.385316,SDSS-II SN 904,0,0,0,0,0,0
SDSS-II SN 9052,7,7,7,Ia;Ia,0.237;0.177;0.163,SDSS-II SN 9052,0,0,0,0,0,0
SDSS-II SN 9109,7,7,6,Ia;Ia,0.281658,SDSS-II SN 9109,0,0,0,0,0,0
SDSS-II SN 9132,5,5,4,Ia;Ia,0.368;0.384;0.329,SDSS-II SN 9132,0,0,0,0,0,0
SDSS-II SN 9155,5,3,4,Ia;Ia,0.3049,SDSS-II SN 9155,0,0,0,0,0,0
SDSS-II SN 917,15,18,14,II,,SDSS-II SN 917,0,0,0,0,0,0
SDSS-II SN 919,11,11,6,II,,SDSS-II SN 919,0,0,0,0,0,0
SDSS-II SN 9194,4,7,3,Ib/c;Ia,0.073431,SDSS-II SN 9194,0,0,0,0,0,0
SDSS-II SN 9239,4,7,4,Ia;Ia,0.445;0.375,SDSS-II SN 9239,0,0,0,0,0,0
SDSS-II SN 9250,9,7,4,II,0.265928,SDSS-II SN 9250,0,0,0,0,0,0
SDSS-II SN 9268,3,4,4,Ia;Ia,0.389;0.334,SDSS-II SN 9268,0,0,0,0,0,0
SDSS-II SN 9269,4,4,8,II,,SDSS-II SN 9269,0,0,0,0,0,0
SDSS-II SN 9326,3,3,4,Ia;Ia,0.35,SDSS-II SN 9326,0,0,0,0,0,0
SDSS-II SN 9334,4,7,5,Ia;Ia,0.382575,SDSS-II SN 9334,0,0,0,0,0,0
SDSS-II SN 9353,3,4,3,Ia,,SDSS-II SN 9353,0,0,0,0,0,0
SDSS-II SN 9424,3,5,5,Ia;Ia,0.217237,SDSS-II SN 9424,0,0,0,0,0,0
SDSS-II SN 9443,13,9,4,II,,SDSS-II SN 9443,0,0,0,0,0,0
SDSS-II SN 9562,6,5,3,II,,SDSS-II SN 9562,0,0,0,0,0,0
SDSS-II SN 9566,5,6,6,II,,SDSS-II SN 9566,0,0,0,0,0,0
SDSS-II SN 9567,14,9,8,II,,SDSS-II SN 9567,0,0,0,0,0,0
SDSS-II SN 9632,5,7,8,Ia;Ia,0.383;0.444;0.375,SDSS-II SN 9632,0,0,0,0,0,0
SDSS-II SN 9704,3,5,3,Ia,0.294362,SDSS-II SN 9704,0,0,0,0,0,0
SDSS-II SN 9814,4,6,4,Ia;Ia,0.396;0.844;0.942,SDSS-II SN 9814,0,0,0,0,0,0
SDSS-II SN 9884,6,8,7,II,,SDSS-II SN 9884,0,0,0,0,0,0
SDSS-II SN 9954,6,6,5,Ia,0.228429,SDSS-II SN 9954,0,0,0,0,0,0
SN1000+0216,29,44,51,SLSN-II?,3.8993,SN1000+0216;SN J1000+0216,0,0,0,0,0,0
SN2005ed,4,5,3,Ia,0.08658;0.086341,SN2005ed;SDSS-II SN 722,0,0,0,0,0,0
SN2005ef,5,5,5,Ia,0.108,SN2005ef;SDSS-II SN 739,0,0,0,0,0,0
SN2005eg,7,13,13,Ia,0.19152;0.191381,SN2005eg;SDSS-II SN 762,0,0,0,0,0,0
SN2005ei,8,8,8,Ia,0.128,SN2005ei;SDSS-II SN 744,0,0,0,0,0,0
SN2005em,12,14,15,IIb;Ic;II,0.02517;0.0252,SN2005em;SDSS-II SN 4012,0,0,0,0,0,0
SN2005ex,6,7,5,Ia,0.0935;0.093331,SN2005ex;2MASS J01415128-0052362;SDSS-II SN 774,0,0,0,0,0,0
SN2005ey,16,20,14,Ia,0.13;0.13,SN2005ey;SDSS-II SN 2308,0,0,0,0,0,0
SN2005fa,9,11,11,Ia,0.161531,SN2005fa;2MASS J01393600-0045289;SDSS-II SN 2689,0,0,0,0,0,0
SN2005fb,9,16,16,Ia,0.182898,SN2005fb;SDSS-II SN 1580,0,0,0,0,0,0
SN2005fd,3,6,6,Ia,0.222,SN2005fd;SDSS-II SN 1253,0,0,0,0,0,0
SN2005fe,4,7,7,Ia,0.217,SN2005fe;SDSS-II SN 1316,0,0,0,0,0,0
SN2005ff,14,15,15,Ia,0.0837;0.0841,SN2005ff;SDSS-II SN 1241;SNF20051006-001,0,0,0,0,0,0
SN2005fi,10,14,12,Ia,0.263,SN2005fi;SDSS-II SN 2422,0,0,0,0,0,0
SN2005fj,7,14,8,Ia,0.143;0.171,SN2005fj;SDSS-II SN 1794,0,0,0,0,0,0
SN2005fk,3,3,3,Ic;Ib/c,0.233613,SN2005fk;SDSS-II SN 2053,0,0,0,0,0,0
SN2005fl,4,6,7,Ia,0.234,SN2005fl;SDSS-II SN 2030,0,0,0,0,0,0
SN2005fm,8,11,12,Ia,0.13;0.13,SN2005fm;SDSS-II SN 2031,0,0,0,0,0,0
SN2005fn,10,12,12,Ia,0.095,SN2005fn;SDSS-II SN 2102,0,0,0,0,0,0
SN2005fo,6,9,9,Ia,0.268,SN2005fo;SDSS-II SN 2017,0,0,0,0,0,0
SN2005fq,5,14,14,II;Ia,0.147126,SN2005fq;SDSS-II SN 2366,0,0,0,0,0,0
SN2005fr,7,11,11,Ia,0.287;0.2859;0.288,SN2005fr;ESSENCEm001;SDSS-II SN 2165,2,0,0,0,0,0
SN2005fs,6,10,14,Ia,0.33;0.33;0.32,SN2005fs;SDSS-II SN 2533,0,0,0,0,0,0
SN2005ft,7,9,9,Ia,0.1812;0.180465,SN2005ft;SDSS-II SN 2372,0,0,0,0,0,0
SN2005fu,7,12,13,Ia,0.193;0.191139,SN2005fu;SDSS-II SN 2440,0,0,0,0,0,0
SN2005fv,9,11,11,Ia,0.11819;0.118129,SN2005fv;SDSS-II SN 2561,0,0,0,0,0,0
SN2005fw,9,15,14,Ia,0.136,SN2005fw;SDSS-II SN 2635,0,0,0,0,0,0
SN2005fx,9,9,10,Ia,0.273;0.337;0.342,SN2005fx;SDSS-II SN 2789,0,0,0,0,0,0
SN2005fy,6,4,4,Ia,0.2;0.2,SN2005fy;SDSS-II SN 2246,0,0,0,0,0,0
SN2005fz,8,7,8,Ia,0.12;0.12,SN2005fz;SDSS-II SN 2916,0,0,0,0,0,0
SN2005ga,8,8,6,Ia,0.1742;0.174404,SN2005ga;SDSS-II SN 3080,0,0,0,0,0,0
SN2005gb,16,17,15,Ia,0.08656;0.086578,SN2005gb;SDSS-II SN 3592;SNF20050929-004,0,0,0,0,0,0
SN2005gc,9,12,12,Ia,0.1646;0.16551,SN2005gc;SDSS-II SN 3087,0,0,0,0,0,0
SN2005gd,8,11,11,Ia,0.16;0.16,SN2005gd;SDSS-II SN 3317,0,0,0,0,0,0
SN2005ge,10,12,12,Ia?;Ia,0.206;0.213123,SN2005ge;SDSS-II SN 3331,0,0,0,0,0,0
SN2005gf,10,11,12,Ia,0.198;0.268;0.271,SN2005gf;SDSS-II SN 3451,0,0,0,0,0,0
SN2005gg,10,11,13,Ia,0.2304;0.231138,SN2005gg;SDSS-II SN 3452,0,0,0,0,0,0
SN2005gh,6,7,7,Ia?;Ia,0.25888,SN2005gh;SDSS-II SN 3241,0,0,0,0,0,0
SN2005gi,13,12,14,II;II P,0.05048;0.050534,SN2005gi;SDSS-II SN 3818,0,0,0,0,0,0
SN2005gj,14,14,15,Ia;Ia Pec,0.0616,SN2005gj;SDSS-II SN 4524,16,0,0,0,0,1
SN2005go,6,9,9,Ia,0.226,SN2005go;SDSS-II SN 2943,0,0,0,0,0,0
SN2005gp,7,12,11,Ia,0.12656;0.126604,SN2005gp;SDSS-II SN 2992,0,0,0,0,0,0
SN2005gq,4,7,7,Ia,0.364,SN2005gq;SDSS-II SN 5183,0,0,0,0,0,0
SN2005gr,12,12,13,Ia,0.24;0.24,SN2005gr;SDSS-II SN 3377,0,0,0,0,0,0
SN2005gs,12,13,13,Ia,0.263,SN2005gs;SDSS-II SN 3199,0,0,0,0,0,0
SN2005gt,3,6,8,Ia;Ic,0.273;0.334,SN2005gt;SDSS-II SN 4000,0,0,0,0,0,0
SN2005gu,5,12,9,Ia,0.33;0.33,SN2005gu;SDSS-II SN 4241,0,0,0,0,0,0
SN2005gv,3,6,10,Ia?;Ia,0.297,SN2005gv;SDSS-II SN 4577,0,0,0,0,0,0
SN2005gw,8,12,11,Ia,0.247,SN2005gw;SDSS-II SN 4046,0,0,0,0,0,0
SN2005gx,12,13,13,Ia,0.146;0.161989,SN2005gx;SDSS-II SN 5103,0,0,0,0,0,0
SN2005gy,5,12,11,Ia,0.273,SN2005gy;SDSS-II SN 4679,0,0,0,0,0,0
SN2005hc,14,13,14,Ia,0.044983,SN2005hc;SDSS-II SN 5944,8,0,0,1,0,1
SN2005hj,9,10,10,Ia;Ia-91T,0.056948,SN2005hj;SDSS-II SN 6558,11,0,0,1,0,1
SN2005hk,8,8,8,Ia-02cx;Ia;Ia Pec,0.01306;0.013004,SN2005hk;SDSS-II SN 8151,44,0,0,0,0,1
SN2005hl,5,8,10,Ib,0.023181,SN2005hl;2MASS J20551980+0032344;SDSS-II SN 2000,0,0,0,0,0,0
SN2005hm,12,15,15,Ib,0.034782,SN2005hm;SDSS-II SN 2744,0,0,0,0,0,0
SN2005hn,4,7,7,Ia,0.1076;0.108225,SN2005hn;SDSS-II SN 3256,0,0,0,0,0,0
SN2005ho,10,13,12,Ia,0.06283;0.062861,SN2005ho;SDSS-II SN 3901,0,0,0,0,0,0
SN2005hp,5,7,7,Ia,0.18;0.18,SN2005hp;SDSS-II SN 5350,0,0,0,0,0,0
SN2005hq,3,5,5,Ia?;Ia,0.401,SN2005hq;SDSS-II SN 5821,0,0,0,0,0,0
SN2005hr,12,13,12,Ia,0.12;0.12,SN2005hr;SDSS-II SN 5395,0,0,0,0,0,0
SN2005hs,6,11,10,Ia,0.258,SN2005hs;SDSS-II SN 5391,0,0,0,0,0,0
SN2005ht,9,12,12,Ia,0.19;0.19,SN2005ht;SDSS-II SN 5994,0,0,0,0,0,0
SN2005hu,8,12,12,Ia,0.2197;0.220282,SN2005hu;SDSS-II SN 5533,0,0,0,0,0,0
SN2005hv,8,7,8,Ia,0.1795;0.17979,SN2005hv;SDSS-II SN 5635,0,0,0,0,0,0
SN2005hw,3,5,4,Ia,0.584;0.606,SN2005hw;SDSS-II SN 5588,0,0,0,0,0,0
SN2005hx,11,11,11,Ia,0.121;0.121242,SN2005hx;SDSS-II SN 5549,0,0,0,0,0,0
SN2005hy,10,11,11,Ia,0.1562;0.156291,SN2005hy;SDSS-II SN 5550,0,0,0,0,0,0
SN2005hz,9,8,6,Ia,0.134,SN2005hz;2MASS J00463226+0050174;SDSS-II SN 5751,0,0,0,0,0,0
SN2005ia,9,12,13,Ia,0.253,SN2005ia;SDSS-II SN 5717,0,0,0,0,0,0
SN2005ib,4,8,9,Ia,0.294,SN2005ib;SDSS-II SN 5737,0,0,0,0,0,0
SN2005ic,8,9,10,Ia,0.268,SN2005ic;SDSS-II SN 5844,0,0,0,0,0,0
SN2005id,10,10,11,Ia,0.184;0.186455,SN2005id;SDSS-II SN 6422,0,0,0,0,0,0
SN2005ie,8,10,9,Ia,0.247;0.348,SN2005ie;SDSS-II SN 5957,0,0,0,0,0,0
SN2005if,8,10,9,Ia,0.06709;0.067072,SN2005if;SDSS-II SN 6057,0,0,0,0,0,0
SN2005ih,6,7,9,Ia,0.26;0.26,SN2005ih;SDSS-II SN 6108,0,0,0,0,0,0
SN2005ii,8,7,9,Ia,0.356;0.361,SN2005ii;SDSS-II SN 6249,0,0,0,0,0,0
SN2005ij,10,12,9,Ia,0.12462;0.124488,SN2005ij;SDSS-II SN 6406,0,0,0,0,0,0
SN2005ik,6,6,6,Ia,0.31;0.31,SN2005ik;SDSS-II SN 6699,0,0,0,0,0,0
SN2005in,9,13,13,Ia;Ia?,0.2132,SN2005in;SDSS-II SN 4281,0,0,0,0,0,0
SN2005ir,7,7,7,Ia,0.075254,SN2005ir;SDSS-II SN 7876,0,0,0,0,0,0
SN2005it,8,8,7,Ia,0.359;0.364,SN2005it;SDSS-II SN 5966,0,0,0,0,0,0
SN2005iv,6,7,7,Ia,0.3;0.3,SN2005iv;SDSS-II SN 6137,0,0,0,0,0,0
SN2005iw,7,7,8,Ia,0.27;0.27,SN2005iw;SDSS-II SN 6127,0,0,0,0,0,0
SN2005ix,8,10,10,Ia,0.25;0.25,SN2005ix;SDSS-II SN 6315,0,0,0,0,0,0
SN2005iy,4,7,5,Ia,0.404;0.386,SN2005iy;SDSS-II SN 6777,0,0,0,0,0,0
SN2005iz,7,9,7,Ia,0.202;0.204064,SN2005iz;SDSS-II SN 6780,0,0,0,0,0,0
SN2005ja,9,8,8,Ia,0.32;0.32,SN2005ja;SDSS-II SN 6924,0,0,0,0,0,0
SN2005jb,8,10,10,II;Ia;Ia?,0.258,SN2005jb;SDSS-II SN 7426,0,0,0,0,0,0
SN2005jc,9,10,9,Ia,0.21;0.21,SN2005jc;SDSS-II SN 6933,0,0,0,0,0,0
SN2005jd,10,11,10,Ia,0.273,SN2005jd;SDSS-II SN 6649,0,0,0,0,0,0
SN2005jf,8,12,11,Ia?;Ia,0.3006,SN2005jf;SDSS-II SN 6852,0,0,0,0,0,0
SN2005jg,6,9,8,Ia,0.268;0.381;0.386,SN2005jg;SDSS-II SN 7143,0,0,0,0,0,0
SN2005jh,5,5,4,Ia,0.1099;0.110217,SN2005jh;2MASS J23200446-0003202;SDSS-II SN 7147,0,0,0,0,0,0
SN2005ji,9,10,10,Ia,0.22;0.22,SN2005ji;SDSS-II SN 7473,0,0,0,0,0,0
SN2005jk,9,11,11,Ia,0.198;0.199,SN2005jk;SDSS-II SN 6304,0,0,0,0,0,0
SN2005jl,7,8,8,Ia,0.181;0.180212,SN2005jl;SDSS-II SN 6936,0,0,0,0,0,0
SN2005jm,6,8,7,Ia,0.2037;0.204617,SN2005jm;SDSS-II SN 7243,0,0,0,0,0,0
SN2005jn,9,9,9,Ia,0.32;0.32,SN2005jn;SDSS-II SN 7475,0,0,0,0,0,0
SN2005jo,10,10,11,Ia,0.219;0.219,SN2005jo;SDSS-II SN 7512,0,0,0,0,0,0
SN2005jp,4,4,3,Ia,0.2124;0.212659,SN2005jp;SDSS-II SN 7847,0,0,0,0,0,0
SN2005jq,7,7,3,II;IIn;Ia,0.234,SN2005jq;SDSS-II SN 8412,0,0,0,0,0,0
SN2005jr,7,7,6,II;IIn;Ia,0.2944,SN2005jr;SDSS-II SN 8679,0,0,0,0,0,0
SN2005js,8,9,8,Ia;Ia Pec,0.07962;0.079563,SN2005js;SDSS-II SN 6295,0,0,0,0,0,0
SN2005jt,4,6,6,Ia,0.263;0.403;0.411,SN2005jt;SDSS-II SN 8598,0,0,0,0,0,0
SN2005ju,6,8,8,Ia,0.313;0.315,SN2005ju;SDSS-II SN 8046,0,0,0,0,0,0
SN2005jv,5,6,5,Ia,0.437,SN2005jv;SDSS-II SN 8030,0,0,0,0,0,0
SN2005jw,9,11,9,Ia,0.37;0.37,SN2005jw;SDSS-II SN 7779,0,0,0,0,0,0
SN2005jx,5,3,4,Ia;Ia?,0.21;0.21,SN2005jx;SDSS-II SN 7460,0,0,0,0,0,0
SN2005jy,6,6,6,Ia,0.305,SN2005jy;SDSS-II SN 6192,0,0,0,0,0,0
SN2005jz,9,12,13,Ia,0.144341,SN2005jz;SDSS-II SN 5736,0,0,0,0,0,0
SN2005ka,7,8,8,Ia,0.342,SN2005ka;SDSS-II SN 6100,0,0,0,0,0,0
SN2005kb,5,5,5,II;II P,0.01533;0.015054,SN2005kb;SDSS-II SN 10367,0,0,0,0,0,0
SN2005kj,34,34,34,IIn;II,0.016;0.016;0.017,SN2005kj;SNF20051117-001,27,0,0,0,0,1
SN2005kn,6,6,6,Ia?;Ia,0.19747;0.196892,SN2005kn;SDSS-II SN 7335,0,0,0,0,0,0
SN2005ko,7,6,6,Ia,0.1847;0.186112,SN2005ko;SDSS-II SN 8213,0,0,0,0,0,0
SN2005kp,6,7,6,Ia,0.1163;0.117566,SN2005kp;SDSS-II SN 8719,0,0,0,0,0,0
SN2005kq,4,4,7,Ia,0.39;0.39,SN2005kq;SDSS-II SN 9045,0,0,0,0,0,0
SN2005kr,7,7,7,Ic;Ib/c,0.1338,SN2005kr;SDSS-II SN 9118,0,0,0,0,0,0
SN2005ku,3,3,3,Ia,0.045248,SN2005ku;2MASS J22594265-0000485;SDSS-II SN 10805,3,0,0,0,0,1
SN2005lb,14,15,15,II,0.026478,SN2005lb;SDSS-II SN 1114,0,0,0,0,0,0
SN2005lc,20,21,21,II,0.013607,SN2005lc;SDSS-II SN 1472,0,0,0,0,0,0
SN2005ld,5,4,4,Ia,0.1442,SN2005ld;SDSS-II SN 8921,0,0,0,0,0,0
SN2005le,8,6,7,Ia,0.25;0.25,SN2005le;SDSS-II SN 9032,0,0,0,0,0,0
SN2005lf,4,5,5,Ia,0.284;0.409;0.414,SN2005lf;SDSS-II SN 10550,0,0,0,0,0,0
SN2005lg,4,4,5,Ia,0.307;0.472;0.481,SN2005lg;SDSS-II SN 9207,0,0,0,0,0,0
SN2005li,5,6,5,Ia,0.229,SN2005li;SDSS-II SN 9457,0,0,0,0,0,0
SN2005lk,4,4,4,Ia,0.104;0.113,SN2005lk;SDSS-II SN 10434,0,0,0,0,0,0
SN2005ll,5,6,5,Ia,0.244;0.258,SN2005ll;SDSS-II SN 10449,0,0,0,0,0,0
SN2005lm,3,3,3,II;Ia;II P,0.08466;0.084713,SN2005lm;SDSS-II SN 10907,0,0,0,0,0,0
SN2005ln,3,3,3,Ia,0.147,SN2005ln;SDSS-II SN 11300,0,0,0,0,0,0
SN2005lo,4,3,3,Ia,0.299,SN2005lo;SDSS-II SN 11452,0,0,0,0,0,0
SN2005lp,4,3,4,Ia,0.303,SN2005lp;SDSS-II SN 11864,0,0,0,0,0,0
SN2005lq,3,4,4,Ia,0.37;0.37;0.38,SN2005lq;SDSS-II SN 11557,0,0,0,0,0,0
SN2005mh,7,9,11,Ia?;Ia,0.395,SN2005mh;SDSS-II SN 8707,0,0,0,0,0,0
SN2005mi,6,5,5,Ia,0.2144;0.214981,SN2005mi;2MASS J22210264-0044544;SDSS-II SN 8495,0,0,0,0,0,0
SN2005mj,5,6,3,II;IIn?;IIn,0.21;0.21,SN2005mj;SDSS-II SN 11017,0,0,0,0,0,0
SN2005mk,6,6,5,II;II P,0.148293,SN2005mk;SDSS-II SN 10297,0,0,0,0,0,0
SN2005ml,5,5,5,Ia,0.114,SN2005ml;SDSS-II SN 11067,0,0,0,0,0,0
SN2005mn,3,4,4,Ib;Ia,0.047368,SN2005mn;SDSS-II SN 11332,0,0,0,0,0,0
SN2005mo,9,10,10,II;Ia,0.274,SN2005mo;SDSS-II SN 11320,0,0,0,0,0,0
SN2005mp,3,3,3,Ia,0.27;0.27,SN2005mp;SDSS-II SN 11650,0,0,0,0,0,0
