Name,g',r',i',claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SDSS-II SN 16768,3,5,6,Ib/c,0.168949,SDSS-II SN 16768,0,0,0,0,0,0
SDSS-II SN 16838,5,5,4,II,0.15,SDSS-II SN 16838,0,0,0,0,0,0
SDSS-II SN 16841,3,6,5,Ia,,SDSS-II SN 16841,0,0,0,0,0,0
SDSS-II SN 16849,6,4,4,Ia,0.160322,SDSS-II SN 16849,0,0,0,0,0,0
SDSS-II SN 1686,11,18,12,Ia?,0.1364;0.1364,SDSS-II SN 1686,0,0,0,0,0,0
SDSS-II SN 16866,8,7,3,II,,SDSS-II SN 16866,0,0,0,0,0,0
SDSS-II SN 16867,4,4,3,II,0.1185,SDSS-II SN 16867,0,0,0,0,0,0
SDSS-II SN 16868,3,8,9,II,,SDSS-II SN 16868,0,0,0,0,0,0
SDSS-II SN 16878,4,7,4,II;Ia,0.329;0.289,SDSS-II SN 16878,0,0,0,0,0,0
SDSS-II SN 16884,4,6,7,II,,SDSS-II SN 16884,0,0,0,0,0,0
SDSS-II SN 16937,4,6,4,II;Ia,0.251;0.225,SDSS-II SN 16937,0,0,0,0,0,0
SDSS-II SN 16945,6,6,4,Ia,,SDSS-II SN 16945,0,0,0,0,0,0
SDSS-II SN 16957,9,6,3,II,,SDSS-II SN 16957,0,0,0,0,0,0
SDSS-II SN 16977,4,6,7,Ia,0.384021,SDSS-II SN 16977,0,0,0,0,0,0
SDSS-II SN 16984,6,6,4,II,,SDSS-II SN 16984,0,0,0,0,0,0
SDSS-II SN 1706,18,17,13,II,,SDSS-II SN 1706,0,0,0,0,0,0
SDSS-II SN 17076,3,3,4,II,,SDSS-II SN 17076,0,0,0,0,0,0
SDSS-II SN 17097,12,8,3,II,,SDSS-II SN 17097,0,0,0,0,0,0
SDSS-II SN 17219,4,7,8,Ia,0.194292,SDSS-II SN 17219,0,0,0,0,0,0
SDSS-II SN 17272,5,6,9,Ia,,SDSS-II SN 17272,0,0,0,0,0,0
SDSS-II SN 17292,19,19,17,II,,SDSS-II SN 17292,0,0,0,0,0,0
SDSS-II SN 17296,15,16,5,II,,SDSS-II SN 17296,0,0,0,0,0,0
SDSS-II SN 17303,7,10,11,II,,SDSS-II SN 17303,0,0,0,0,0,0
SDSS-II SN 17317,6,5,5,II,0.117275,SDSS-II SN 17317,0,0,0,0,0,0
SDSS-II SN 17322,3,4,4,Ia,,SDSS-II SN 17322,0,0,0,0,0,0
SDSS-II SN 17324,8,12,15,Ia;Ia,0.493;0.409,SDSS-II SN 17324,0,0,0,0,0,0
SDSS-II SN 17330,14,10,5,II,,SDSS-II SN 17330,0,0,0,0,0,0
SDSS-II SN 17337,5,5,7,Ia;Ia,0.265;0.237,SDSS-II SN 17337,0,0,0,0,0,0
SDSS-II SN 17339,15,16,15,II,,SDSS-II SN 17339,0,0,0,0,0,0
SDSS-II SN 17371,7,10,8,II,0.279991,SDSS-II SN 17371,0,0,0,0,0,0
SDSS-II SN 17373,12,16,15,II,0.12243,SDSS-II SN 17373,0,0,0,0,0,0
SDSS-II SN 17374,3,9,7,Ia,0.252054,SDSS-II SN 17374,0,0,0,0,0,0
SDSS-II SN 17393,3,3,5,Ia;Ia,0.2174,SDSS-II SN 17393,0,0,0,0,0,0
SDSS-II SN 17396,7,10,14,II;Ia,0.302,SDSS-II SN 17396,0,0,0,0,0,0
SDSS-II SN 17422,8,9,9,II,0.141,SDSS-II SN 17422,0,0,0,0,0,0
SDSS-II SN 17433,4,6,6,Ia;Ia,0.288012,SDSS-II SN 17433,0,0,0,0,0,0
SDSS-II SN 17436,13,17,16,II,0.138,SDSS-II SN 17436,0,0,0,0,0,0
SDSS-II SN 17455,3,4,6,Ia,,SDSS-II SN 17455,0,0,0,0,0,0
SDSS-II SN 17465,12,11,6,II,,SDSS-II SN 17465,0,0,0,0,0,0
SDSS-II SN 17466,4,5,11,II,0.080898,SDSS-II SN 17466,0,0,0,0,0,0
SDSS-II SN 17487,3,3,6,II,0.033168,SDSS-II SN 17487,0,0,0,0,0,0
SDSS-II SN 1750,5,6,6,Ia;Ia,0.25997,SDSS-II SN 1750,0,0,0,0,0,0
SDSS-II SN 17508,4,4,4,Ia;Ia,0.339506,SDSS-II SN 17508,0,0,0,0,0,0
SDSS-II SN 17509,12,11,9,II,,SDSS-II SN 17509,0,0,0,0,0,0
SDSS-II SN 17526,7,10,11,II,,SDSS-II SN 17526,0,0,0,0,0,0
SDSS-II SN 17539,3,10,9,II,0.205939,SDSS-II SN 17539,0,0,0,0,0,0
SDSS-II SN 17542,3,4,3,Ia,,SDSS-II SN 17542,0,0,0,0,0,0
SDSS-II SN 17574,13,9,6,II,,SDSS-II SN 17574,0,0,0,0,0,0
SDSS-II SN 17577,4,8,8,Ia,0.283,SDSS-II SN 17577,0,0,0,0,0,0
SDSS-II SN 17579,9,12,3,II,,SDSS-II SN 17579,0,0,0,0,0,0
SDSS-II SN 17585,10,12,7,II,,SDSS-II SN 17585,0,0,0,0,0,0
SDSS-II SN 17594,10,11,6,II,,SDSS-II SN 17594,0,0,0,0,0,0
SDSS-II SN 17597,11,11,5,II,,SDSS-II SN 17597,0,0,0,0,0,0
SDSS-II SN 1762,3,6,5,Ia,,SDSS-II SN 1762,0,0,0,1,0,1
SDSS-II SN 17620,11,11,12,II,,SDSS-II SN 17620,0,0,0,0,0,0
SDSS-II SN 17622,8,8,10,II,,SDSS-II SN 17622,0,0,0,0,0,0
SDSS-II SN 17641,3,6,12,Ia,,SDSS-II SN 17641,0,0,0,0,0,0
SDSS-II SN 17644,8,16,17,II,,SDSS-II SN 17644,0,0,0,0,0,0
SDSS-II SN 17647,7,10,13,Ia;Ia,0.249;0.264;0.236;0.434;0.342,SDSS-II SN 17647,0,0,0,0,0,0
SDSS-II SN 17662,17,17,13,II,,SDSS-II SN 17662,0,0,0,0,0,0
SDSS-II SN 17667,3,5,7,Ia,,SDSS-II SN 17667,0,0,0,0,0,0
SDSS-II SN 17682,3,3,4,Ia;Ia,0.304812,SDSS-II SN 17682,0,0,0,0,0,0
SDSS-II SN 17683,11,10,5,II,,SDSS-II SN 17683,0,0,0,0,0,0
SDSS-II SN 17695,4,10,11,Ia,0.182906,SDSS-II SN 17695,0,0,0,0,0,0
SDSS-II SN 17696,14,15,16,II,0.13384,SDSS-II SN 17696,0,0,0,0,0,0
SDSS-II SN 17703,13,13,14,II,0.214,SDSS-II SN 17703,0,0,0,0,0,0
SDSS-II SN 17721,7,11,5,II,,SDSS-II SN 17721,0,0,0,0,0,0
SDSS-II SN 17723,11,13,11,II,,SDSS-II SN 17723,0,0,0,0,0,0
SDSS-II SN 17729,14,5,4,II,0.404738,SDSS-II SN 17729,0,0,0,0,0,0
SDSS-II SN 1773,4,11,15,II,0.120184,SDSS-II SN 1773,0,0,0,0,0,0
SDSS-II SN 17739,7,10,11,II,,SDSS-II SN 17739,0,0,0,0,0,0
SDSS-II SN 17748,3,4,8,Ia,0.179573,SDSS-II SN 17748,0,0,0,0,0,0
SDSS-II SN 17756,11,11,7,II,,SDSS-II SN 17756,0,0,0,0,0,0
SDSS-II SN 17761,5,3,3,II,,SDSS-II SN 17761,0,0,0,0,0,0
SDSS-II SN 17773,3,5,5,Ia;Ia,0.288027,SDSS-II SN 17773,0,0,0,0,0,0
SDSS-II SN 17776,4,7,8,Ia,,SDSS-II SN 17776,0,0,0,0,0,0
SDSS-II SN 17777,16,17,16,II,,SDSS-II SN 17777,0,0,0,0,0,0
SDSS-II SN 17781,5,3,5,II,0.214861,SDSS-II SN 17781,0,0,0,0,0,0
SDSS-II SN 17789,16,15,16,SLSN,,SDSS-II SN 17789,0,0,0,0,0,0
SDSS-II SN 1779,15,18,18,II,,SDSS-II SN 1779,0,0,0,0,0,0
SDSS-II SN 17793,14,15,12,II,,SDSS-II SN 17793,0,0,0,0,0,0
SDSS-II SN 17810,14,14,8,II,,SDSS-II SN 17810,0,0,0,0,0,0
SDSS-II SN 17814,6,10,11,II,0.106813,SDSS-II SN 17814,0,0,0,0,0,0
SDSS-II SN 17818,15,12,11,II,,SDSS-II SN 17818,0,0,0,0,0,0
SDSS-II SN 1782,4,7,7,Ia;Ia,0.27,SDSS-II SN 1782,0,0,0,0,0,0
SDSS-II SN 17820,5,6,6,Ia;Ia,0.340709,SDSS-II SN 17820,0,0,0,0,0,0
SDSS-II SN 17829,3,3,3,Ia,0.332,SDSS-II SN 17829,0,0,0,0,0,0
SDSS-II SN 1783,5,7,6,Ia;Ia,0.266;0.238,SDSS-II SN 1783,0,0,0,0,0,0
SDSS-II SN 17837,16,11,7,II,,SDSS-II SN 17837,0,0,0,0,0,0
SDSS-II SN 17844,20,20,20,II,,SDSS-II SN 17844,0,0,0,0,0,0
SDSS-II SN 17845,11,10,5,II,0.347039,SDSS-II SN 17845,0,0,0,0,0,0
SDSS-II SN 17848,11,13,14,II,,SDSS-II SN 17848,0,0,0,0,0,0
SDSS-II SN 17851,3,6,4,Ia;Ia,0.353082,SDSS-II SN 17851,0,0,0,0,0,0
SDSS-II SN 17853,13,16,12,II,0.079128,SDSS-II SN 17853,0,0,0,0,0,0
SDSS-II SN 17854,16,17,15,II,,SDSS-II SN 17854,0,0,0,0,0,0
SDSS-II SN 17856,14,15,12,II,,SDSS-II SN 17856,0,0,0,0,0,0
SDSS-II SN 17859,6,11,7,II,,SDSS-II SN 17859,0,0,0,0,0,0
SDSS-II SN 17860,16,17,14,II,,SDSS-II SN 17860,0,0,0,0,0,0
SDSS-II SN 17869,12,13,12,II,,SDSS-II SN 17869,0,0,0,0,0,0
SDSS-II SN 17871,10,11,12,II,,SDSS-II SN 17871,0,0,0,0,0,0
SDSS-II SN 17872,4,10,9,II,,SDSS-II SN 17872,0,0,0,0,0,0
SDSS-II SN 17873,14,9,8,II,,SDSS-II SN 17873,0,0,0,0,0,0
SDSS-II SN 17874,17,15,5,II,,SDSS-II SN 17874,0,0,0,0,0,0
SDSS-II SN 17879,12,12,8,II,,SDSS-II SN 17879,0,0,0,0,0,0
SDSS-II SN 17882,6,6,5,Ia;Ia,0.27;0.27,SDSS-II SN 17882,0,0,0,0,0,0
SDSS-II SN 17894,5,11,13,II,,SDSS-II SN 17894,0,0,0,0,0,0
SDSS-II SN 17898,13,14,14,II,,SDSS-II SN 17898,0,0,0,0,0,0
SDSS-II SN 17899,5,9,7,Ia;Ia,0.288815,SDSS-II SN 17899,0,0,0,0,0,0
SDSS-II SN 17906,7,12,11,Ia,0.184;0.1847,SDSS-II SN 17906,0,0,0,0,0,0
SDSS-II SN 17909,14,15,8,II,,SDSS-II SN 17909,0,0,0,0,0,0
SDSS-II SN 17910,12,14,12,II,,SDSS-II SN 17910,0,0,0,0,0,0
SDSS-II SN 17916,12,9,9,II,,SDSS-II SN 17916,0,0,0,0,0,0
SDSS-II SN 17925,5,7,8,Ia;Ia,0.286;0.313;0.276,SDSS-II SN 17925,0,0,0,0,0,0
SDSS-II SN 17928,3,6,6,Ia;Ia,0.197393,SDSS-II SN 17928,0,0,0,0,0,0
SDSS-II SN 17936,14,16,14,II,,SDSS-II SN 17936,0,0,0,0,0,0
SDSS-II SN 17949,4,4,5,Ia;Ia,0.264127,SDSS-II SN 17949,0,0,0,0,0,0
SDSS-II SN 17952,5,4,6,Ia;Ia,0.349582,SDSS-II SN 17952,0,0,0,0,0,0
SDSS-II SN 17954,10,10,5,II,,SDSS-II SN 17954,0,0,0,0,0,0
SDSS-II SN 17958,7,7,8,Ia;Ia,0.275974,SDSS-II SN 17958,0,0,0,0,0,0
SDSS-II SN 17959,11,4,6,II,,SDSS-II SN 17959,0,0,0,0,0,0
SDSS-II SN 17965,5,4,4,Ia;Ia,0.315534,SDSS-II SN 17965,0,0,0,0,0,0
SDSS-II SN 17967,5,5,6,Ia;Ia,0.378414,SDSS-II SN 17967,0,0,0,0,0,0
SDSS-II SN 17989,13,13,13,II,,SDSS-II SN 17989,0,0,0,0,0,0
SDSS-II SN 17990,13,11,7,II,,SDSS-II SN 17990,0,0,0,0,0,0
SDSS-II SN 17991,11,14,5,II,,SDSS-II SN 17991,0,0,0,0,0,0
SDSS-II SN 17996,11,12,10,II,,SDSS-II SN 17996,0,0,0,0,0,0
SDSS-II SN 17997,9,12,12,II,,SDSS-II SN 17997,0,0,0,0,0,0
SDSS-II SN 18002,11,11,3,II,,SDSS-II SN 18002,0,0,0,0,0,0
SDSS-II SN 18005,10,7,5,II,,SDSS-II SN 18005,0,0,0,0,0,0
SDSS-II SN 18009,4,7,8,II,,SDSS-II SN 18009,0,0,0,0,0,0
SDSS-II SN 18012,13,12,10,II,,SDSS-II SN 18012,0,0,0,0,0,0
SDSS-II SN 18013,7,6,5,II,,SDSS-II SN 18013,0,0,0,0,0,0
SDSS-II SN 18015,12,9,4,II,0.658658,SDSS-II SN 18015,0,0,0,0,0,0
SDSS-II SN 18019,10,11,5,II,,SDSS-II SN 18019,0,0,0,0,0,0
SDSS-II SN 18032,12,14,5,II,,SDSS-II SN 18032,0,0,0,0,0,0
SDSS-II SN 18038,3,4,3,Ia,0.523001,SDSS-II SN 18038,0,0,0,0,0,0
SDSS-II SN 18040,7,11,6,II,,SDSS-II SN 18040,0,0,0,0,0,0
SDSS-II SN 18042,10,10,9,II,,SDSS-II SN 18042,0,0,0,0,0,0
SDSS-II SN 18046,7,7,7,II,,SDSS-II SN 18046,0,0,0,1,0,1
SDSS-II SN 18047,3,6,5,Ia;Ia,0.358855,SDSS-II SN 18047,0,0,0,0,0,0
SDSS-II SN 18048,4,6,8,II,0.114897,SDSS-II SN 18048,0,0,0,0,0,0
SDSS-II SN 18053,13,7,3,II,,SDSS-II SN 18053,0,0,0,0,0,0
SDSS-II SN 18058,16,16,11,II,,SDSS-II SN 18058,0,0,0,0,0,0
SDSS-II SN 18064,12,4,9,II,,SDSS-II SN 18064,0,0,0,0,0,0
SDSS-II SN 18067,5,6,4,Ia;Ia,0.233,SDSS-II SN 18067,0,0,0,0,0,0
SDSS-II SN 18070,14,16,15,II,,SDSS-II SN 18070,0,0,0,0,0,0
SDSS-II SN 18075,13,9,8,II,,SDSS-II SN 18075,0,0,0,0,0,0
SDSS-II SN 18077,13,8,3,II,,SDSS-II SN 18077,0,0,0,0,0,0
SDSS-II SN 18079,12,9,7,II,,SDSS-II SN 18079,0,0,0,0,0,0
SDSS-II SN 18087,14,13,8,II,,SDSS-II SN 18087,0,0,0,0,0,0
SDSS-II SN 18092,13,12,10,II,,SDSS-II SN 18092,0,0,0,0,0,0
SDSS-II SN 18099,11,9,3,II,,SDSS-II SN 18099,0,0,0,0,0,0
SDSS-II SN 1810,15,17,17,II,,SDSS-II SN 1810,0,0,0,0,0,0
SDSS-II SN 18101,9,8,9,II,,SDSS-II SN 18101,0,0,0,0,0,0
SDSS-II SN 18103,11,12,10,II,,SDSS-II SN 18103,0,0,0,0,0,0
SDSS-II SN 18107,15,12,8,II,,SDSS-II SN 18107,0,0,0,0,0,0
SDSS-II SN 18111,10,14,5,II,,SDSS-II SN 18111,0,0,0,0,0,0
SDSS-II SN 18117,15,12,12,II,,SDSS-II SN 18117,0,0,0,0,0,0
SDSS-II SN 18122,4,14,13,II,,SDSS-II SN 18122,0,0,0,0,0,0
SDSS-II SN 18124,5,4,3,II,,SDSS-II SN 18124,0,0,0,0,0,0
SDSS-II SN 18140,13,11,12,II,,SDSS-II SN 18140,0,0,0,0,0,0
SDSS-II SN 18146,4,7,3,Ia;Ia,0.429563,SDSS-II SN 18146,0,0,0,0,0,0
SDSS-II SN 18153,15,15,12,II,,SDSS-II SN 18153,0,0,0,0,0,0
SDSS-II SN 18160,12,12,6,II,,SDSS-II SN 18160,0,0,0,0,0,0
SDSS-II SN 18161,3,3,7,II,,SDSS-II SN 18161,0,0,0,0,0,0
SDSS-II SN 18165,15,13,8,II,,SDSS-II SN 18165,0,0,0,0,0,0
SDSS-II SN 18166,13,10,9,II,,SDSS-II SN 18166,0,0,0,0,0,0
SDSS-II SN 18167,10,8,4,II,,SDSS-II SN 18167,0,0,0,0,0,0
SDSS-II SN 18170,4,6,3,Ia,,SDSS-II SN 18170,0,0,0,0,0,0
SDSS-II SN 18171,3,4,4,II,,SDSS-II SN 18171,0,0,0,0,0,0
SDSS-II SN 18172,14,14,15,II,,SDSS-II SN 18172,0,0,0,0,0,0
SDSS-II SN 18187,10,10,3,II,,SDSS-II SN 18187,0,0,0,0,0,0
SDSS-II SN 18191,13,8,3,II,,SDSS-II SN 18191,0,0,0,0,0,0
SDSS-II SN 18193,14,11,5,II,,SDSS-II SN 18193,0,0,0,0,0,0
SDSS-II SN 18194,9,6,3,II,,SDSS-II SN 18194,0,0,0,0,0,0
SDSS-II SN 1821,10,16,17,II,0.096105,SDSS-II SN 1821,0,0,0,0,0,0
SDSS-II SN 18216,13,13,12,II,,SDSS-II SN 18216,0,0,0,0,0,0
SDSS-II SN 18222,3,3,4,II,,SDSS-II SN 18222,0,0,0,0,0,0
SDSS-II SN 18226,7,10,9,II,,SDSS-II SN 18226,0,0,0,0,0,0
SDSS-II SN 18228,4,6,3,II,,SDSS-II SN 18228,0,0,0,0,0,0
SDSS-II SN 18229,9,6,4,II,,SDSS-II SN 18229,0,0,0,0,0,0
SDSS-II SN 1823,8,12,14,Ia;Ia,0.212;0.193,SDSS-II SN 1823,0,0,0,0,0,0
SDSS-II SN 18243,5,5,6,Ia;Ia,0.278;0.289;0.255,SDSS-II SN 18243,0,0,0,0,0,0
SDSS-II SN 18252,10,13,9,II,,SDSS-II SN 18252,0,0,0,0,0,0
SDSS-II SN 18253,3,5,5,Ia;Ia,0.280569,SDSS-II SN 18253,0,0,0,0,0,0
SDSS-II SN 18255,12,12,7,II,,SDSS-II SN 18255,0,0,0,0,0,0
SDSS-II SN 18266,14,16,10,II,,SDSS-II SN 18266,0,0,0,0,0,0
SDSS-II SN 18268,14,13,10,II,,SDSS-II SN 18268,0,0,0,0,0,0
SDSS-II SN 18269,13,5,7,II,,SDSS-II SN 18269,0,0,0,0,0,0
SDSS-II SN 18273,3,4,9,Ia;Ia,0.316181,SDSS-II SN 18273,0,0,0,0,0,0
SDSS-II SN 18276,5,4,8,Ia;Ia,0.28462,SDSS-II SN 18276,0,0,0,0,0,0
SDSS-II SN 18277,16,17,13,II,,SDSS-II SN 18277,0,0,0,0,0,0
SDSS-II SN 18280,4,7,5,II,,SDSS-II SN 18280,0,0,0,0,0,0
SDSS-II SN 18291,8,5,4,II,,SDSS-II SN 18291,0,0,0,0,0,0
SDSS-II SN 18301,3,4,6,Ia;Ia,0.331565,SDSS-II SN 18301,0,0,0,0,0,0
SDSS-II SN 18309,11,13,9,II,,SDSS-II SN 18309,0,0,0,0,0,0
SDSS-II SN 18311,7,7,3,II,,SDSS-II SN 18311,0,0,0,0,0,0
SDSS-II SN 18315,7,3,3,II,,SDSS-II SN 18315,0,0,0,0,0,0
SDSS-II SN 18320,12,12,11,II,,SDSS-II SN 18320,0,0,0,0,0,0
SDSS-II SN 18321,13,15,14,II;II P,0.103,SDSS-II SN 18321,0,0,0,0,0,0
SDSS-II SN 18324,4,6,6,Ia;Ia,0.266984,SDSS-II SN 18324,0,0,0,0,0,0
SDSS-II SN 18331,13,13,7,II,,SDSS-II SN 18331,0,0,0,0,0,0
SDSS-II SN 18339,5,4,4,Ia;Ia,0.34593,SDSS-II SN 18339,0,0,0,0,0,0
SDSS-II SN 18340,14,10,3,II,,SDSS-II SN 18340,0,0,0,0,0,0
SDSS-II SN 18341,13,8,8,II,,SDSS-II SN 18341,0,0,0,0,0,0
SDSS-II SN 18343,18,13,8,II,,SDSS-II SN 18343,0,0,0,0,0,0
SDSS-II SN 18352,9,8,3,II,,SDSS-II SN 18352,0,0,0,0,0,0
SDSS-II SN 18360,12,12,4,II,,SDSS-II SN 18360,0,0,0,0,0,0
SDSS-II SN 18365,6,4,4,II,,SDSS-II SN 18365,0,0,0,0,0,0
SDSS-II SN 18367,11,12,9,II,,SDSS-II SN 18367,0,0,0,0,0,0
SDSS-II SN 18374,6,6,9,Ia;Ia,0.319838,SDSS-II SN 18374,0,0,0,0,0,0
SDSS-II SN 18376,9,8,6,II,0.256786,SDSS-II SN 18376,0,0,0,0,0,0
SDSS-II SN 18380,3,4,5,Ia,,SDSS-II SN 18380,0,0,0,0,0,0
SDSS-II SN 18387,12,13,14,II,,SDSS-II SN 18387,0,0,0,0,0,0
SDSS-II SN 18390,11,6,5,II,,SDSS-II SN 18390,0,0,0,0,0,0
SDSS-II SN 18391,7,6,3,II,,SDSS-II SN 18391,0,0,0,0,0,0
SDSS-II SN 18392,14,12,10,II,,SDSS-II SN 18392,0,0,0,0,0,0
SDSS-II SN 18393,9,10,5,II,,SDSS-II SN 18393,0,0,0,0,0,0
SDSS-II SN 18399,5,6,7,II,0.158629,SDSS-II SN 18399,0,0,0,0,0,0
SDSS-II SN 18405,4,6,7,Ia;Ia,0.236;0.222;0.201,SDSS-II SN 18405,0,0,0,0,0,0
SDSS-II SN 1841,7,5,9,II,,SDSS-II SN 1841,0,0,0,0,0,0
SDSS-II SN 18425,12,11,10,II,0.10914,SDSS-II SN 18425,0,0,0,0,0,0
SDSS-II SN 18447,4,5,11,II,0.14919,SDSS-II SN 18447,0,0,0,0,0,0
SDSS-II SN 18454,3,5,6,Ia;Ia,0.348546,SDSS-II SN 18454,0,0,0,0,0,0
SDSS-II SN 18459,5,5,7,II;Ia,0.384698,SDSS-II SN 18459,0,0,0,0,0,0
SDSS-II SN 18478,13,12,9,II,,SDSS-II SN 18478,0,0,0,0,0,0
SDSS-II SN 18479,6,7,11,Ia;Ia,0.29;0.282;0.25,SDSS-II SN 18479,0,0,0,0,0,0
SDSS-II SN 1848,15,16,9,II,,SDSS-II SN 1848,0,0,0,0,0,0
SDSS-II SN 18582,7,11,13,Ia;Ia,0.266;0.233,SDSS-II SN 18582,0,0,0,0,0,0
SDSS-II SN 18585,4,6,3,II,,SDSS-II SN 18585,0,0,0,0,0,0
SDSS-II SN 18587,9,13,5,II,,SDSS-II SN 18587,0,0,0,0,0,0
SDSS-II SN 18589,5,9,5,Ia,0.334,SDSS-II SN 18589,0,0,0,0,0,0
SDSS-II SN 18593,13,12,10,II,,SDSS-II SN 18593,0,0,0,0,0,0
SDSS-II SN 18598,3,7,6,II,0.203086,SDSS-II SN 18598,0,0,0,0,0,0
SDSS-II SN 18601,9,12,7,II,,SDSS-II SN 18601,0,0,0,0,0,0
SDSS-II SN 18607,12,9,4,II,,SDSS-II SN 18607,0,0,0,0,0,0
SDSS-II SN 18615,5,8,6,II,0.213402,SDSS-II SN 18615,0,0,0,0,0,0
SDSS-II SN 18644,4,7,7,Ia,,SDSS-II SN 18644,0,0,0,0,0,0
SDSS-II SN 18647,4,7,8,Ia,0.212839,SDSS-II SN 18647,0,0,0,0,0,0
SDSS-II SN 1866,6,9,10,II,,SDSS-II SN 1866,0,0,0,0,0,0
SDSS-II SN 18661,9,9,7,II,,SDSS-II SN 18661,0,0,0,0,0,0
SDSS-II SN 18662,12,10,11,II,,SDSS-II SN 18662,0,0,0,0,0,0
SDSS-II SN 18664,9,11,13,II,,SDSS-II SN 18664,0,0,0,0,0,0
SDSS-II SN 18666,5,8,6,Ia;Ia,0.301;0.326;0.286;0.411,SDSS-II SN 18666,0,0,0,0,0,0
SDSS-II SN 18680,8,8,8,II,,SDSS-II SN 18680,0,0,0,0,0,0
SDSS-II SN 18686,12,13,12,II,,SDSS-II SN 18686,0,0,0,0,0,0
SDSS-II SN 18688,7,9,6,II,,SDSS-II SN 18688,0,0,0,0,0,0
SDSS-II SN 18689,13,13,6,II,,SDSS-II SN 18689,0,0,0,0,0,0
SDSS-II SN 18691,13,11,6,II,,SDSS-II SN 18691,0,0,0,0,0,0
SDSS-II SN 18693,6,12,5,II,,SDSS-II SN 18693,0,0,0,0,0,0
SDSS-II SN 18701,5,11,8,II,,SDSS-II SN 18701,0,0,0,0,0,0
SDSS-II SN 18704,6,8,8,Ia;Ia,0.331981,SDSS-II SN 18704,0,0,0,0,0,0
SDSS-II SN 18705,11,10,8,II,,SDSS-II SN 18705,0,0,0,0,0,0
SDSS-II SN 18718,3,9,6,II,,SDSS-II SN 18718,0,0,0,0,0,0
SDSS-II SN 18722,4,6,7,Ia;Ia,0.429;0.364,SDSS-II SN 18722,0,0,0,1,0,1
SDSS-II SN 18723,10,14,8,II,,SDSS-II SN 18723,0,0,0,0,0,0
SDSS-II SN 18726,4,6,3,II,,SDSS-II SN 18726,0,0,0,0,0,0
SDSS-II SN 18729,12,10,8,II,,SDSS-II SN 18729,0,0,0,0,0,0
SDSS-II SN 18733,12,13,10,II,,SDSS-II SN 18733,0,0,0,0,0,0
SDSS-II SN 18738,8,12,5,II,,SDSS-II SN 18738,0,0,0,0,0,0
SDSS-II SN 18743,11,9,12,II,,SDSS-II SN 18743,0,0,0,0,0,0
SDSS-II SN 18760,14,11,4,II,,SDSS-II SN 18760,0,0,0,0,0,0
SDSS-II SN 18772,12,12,4,II,,SDSS-II SN 18772,0,0,0,0,0,0
SDSS-II SN 18777,15,12,12,II,,SDSS-II SN 18777,0,0,0,0,0,0
SDSS-II SN 18779,4,10,4,II,,SDSS-II SN 18779,0,0,0,0,0,0
SDSS-II SN 18780,13,12,12,II,,SDSS-II SN 18780,0,0,0,0,0,0
SDSS-II SN 18783,9,13,8,II,,SDSS-II SN 18783,0,0,0,0,0,0
SDSS-II SN 18812,12,11,3,II,,SDSS-II SN 18812,0,0,0,0,0,0
SDSS-II SN 18814,8,9,9,II,,SDSS-II SN 18814,0,0,0,0,0,0
SDSS-II SN 18822,16,14,8,II,,SDSS-II SN 18822,0,0,0,0,0,0
SDSS-II SN 18823,3,3,3,II,,SDSS-II SN 18823,0,0,0,0,0,0
SDSS-II SN 18824,3,5,7,Ia;Ia,0.388;0.407;0.348,SDSS-II SN 18824,0,0,0,0,0,0
SDSS-II SN 18831,13,13,4,II,,SDSS-II SN 18831,0,0,0,0,0,0
SDSS-II SN 18832,6,10,7,II,,SDSS-II SN 18832,0,0,0,0,0,0
SDSS-II SN 18836,3,4,6,Ia;Ia,0.300084,SDSS-II SN 18836,0,0,0,0,0,0
SDSS-II SN 18842,11,12,10,II,,SDSS-II SN 18842,0,0,0,0,0,0
SDSS-II SN 18848,15,10,7,II,,SDSS-II SN 18848,0,0,0,0,0,0
SDSS-II SN 18850,4,9,3,II,,SDSS-II SN 18850,0,0,0,0,0,0
SDSS-II SN 18854,12,8,5,II,,SDSS-II SN 18854,0,0,0,0,0,0
SDSS-II SN 18898,10,10,10,II,0.0714,SDSS-II SN 18898,0,0,0,0,0,0
SDSS-II SN 18914,12,12,10,II,,SDSS-II SN 18914,0,0,0,0,0,0
SDSS-II SN 18915,8,8,8,II,,SDSS-II SN 18915,0,0,0,0,0,0
SDSS-II SN 18917,5,5,6,Ia;Ia,0.163,SDSS-II SN 18917,0,0,0,0,0,0
SDSS-II SN 18935,10,10,4,II,,SDSS-II SN 18935,0,0,0,0,0,0
SDSS-II SN 18941,5,4,5,Ia,,SDSS-II SN 18941,0,0,0,0,0,0
SDSS-II SN 18943,5,7,7,Ia;Ia,0.350196,SDSS-II SN 18943,0,0,0,0,0,0
SDSS-II SN 18949,5,3,8,II,,SDSS-II SN 18949,0,0,0,0,0,0
SDSS-II SN 18950,12,10,14,II,,SDSS-II SN 18950,0,0,0,0,0,0
SDSS-II SN 18952,4,6,6,Ia;Ia,0.295891,SDSS-II SN 18952,0,0,0,0,0,0
SDSS-II SN 18970,13,8,7,II,,SDSS-II SN 18970,0,0,0,0,0,0
SDSS-II SN 18971,4,5,4,Ia;Ia,0.271354,SDSS-II SN 18971,0,0,0,0,0,0
